classification_delta_id,path,nodi_workstream,comsol_workstream,delta_class,resolution,authorization_impact
G2Y-CLASS-0097,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p10_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50_screening_stol.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0098,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_smallbin_20260610_smallbinallfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0099,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_smallbin_20260610_smallbinallfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0100,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_support_20260610_supportanchors_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0101,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_support_20260610_supportanchors_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0102,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_tail_20260609_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0103,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_tail_20260609_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0104,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_tail_20260609_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0105,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0106,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0107,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0108,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0109,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0110,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0111,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p1_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0112,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_smallbin_20260610_smallbinallfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0113,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_smallbin_20260610_smallbinallfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0114,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_support_20260610_supportanchors_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0115,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_support_20260610_supportanchors_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0116,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_tail_20260609_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0117,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_tail_20260609_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0118,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_tail_20260609_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0119,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0120,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100_loose_stol.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0121,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100_nostab.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0122,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100_screening_stol.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0123,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0124,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150_loose_stol.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0125,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150_nostab.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0126,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150_screening_stol.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0127,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0128,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220_loose_stol.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0129,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220_nostab.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0130,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220_screening_stol.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0131,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0132,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0133,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30_loose_stol.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0134,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30_nostab.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0135,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30_screening_stol.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0136,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0137,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0138,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50_loose_stol.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0139,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50_nostab.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0140,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p2_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50_screening_stol.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0141,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_smallbin_20260610_smallbinallfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0142,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_smallbin_20260610_smallbinallfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0143,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_smallbin_20260610_smallbinallfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0144,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_smallbin_20260610_smallbinallfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0145,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_tail_20260609_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0146,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_tail_20260609_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0147,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_tail_20260609_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0148,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0149,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0150,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0151,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0152,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0153,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0154,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p3_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0155,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_smallbin_20260610_smallbinallfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0156,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_smallbin_20260610_smallbinallfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0157,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_support_20260610_supportanchors_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0158,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_support_20260610_supportanchors_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0159,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_tail_20260609_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0160,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_tail_20260609_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0161,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_tail_20260609_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0162,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0163,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0164,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0165,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0166,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0167,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0168,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p4_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0169,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_remaining10allbins_20260610_remaining10allbins_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0170,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_remaining10allbins_20260610_remaining10allbins_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0171,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_remaining10allbins_20260610_remaining10allbins_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0172,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_remaining10allbins_20260610_remaining10allbins_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0173,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_remaining10allbins_20260610_remaining10allbins_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0174,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_remaining10allbins_20260610_remaining10allbins_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0175,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_remaining10allbins_20260610_remaining10allbins_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0176,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_smallbin_20260610_smallbinallfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0177,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_smallbin_20260610_smallbinallfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0178,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_smallbin_20260610_smallbinallfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0179,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_smallbin_20260610_smallbinallfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0180,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_tail_20260609_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0181,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_tail_20260609_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0182,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_tail_20260609_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0183,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin100.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0184,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin150.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0185,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin220.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0186,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0187,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin300.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0188,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin50.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0189,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p5_wave1plus2geomfixallbins_20260612_wave1plus2geomfix_bin500.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
G2Y-CLASS-0190,full_chip/dwg_analysis/FULL_CHIP_STAGE24_TDS_SIZEBIN_WALL_SINK_REVIEW_sidewall_depth_wave1_p6_smallbin_20260610_smallbinallfix_bin30.md,QCH,EDGE,classification_rule_difference,adapter gap only; no policy or authorization effect,none
