mutation_id,property_family,mutation_name,expected_result,observed_result,validation_status
G2AA-MUT-0168,pairwise_combined,jrc_authorized__PLUS__route_alias_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0169,pairwise_combined,jrc_authorized__PLUS__diameter_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0170,pairwise_combined,jrc_authorized__PLUS__bin_basis_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0171,pairwise_combined,jrc_authorized__PLUS__edge20_hash_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0172,pairwise_combined,jrc_authorized__PLUS__non_contiguous_bins,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0173,pairwise_combined,jrc_authorized__PLUS__missing_numeric_bound,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0174,pairwise_combined,jrc_authorized__PLUS__units_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0175,pairwise_combined,jrc_authorized__PLUS__normalization_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0176,pairwise_combined,jrc_authorized__PLUS__edge20_id_invalid,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0177,pairwise_combined,jrc_authorized__PLUS__edge4_group_inconsistent,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0178,pairwise_combined,jrc_authorized__PLUS__formal_sidecar_falsely_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0179,pairwise_combined,jrc_authorized__PLUS__missing_flow_split,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0180,pairwise_combined,jrc_authorized__PLUS__q_ch_eta_present,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0181,pairwise_combined,jrc_authorized__PLUS__units_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0182,pairwise_combined,jrc_authorized__PLUS__normalization_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0183,pairwise_combined,jrc_authorized__PLUS__source_solve_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0184,pairwise_combined,jrc_authorized__PLUS__missing_source_sha,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0185,pairwise_combined,jrc_authorized__PLUS__row_count_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0186,pairwise_combined,jrc_authorized__PLUS__manifest_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0187,pairwise_combined,jrc_authorized__PLUS__schema_version_unknown,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0188,pairwise_combined,jrc_authorized__PLUS__template_only_false_on_synthetic,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0189,pairwise_combined,jrc_authorized__PLUS__not_evidence_false_on_fixture,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0190,pairwise_combined,jrc_authorized__PLUS__policy_use_requested_true_without_evidence,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0191,pairwise_combined,production_ingestion_authorized__PLUS__220_auto_map_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0192,pairwise_combined,production_ingestion_authorized__PLUS__D1200_borrow_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0193,pairwise_combined,production_ingestion_authorized__PLUS__missing_NODI_view,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0194,pairwise_combined,production_ingestion_authorized__PLUS__route_alias_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0195,pairwise_combined,production_ingestion_authorized__PLUS__diameter_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0196,pairwise_combined,production_ingestion_authorized__PLUS__bin_basis_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0197,pairwise_combined,production_ingestion_authorized__PLUS__edge20_hash_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0198,pairwise_combined,production_ingestion_authorized__PLUS__non_contiguous_bins,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0199,pairwise_combined,production_ingestion_authorized__PLUS__missing_numeric_bound,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0200,pairwise_combined,production_ingestion_authorized__PLUS__units_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0201,pairwise_combined,production_ingestion_authorized__PLUS__normalization_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0202,pairwise_combined,production_ingestion_authorized__PLUS__edge20_id_invalid,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0203,pairwise_combined,production_ingestion_authorized__PLUS__edge4_group_inconsistent,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0204,pairwise_combined,production_ingestion_authorized__PLUS__formal_sidecar_falsely_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0205,pairwise_combined,production_ingestion_authorized__PLUS__missing_flow_split,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0206,pairwise_combined,production_ingestion_authorized__PLUS__q_ch_eta_present,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0207,pairwise_combined,production_ingestion_authorized__PLUS__units_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0208,pairwise_combined,production_ingestion_authorized__PLUS__normalization_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0209,pairwise_combined,production_ingestion_authorized__PLUS__source_solve_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0210,pairwise_combined,production_ingestion_authorized__PLUS__missing_source_sha,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0211,pairwise_combined,production_ingestion_authorized__PLUS__row_count_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0212,pairwise_combined,production_ingestion_authorized__PLUS__manifest_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0213,pairwise_combined,production_ingestion_authorized__PLUS__schema_version_unknown,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0214,pairwise_combined,production_ingestion_authorized__PLUS__template_only_false_on_synthetic,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0215,pairwise_combined,production_ingestion_authorized__PLUS__not_evidence_false_on_fixture,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0216,pairwise_combined,production_ingestion_authorized__PLUS__policy_use_requested_true_without_evidence,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0217,pairwise_combined,runtime_configuration_authorized__PLUS__220_auto_map_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0218,pairwise_combined,runtime_configuration_authorized__PLUS__D1200_borrow_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0219,pairwise_combined,runtime_configuration_authorized__PLUS__missing_NODI_view,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0220,pairwise_combined,runtime_configuration_authorized__PLUS__route_alias_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0221,pairwise_combined,runtime_configuration_authorized__PLUS__diameter_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0222,pairwise_combined,runtime_configuration_authorized__PLUS__bin_basis_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0223,pairwise_combined,runtime_configuration_authorized__PLUS__edge20_hash_mismatch,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0224,pairwise_combined,runtime_configuration_authorized__PLUS__non_contiguous_bins,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0225,pairwise_combined,runtime_configuration_authorized__PLUS__missing_numeric_bound,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0226,pairwise_combined,runtime_configuration_authorized__PLUS__units_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0227,pairwise_combined,runtime_configuration_authorized__PLUS__normalization_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0228,pairwise_combined,runtime_configuration_authorized__PLUS__edge20_id_invalid,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0229,pairwise_combined,runtime_configuration_authorized__PLUS__edge4_group_inconsistent,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0230,pairwise_combined,runtime_configuration_authorized__PLUS__formal_sidecar_falsely_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0231,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0232,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0233,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0234,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0235,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0236,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0237,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0238,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0239,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0240,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0241,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0242,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0243,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0244,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0245,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0246,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0247,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0248,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0249,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0250,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0251,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0252,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0253,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0254,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0255,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0256,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0257,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0258,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0259,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0260,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0261,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0262,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0263,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0264,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0265,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0266,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0267,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0268,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0269,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0270,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0271,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0272,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0273,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0274,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0275,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0276,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0277,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0278,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0279,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0280,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0281,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0282,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0283,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0284,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0285,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0286,near_miss,field_name_correct_units_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0287,near_miss,field_name_correct_normalization_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0288,near_miss,row_identity_present_but_not_unique,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0289,near_miss,source_sha_present_wrong_length,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0290,near_miss,edge20_hash_present_wrong_value,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0291,near_miss,route_key_present_view_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0292,near_miss,qch_units_present_flow_split_missing,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0293,near_miss,binding_policy_present_auto_map_true,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0294,false_positive_control,blocked_fixture_mention_allowed_1,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0295,false_positive_control,blocked_fixture_mention_allowed_2,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0296,false_positive_control,blocked_fixture_mention_allowed_3,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0297,false_positive_control,blocked_fixture_mention_allowed_4,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0298,false_positive_control,blocked_fixture_mention_allowed_5,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0299,false_positive_control,blocked_fixture_mention_allowed_6,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0300,false_positive_control,blocked_fixture_mention_allowed_7,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0301,false_positive_control,blocked_fixture_mention_allowed_8,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0302,false_positive_control,blocked_fixture_mention_allowed_9,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0303,false_positive_control,blocked_fixture_mention_allowed_10,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0304,false_positive_control,blocked_fixture_mention_allowed_11,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0305,false_positive_control,blocked_fixture_mention_allowed_12,EXPECTED_PASS_CONTROL,PASS_EXPECTED_CONTROL,PASS_FALSE_POSITIVE_CONTROL
G2AA-MUT-0306,false_negative_control,policy_use_requested_true_without_evidence,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0307,false_negative_control,formal_qch_sidecar_true_without_sidecar,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0308,false_negative_control,production_flag_true_in_template,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0309,false_negative_control,runtime_flag_true_in_fixture,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0310,false_negative_control,accepted_expansion_true_in_edge_row,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0311,false_negative_control,direct_prs_bin_true_in_edge_row,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0312,false_negative_control,jrc_authorized_true_in_qch_row,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0313,false_negative_control,authorization_true_hidden_in_adapter,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0314,false_negative_control,policy_use_requested_true_without_evidence,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0315,false_negative_control,formal_qch_sidecar_true_without_sidecar,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0316,false_negative_control,production_flag_true_in_template,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0317,false_negative_control,runtime_flag_true_in_fixture,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0318,false_negative_control,accepted_expansion_true_in_edge_row,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0319,false_negative_control,direct_prs_bin_true_in_edge_row,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
G2AA-MUT-0320,false_negative_control,jrc_authorized_true_in_qch_row,EXPECTED_FAIL,FAIL_EXPECTED,PASS_EXPECTED_FAIL
