mutation_id,mutation_family,property_family,mutation_name,mutated_value,property_issue,expected_result,expected_fail_reason,not_evidence,authorization_flags_false
G2AA-MUT-0156,pairwise_combined,pairwise_combined,qch_weighting_authorized__PLUS__normalization_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0157,pairwise_combined,pairwise_combined,qch_weighting_authorized__PLUS__source_solve_missing,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0158,pairwise_combined,pairwise_combined,qch_weighting_authorized__PLUS__missing_source_sha,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0159,pairwise_combined,pairwise_combined,qch_weighting_authorized__PLUS__row_count_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0160,pairwise_combined,pairwise_combined,qch_weighting_authorized__PLUS__manifest_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0161,pairwise_combined,pairwise_combined,qch_weighting_authorized__PLUS__schema_version_unknown,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0162,pairwise_combined,pairwise_combined,qch_weighting_authorized__PLUS__template_only_false_on_synthetic,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0163,pairwise_combined,pairwise_combined,qch_weighting_authorized__PLUS__not_evidence_false_on_fixture,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0164,pairwise_combined,pairwise_combined,qch_weighting_authorized__PLUS__policy_use_requested_true_without_evidence,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0165,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__220_auto_map_true,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0166,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__D1200_borrow_D900,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0167,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__missing_NODI_view,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0168,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__route_alias_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0169,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__diameter_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0170,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__bin_basis_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0171,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__edge20_hash_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0172,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__non_contiguous_bins,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0173,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__missing_numeric_bound,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0174,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__units_missing,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0175,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__normalization_missing,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0176,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__edge20_id_invalid,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0177,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__edge4_group_inconsistent,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0178,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__formal_sidecar_falsely_true,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0179,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__missing_flow_split,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0180,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__q_ch_eta_present,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0181,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__units_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0182,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__normalization_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0183,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__source_solve_missing,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0184,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__missing_source_sha,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0185,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__row_count_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0186,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__manifest_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0187,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__schema_version_unknown,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0188,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__template_only_false_on_synthetic,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0189,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__not_evidence_false_on_fixture,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0190,pairwise_combined,pairwise_combined,jrc_authorized__PLUS__policy_use_requested_true_without_evidence,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0191,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__220_auto_map_true,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0192,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__D1200_borrow_D900,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0193,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__missing_NODI_view,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0194,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__route_alias_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0195,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__diameter_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0196,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__bin_basis_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0197,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__edge20_hash_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0198,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__non_contiguous_bins,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0199,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__missing_numeric_bound,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0200,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__units_missing,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0201,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__normalization_missing,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0202,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__edge20_id_invalid,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0203,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__edge4_group_inconsistent,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0204,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__formal_sidecar_falsely_true,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0205,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__missing_flow_split,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0206,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__q_ch_eta_present,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0207,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__units_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0208,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__normalization_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0209,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__source_solve_missing,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0210,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__missing_source_sha,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0211,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__row_count_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0212,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__manifest_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0213,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__schema_version_unknown,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0214,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__template_only_false_on_synthetic,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0215,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__not_evidence_false_on_fixture,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0216,pairwise_combined,pairwise_combined,production_ingestion_authorized__PLUS__policy_use_requested_true_without_evidence,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0217,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__220_auto_map_true,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0218,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__D1200_borrow_D900,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0219,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__missing_NODI_view,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0220,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__route_alias_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0221,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__diameter_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0222,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__bin_basis_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0223,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__edge20_hash_mismatch,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0224,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__non_contiguous_bins,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0225,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__missing_numeric_bound,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0226,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__units_missing,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0227,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__normalization_missing,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0228,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__edge20_id_invalid,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0229,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__edge4_group_inconsistent,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0230,pairwise_combined,pairwise_combined,runtime_configuration_authorized__PLUS__formal_sidecar_falsely_true,combined,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0231,cross_workstream_contamination,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,qch/edge contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0232,cross_workstream_contamination,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,binding/formula contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0233,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,edge/binding contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0234,cross_workstream_contamination,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,qch/provenance contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0235,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,edge/qch contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0236,cross_workstream_contamination,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,qch/edge contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0237,cross_workstream_contamination,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,binding/formula contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0238,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,edge/binding contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0239,cross_workstream_contamination,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,qch/provenance contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0240,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,edge/qch contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0241,cross_workstream_contamination,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,qch/edge contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0242,cross_workstream_contamination,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,binding/formula contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0243,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,edge/binding contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0244,cross_workstream_contamination,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,qch/provenance contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0245,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,edge/qch contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0246,cross_workstream_contamination,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,qch/edge contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0247,cross_workstream_contamination,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,binding/formula contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0248,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,edge/binding contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0249,cross_workstream_contamination,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,qch/provenance contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0250,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,edge/qch contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0251,cross_workstream_contamination,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,qch/edge contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0252,cross_workstream_contamination,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,binding/formula contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0253,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,edge/binding contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0254,cross_workstream_contamination,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,qch/provenance contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0255,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,edge/qch contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0256,cross_workstream_contamination,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,qch/edge contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0257,cross_workstream_contamination,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,binding/formula contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0258,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,edge/binding contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0259,cross_workstream_contamination,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,qch/provenance contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0260,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,edge/qch contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0261,cross_workstream_contamination,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,qch/edge contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0262,cross_workstream_contamination,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,binding/formula contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0263,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,edge/binding contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0264,cross_workstream_contamination,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,qch/provenance contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0265,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,edge/qch contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0266,cross_workstream_contamination,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,qch/edge contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0267,cross_workstream_contamination,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,binding/formula contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0268,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,edge/binding contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0269,cross_workstream_contamination,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,qch/provenance contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0270,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,edge/qch contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0271,cross_workstream_contamination,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,qch/edge contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0272,cross_workstream_contamination,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,binding/formula contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0273,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,edge/binding contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0274,cross_workstream_contamination,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,qch/provenance contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0275,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,edge/qch contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0276,cross_workstream_contamination,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,qch/edge contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0277,cross_workstream_contamination,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,binding/formula contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0278,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,edge/binding contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0279,cross_workstream_contamination,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,qch/provenance contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0280,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,edge/qch contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0281,cross_workstream_contamination,cross_workstream_contamination,QCH_row_contains_edge_policy_approved_true,qch/edge contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0282,cross_workstream_contamination,cross_workstream_contamination,BINDING_row_contains_formula_authorized_true,binding/formula contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0283,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_borrows_D1200_from_D900,edge/binding contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0284,cross_workstream_contamination,cross_workstream_contamination,QCH_template_claims_formal_sidecar_without_source_solve,qch/provenance contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0285,cross_workstream_contamination,cross_workstream_contamination,EDGE_row_contains_qch_weighting_flag_true,edge/qch contamination,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0286,near_miss,near_miss,field_name_correct_units_missing,missing,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0287,near_miss,near_miss,field_name_correct_normalization_missing,missing,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0288,near_miss,near_miss,row_identity_present_but_not_unique,missing,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0289,near_miss,near_miss,source_sha_present_wrong_length,missing,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0290,near_miss,near_miss,edge20_hash_present_wrong_value,missing,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0291,near_miss,near_miss,route_key_present_view_missing,missing,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0292,near_miss,near_miss,qch_units_present_flow_split_missing,missing,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0293,near_miss,near_miss,binding_policy_present_auto_map_true,missing,authorization or evidence contract violation,EXPECTED_FAIL,contract must fail closed,true,true
G2AA-MUT-0294,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_1,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
G2AA-MUT-0295,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_2,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
G2AA-MUT-0296,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_3,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
G2AA-MUT-0297,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_4,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
G2AA-MUT-0298,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_5,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
G2AA-MUT-0299,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_6,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
G2AA-MUT-0300,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_7,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
G2AA-MUT-0301,false_positive_control,false_positive_control,blocked_fixture_mention_allowed_8,blocked fixture mention only,forbidden term appears inside blocked_use or negative fixture context,EXPECTED_PASS_CONTROL,not_applicable,true,true
