sweep_id,source_group,forbidden_term,term_present,presence_interpretation,sweep_status
NODI-G2R-FORBID-0251,group_14,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0252,group_14,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0253,group_14,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0254,group_14,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0255,group_14,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0256,group_14,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0257,group_14,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0258,group_14,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0259,group_14,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0260,group_14,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0261,group_14,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0262,group_14,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0263,group_14,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0264,group_14,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0265,group_14,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0266,group_14,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0267,group_15,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0268,group_15,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0269,group_15,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0270,group_15,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0271,group_15,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0272,group_15,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0273,group_15,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0274,group_15,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0275,group_15,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0276,group_15,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0277,group_15,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0278,group_15,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0279,group_15,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0280,group_15,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0281,group_15,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0282,group_15,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0283,group_15,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0284,group_15,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0285,group_15,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0286,group_16,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0287,group_16,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0288,group_16,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0289,group_16,chi_selected,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0290,group_16,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0291,group_16,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0292,group_16,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0293,group_16,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0294,group_16,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0295,group_16,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0296,group_16,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0297,group_16,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0298,group_16,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0299,group_16,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0300,group_16,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0301,group_16,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0302,group_16,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0303,group_16,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0304,group_16,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0305,group_17,q_ch weighting,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0306,group_17,q_ch*eta,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0307,group_17,q_ch*chi*eta,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0308,group_17,chi_selected,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0309,group_17,route_score,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0310,group_17,JOINT_ROUTE_CLASS/JRC,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0311,group_17,yield,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0312,group_17,winner,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0313,group_17,detection_probability,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0314,group_17,wet pass probability,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0315,group_17,clogging rate,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0316,group_17,time-to-clog,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0317,group_17,recovery,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0318,group_17,fabrication release,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0319,group_17,runtime configuration,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0320,group_17,production ingestion,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0321,group_17,formula use,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0322,group_17,direct PRS edge20 bin use,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0323,group_17,grain-level ingestion,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0324,group_18,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0325,group_18,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0326,group_18,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0327,group_18,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0328,group_18,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0329,group_18,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0330,group_18,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0331,group_18,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0332,group_18,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0333,group_18,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0334,group_18,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0335,group_18,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0336,group_18,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0337,group_18,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0338,group_18,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0339,group_18,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0340,group_18,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0341,group_18,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0342,group_18,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0343,group_19,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0344,group_19,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0345,group_19,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0346,group_19,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0347,group_19,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0348,group_19,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0349,group_19,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0350,group_19,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0351,group_19,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0352,group_19,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0353,group_19,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0354,group_19,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0355,group_19,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0356,group_19,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0357,group_19,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0358,group_19,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0359,group_19,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0360,group_19,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0361,group_19,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0362,group_20,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0363,group_20,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0364,group_20,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0365,group_20,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0366,group_20,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0367,group_20,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0368,group_20,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0369,group_20,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0370,group_20,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0371,group_20,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0372,group_20,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0373,group_20,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0374,group_20,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0375,group_20,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0376,group_20,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0377,group_20,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0378,group_20,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0379,group_20,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0380,group_20,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0381,group_21,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0382,group_21,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0383,group_21,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0384,group_21,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0385,group_21,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0386,group_21,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0387,group_21,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0388,group_21,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0389,group_21,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0390,group_21,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0391,group_21,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0392,group_21,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0393,group_21,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0394,group_21,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0395,group_21,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0396,group_21,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0397,group_21,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0398,group_21,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0399,group_21,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0400,group_22,q_ch weighting,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0401,group_22,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0402,group_22,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0403,group_22,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0404,group_22,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0405,group_22,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0406,group_22,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0407,group_22,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0408,group_22,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0409,group_22,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0410,group_22,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0411,group_22,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0412,group_22,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0413,group_22,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0414,group_22,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0415,group_22,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0416,group_22,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0417,group_22,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0418,group_22,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0419,group_23,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0420,group_23,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0421,group_23,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0422,group_23,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0423,group_23,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0424,group_23,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0425,group_23,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0426,group_23,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0427,group_23,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0428,group_23,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0429,group_23,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0430,group_23,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0431,group_23,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0432,group_23,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0433,group_23,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0434,group_23,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0435,group_23,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0436,group_23,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0437,group_23,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0438,group_24,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0439,group_24,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0440,group_24,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0441,group_24,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0442,group_24,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0443,group_24,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0444,group_24,yield,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0445,group_24,winner,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0446,group_24,detection_probability,true,blocked_use_or_fixture_only,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0447,group_24,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0448,group_24,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0449,group_24,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0450,group_24,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0451,group_24,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0452,group_24,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0453,group_24,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0454,group_24,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0455,group_24,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0456,group_24,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0457,group_25,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0458,group_25,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0459,group_25,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0460,group_25,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0461,group_25,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0462,group_25,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0463,group_25,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0464,group_25,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0465,group_25,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0466,group_25,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0467,group_25,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0468,group_25,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0469,group_25,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0470,group_25,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0471,group_25,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0472,group_25,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0473,group_25,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0474,group_25,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0475,group_25,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0476,group_26,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0477,group_26,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0478,group_26,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0479,group_26,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0480,group_26,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0481,group_26,JOINT_ROUTE_CLASS/JRC,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0482,group_26,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0483,group_26,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0484,group_26,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0485,group_26,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0486,group_26,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0487,group_26,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0488,group_26,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0489,group_26,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0490,group_26,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0491,group_26,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0492,group_26,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0493,group_26,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2R-FORBID-0494,group_26,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
