scan_id,source_side,path,field_name,context_classification,drift_status
NODI-G2W-AUTH-01170,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_CLOSURE_DASHBOARD_20260628.csv,is_formal_gate2_qch_sidecar,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01171,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_CLOSURE_DASHBOARD_20260628.csv,is_chi_selected,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01172,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_CLOSURE_DASHBOARD_20260628.csv,is_production_ingestion,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01173,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_CLOSURE_DASHBOARD_20260628.csv,is_runtime_configuration,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01174,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,policy_approved,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01175,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,policy_use_requested,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01176,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,policy_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01177,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,formula_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01178,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,direct_prs_bin_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01179,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,grain_level_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01180,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,accepted_row_expansion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01181,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,accepted_context_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01182,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,auto_map_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01183,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,qch_weighting_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01184,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,qch_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01185,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,qch_chi_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01186,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,chi_selected_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01187,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,jrc_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01188,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,yield_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01189,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,winner_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01190,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,detection_probability_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01191,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,production_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01192,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,runtime_configuration_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01193,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,is_formal_gate2_qch_sidecar,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01194,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,is_chi_selected,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01195,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,is_production_ingestion,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01196,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_MANIFEST_REPRO_AUDIT_20260628.csv,is_runtime_configuration,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01197,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,policy_approved,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01198,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,policy_use_requested,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01199,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,policy_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01200,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,formula_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01201,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,direct_prs_bin_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01202,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,grain_level_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01203,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,accepted_row_expansion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01204,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,accepted_context_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01205,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,auto_map_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01206,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,qch_weighting_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01207,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,qch_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01208,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,qch_chi_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01209,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,chi_selected_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01210,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,jrc_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01211,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,yield_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01212,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,winner_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01213,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,detection_probability_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01214,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,production_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01215,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,runtime_configuration_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01216,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,is_formal_gate2_qch_sidecar,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01217,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,is_chi_selected,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01218,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,is_production_ingestion,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01219,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_COMSOL_GATE2G_PACKAGE_RECEIPT_AUDIT_20260628.csv,is_runtime_configuration,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01220,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,policy_approved,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01221,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,policy_use_requested,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01222,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,policy_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01223,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,formula_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01224,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,direct_prs_bin_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01225,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,grain_level_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01226,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,accepted_row_expansion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01227,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,accepted_context_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01228,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,auto_map_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01229,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,qch_weighting_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01230,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,qch_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01231,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,qch_chi_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01232,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,chi_selected_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01233,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,jrc_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01234,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,yield_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01235,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,winner_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01236,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,detection_probability_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01237,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,production_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01238,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,runtime_configuration_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01239,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,is_formal_gate2_qch_sidecar,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01240,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,is_chi_selected,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01241,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,is_production_ingestion,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01242,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_LOSS_ERROR_CLOSURE_REVIEW_MATRIX_20260628.csv,is_runtime_configuration,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01243,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,policy_approved,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01244,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,policy_use_requested,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01245,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,policy_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01246,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,formula_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01247,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,direct_prs_bin_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01248,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,grain_level_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01249,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,accepted_row_expansion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01250,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,accepted_context_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01251,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,auto_map_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01252,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,qch_weighting_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01253,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,qch_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01254,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,qch_chi_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01255,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,chi_selected_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01256,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,jrc_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01257,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,yield_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-01258,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2H_EDGE_POLICY_DECISION_VERDICT_20260628.csv,winner_authorized,definition_context,PASS_FALSE_OR_ABSENT
