parent_child_map_id,parent_nodi_register_row_id,parent_source_artifact,parent_source_row_count,child_gate2b_context_row_id,child_source_artifact,child_source_row_identity,child_source_row_type,child_route_key,child_NODI_view,child_diameter_nm,child_bin_basis,child_tpd_bin_label,parent_ledger_acceptance_status,child_support_row_acceptance_status,grain_level_authorization,decision_use_allowed,can_enter_weighting,can_enter_jrc,is_chi_selected,is_production_ingestion,is_runtime_configuration
MAP-G2B_ALLOWED_CTX_036,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_036,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p25_0p50_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_037,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_037,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p50_0p75_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_038,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_038,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p50_0p75_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_039,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_039,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p75_1p00_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_040,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_040,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p75_1p00_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_041,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_041,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p00_0p25_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_042,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_042,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p00_0p25_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_043,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_043,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p25_0p50_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_044,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_044,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p25_0p50_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_045,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_045,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p50_0p75_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_046,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_046,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p50_0p75_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_047,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_047,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p75_1p00_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_048,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_048,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p75_1p00_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_049,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_049,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p00_0p25_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_050,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_050,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p00_0p25_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_051,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_051,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p25_0p50_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_052,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_052,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p25_0p50_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_053,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_053,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p50_0p75_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_054,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_054,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p50_0p75_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_055,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_055,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p75_1p00_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_056,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_056,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p75_1p00_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_057,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_057,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p00_0p25_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_058,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_058,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p00_0p25_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_059,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_059,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p25_0p50_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_060,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_060,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p25_0p50_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_061,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_061,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p50_0p75_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_062,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_062,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p50_0p75_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_063,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_063,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p75_1p00_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_064,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_064,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p75_1p00_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_065,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_065,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p00_0p25_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_066,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_066,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p00_0p25_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_067,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_067,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p25_0p50_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_068,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_068,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p25_0p50_per_wavelength_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_069,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_069,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p50_0p75_fixed_660_gold,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
