scan_id,source_side,path,forbidden_term,term_present,context_classification,drift_status
NODI-G2W-FORBID-00232,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SELF_REVIEW_20260628.csv,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00233,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SELF_REVIEW_20260628.csv,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00234,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SELF_REVIEW_20260628.csv,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00235,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SELF_REVIEW_20260628.csv,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00236,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SELF_REVIEW_20260628.csv,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00237,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SELF_REVIEW_20260628.csv,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00238,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SELF_REVIEW_20260628.csv,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00239,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SELF_REVIEW_20260628.csv,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00240,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SELF_REVIEW_20260628.csv,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00241,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,q_ch weighting,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00242,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,q_ch*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00243,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,q_ch*chi*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00244,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,chi_selected,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00245,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,route_score,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00246,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,JOINT_ROUTE_CLASS,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00247,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,JRC,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00248,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,yield,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00249,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,winner,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00250,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,detection_probability,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00251,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,wet pass probability,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00252,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,clogging rate,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00253,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,time-to-clog,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00254,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,recovery,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00255,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,fabrication release,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00256,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,runtime configuration,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00257,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,production ingestion,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00258,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,formula use,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00259,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00260,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTANCE_LEDGER_SOURCE_RECEIPTS_20260628.csv,grain-level ingestion,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00261,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,q_ch weighting,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00262,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,q_ch*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00263,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,q_ch*chi*eta,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00264,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,chi_selected,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00265,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,route_score,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00266,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,JOINT_ROUTE_CLASS,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00267,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,JRC,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00268,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,yield,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00269,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,winner,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00270,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,detection_probability,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00271,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,wet pass probability,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00272,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,clogging rate,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00273,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,time-to-clog,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00274,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,recovery,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00275,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,fabrication release,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00276,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,runtime configuration,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00277,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,production ingestion,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00278,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,formula use,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00279,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00280,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_LEDGER_20260628.csv,grain-level ingestion,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00281,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00282,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00283,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00284,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00285,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00286,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,JOINT_ROUTE_CLASS,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00287,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,JRC,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00288,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00289,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00290,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00291,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00292,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00293,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00294,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00295,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00296,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00297,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00298,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00299,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,direct PRS edge20 bin use,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00300,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_ACCEPTED_REDUCED_SCOPE_CONTEXT_ROWS_20260628.csv,grain-level ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00301,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,q_ch weighting,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00302,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,q_ch*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00303,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,q_ch*chi*eta,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00304,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,chi_selected,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00305,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,route_score,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00306,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,JOINT_ROUTE_CLASS,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00307,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,JRC,true,blocked_fixture_or_guardrail,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00308,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,yield,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00309,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,winner,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00310,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,detection_probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00311,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,wet pass probability,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00312,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,clogging rate,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00313,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,time-to-clog,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00314,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,recovery,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00315,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,fabrication release,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00316,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,runtime configuration,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00317,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,production ingestion,false,absent,PASS_NO_AUTHORIZATION_USE
NODI-G2W-FORBID-00318,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2D_COMSOL_GATE2C_PACKAGE_CONSISTENCY_AUDIT_20260628.csv,formula use,false,absent,PASS_NO_AUTHORIZATION_USE
