acceptance_row_id,parent_nodi_register_row_id,gate2b_context_row_id,source_row_type,route_key,NODI_view,diameter_nm,bin_basis,tpd_bin_label,nodi_acceptance_status,parent_ledger_status,grain_level_authorization_status,edge4_edge20_status,prs_coverage_status,blocked_or_review_status,gate2b_artifact_level_context_candidate,gate2b_grain_level_context_ingestion_authorized,can_enter_weighting,can_enter_jrc,is_chi_selected,is_production_ingestion,is_runtime_configuration,allowed_use,blocked_use,claim_boundary
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_001,G2CTX-CHI-AGG-004,G2B_ALLOWED_CTX_001,proxy_aggregate,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,aggregate_proxy,aggregate_proxy,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,AGGREGATE_PROXY_NO_DIRECT_PRS_BIN_CLAIM,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_026,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_026,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_027,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_027,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_028,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_028,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_029,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_029,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_030,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_030,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_031,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_031,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_032,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_032,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_033,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_033,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_034,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_034,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_035,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_035,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_036,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_036,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_037,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_037,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_038,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_038,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_039,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_039,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_040,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_040,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_041,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_041,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_042,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_042,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_043,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_043,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_044,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_044,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_045,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_045,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_046,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_046,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_047,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_047,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_048,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_048,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_049,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_049,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
NODI-G2C-ACCEPT-G2B_ALLOWED_CTX_050,G2CTX-CHI-BIN-005,G2B_ALLOWED_CTX_050,proxy_bin,660/W800/D1200,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,GRAIN_LEVEL_AUTHORIZATION_FALSE,EDGE4_EDGE20_POLICY_REQUIRED,PRS_COVERAGE_RECHECK_REQUIRED,BLOCKED_OR_REVIEW_ONLY,true,false,false,false,false,false,false,Gate2B context-only proxy review support; read-only formal context ingestion candidate if NODI accepts partial grain match; not a formula input,chi_selected; weighting; q_ch*eta; q_ch*chi*eta; JOINT_ROUTE_CLASS; route_score; yield; winner; detection_probability; time-to-clog; recovery; calibrated_clogging; fabrication_release; production_ingestion; runtime_configuration,artifact_level_context_support_not_grain_ingestion_not_formula
