fingerprint_diff_id,path,nodi_schema_fingerprint,comsol_schema_fingerprint,diff_status,delta_class,authorization_impact
G2Y-FP-0084,roadmap/COMSOL_GATE2J_EDGE_SOURCE_RECEIPT_BUNDLE_REQUIREMENTS_20260628.csv,b78a182547f1ffcc3803f590d2cac9a34c2b3d2b10a6009a15b517d12f73461d,b78a182547f1ffcc3803f590d2cac9a34c2b3d2b10a6009a15b517d12f73461d,MATCH,none,none
G2Y-FP-0085,roadmap/COMSOL_GATE2J_EDGE_SUBMISSION_ADAPTER_SCHEMA_20260628.csv,be1824fa5af25d4e6103982220919a8d7f075cbfe29d2ed4835b498cea9835f5,be1824fa5af25d4e6103982220919a8d7f075cbfe29d2ed4835b498cea9835f5,MATCH,none,none
G2Y-FP-0086,roadmap/COMSOL_GATE2J_EDGE_SUBMISSION_ENVELOPE_REQUIREMENTS_20260628.csv,e131b74410f164123aebd2fcd9b87d9e960cdb7f0361a91a0004b87219f7d913,e131b74410f164123aebd2fcd9b87d9e960cdb7f0361a91a0004b87219f7d913,MATCH,none,none
G2Y-FP-0087,roadmap/COMSOL_GATE2K_EDGE_CLOSURE_NEGATIVE_FIXTURE_RESULTS_20260628.csv,7e972149e8e721e86fecfb0fef6e97f3967d872b8a49863f0fde5052d59b6b9b,7e972149e8e721e86fecfb0fef6e97f3967d872b8a49863f0fde5052d59b6b9b,MATCH,none,none
G2Y-FP-0088,roadmap/COMSOL_GATE2K_EDGE_CLOSURE_SUBMISSION_MANIFEST_TEMPLATE_V2_20260628.csv,ebe6183f67a713db8968d1a38ba5cd02b4c065a6db338df3d4af365fd4dbae41,ebe6183f67a713db8968d1a38ba5cd02b4c065a6db338df3d4af365fd4dbae41,MATCH,none,none
G2Y-FP-0089,roadmap/COMSOL_GATE2K_EDGE_CLOSURE_SUBMISSION_PACKAGE_TEMPLATE_V2_20260628.csv,12579ee84a7c0d8bcccf144c5beffdae1ea82c6215964c88d44aa86c77a46bd5,12579ee84a7c0d8bcccf144c5beffdae1ea82c6215964c88d44aa86c77a46bd5,MATCH,none,none
G2Y-FP-0090,roadmap/COMSOL_GATE2K_EDGE_CLOSURE_SUBMISSION_VALIDATION_RULES_V2_20260628.csv,fb523067bdb09fbeaa41613b575defd72f0b807dac5d24300ea0d21ccaed4d98,fb523067bdb09fbeaa41613b575defd72f0b807dac5d24300ea0d21ccaed4d98,MATCH,none,none
G2Y-FP-0091,roadmap/COMSOL_GATE2K_EDGE_CLOSURE_SYNTHETIC_POSITIVE_SCHEMA_RESULTS_20260628.csv,4de8e801ef830480a8fc16d673fb804a491a6cf4b30a1c212608129f82fbe863,4de8e801ef830480a8fc16d673fb804a491a6cf4b30a1c212608129f82fbe863,MATCH,none,none
G2Y-FP-0092,roadmap/COMSOL_GATE2L_BINDING_NEGATIVE_FIXTURES_20260628.csv,5287e092931e43760b15177dbe6ea56d96a7ef28c4394f577edebbbf5ca15172,5287e092931e43760b15177dbe6ea56d96a7ef28c4394f577edebbbf5ca15172,MATCH,none,none
G2Y-FP-0093,roadmap/COMSOL_GATE2L_BINDING_REPAIR_PACKAGE_CONTRACT_20260628.csv,932f3880b70578f5f97c83b8f90180225ad454ba3a30c8ad627fbecf615406a9,932f3880b70578f5f97c83b8f90180225ad454ba3a30c8ad627fbecf615406a9,MATCH,none,none
G2Y-FP-0094,roadmap/COMSOL_GATE2L_BINDING_REPAIR_TEMPLATE_V2_20260628.csv,d82da49df48a676d8712f821cdb7c375642deade801b41e2c7e433d38e22e1c9,d82da49df48a676d8712f821cdb7c375642deade801b41e2c7e433d38e22e1c9,MATCH,none,none
G2Y-FP-0095,roadmap/COMSOL_GATE2L_QCH_FORMAL_SIDECAR_TEMPLATE_V2_20260628.csv,66f582f5f6f2fc1221258f5f8c732e9cbe5aa883c14c1c68a2e2e9e0878f695f,66f582f5f6f2fc1221258f5f8c732e9cbe5aa883c14c1c68a2e2e9e0878f695f,MATCH,none,none
G2Y-FP-0096,roadmap/COMSOL_GATE2L_QCH_PACKAGE_CONTRACT_PACKET_20260628.md,eb84494605368d719b8251aca912408f570e625278769f1e0bf58690394395d3,fae5284cbda585f80310a1bc56ce1a4fa574b32033861f689ac628248a59bca8,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0097,roadmap/COMSOL_GATE2M_INTEGRATED_PACKAGE_PACKET_20260628.md,7c6300dd03c7ae8b491bfbf3c2108e1f98b6799f3d2f862bc49ae2b2224532c8,7c6300dd03c7ae8b491bfbf3c2108e1f98b6799f3d2f862bc49ae2b2224532c8,MATCH,none,none
G2Y-FP-0098,roadmap/COMSOL_GATE2N_TO_GATE2R_EXCHANGE_BUNDLE_RC1_MASTER_PACKET_20260628.md,98f759205135a27650e7bf6481f7bfb7957faddb467ff0c7f25d0b0c556498c1,3f71f844f23d2ce79e71219591cb9dd4e133cd148763414059bf1fb7727f6099,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0099,roadmap/COMSOL_GATE2P_BINDING_SYNTHETIC_SCHEMA_PACKAGE_20260628.csv,cbfd54a5136819964309c4c06b00dc112e535020cd00f986d8a638ded70ae129,cbfd54a5136819964309c4c06b00dc112e535020cd00f986d8a638ded70ae129,MATCH,none,none
G2Y-FP-0100,roadmap/COMSOL_GATE2P_EDGE_SYNTHETIC_SCHEMA_PACKAGE_20260628.csv,2e4cf3269ac830103934b6d53961f0492e90290c7309f47733cdae97c6c80ef8,2e4cf3269ac830103934b6d53961f0492e90290c7309f47733cdae97c6c80ef8,MATCH,none,none
G2Y-FP-0101,roadmap/COMSOL_GATE2P_QCH_SYNTHETIC_SCHEMA_PACKAGE_20260628.csv,b24dcb7ca03c8103cf029e4791b841a6f50579509114f7361da1b6b70ae4d34f,b24dcb7ca03c8103cf029e4791b841a6f50579509114f7361da1b6b70ae4d34f,MATCH,none,none
G2Y-FP-0102,roadmap/COMSOL_GATE2Q_BINDING_REPAIR_WORK_ORDER_20260628.csv,9e74462018ab578a54f2604b157a5381f8e5babbb20c332983ad88b231534879,9e74462018ab578a54f2604b157a5381f8e5babbb20c332983ad88b231534879,MATCH,none,none
G2Y-FP-0103,roadmap/COMSOL_GATE2Q_EDGE_NUMERIC_CLOSURE_WORK_ORDER_20260628.csv,9e74462018ab578a54f2604b157a5381f8e5babbb20c332983ad88b231534879,9e74462018ab578a54f2604b157a5381f8e5babbb20c332983ad88b231534879,MATCH,none,none
G2Y-FP-0104,roadmap/COMSOL_GATE2Q_QCH_FORMAL_SIDECAR_WORK_ORDER_20260628.csv,9e74462018ab578a54f2604b157a5381f8e5babbb20c332983ad88b231534879,9e74462018ab578a54f2604b157a5381f8e5babbb20c332983ad88b231534879,MATCH,none,none
G2Y-FP-0105,roadmap/COMSOL_GATE2T_BINDING_EVIDENCE_GAP_CLOSURE_MAP_20260628.csv,96aa2a48a156b98c39e5b2cefd3d8e58b6e932c5e211dd5209a658f31a1dc9cd,96aa2a48a156b98c39e5b2cefd3d8e58b6e932c5e211dd5209a658f31a1dc9cd,MATCH,none,none
G2Y-FP-0106,roadmap/COMSOL_GATE2T_EDGE_EVIDENCE_GAP_CLOSURE_MAP_20260628.csv,96aa2a48a156b98c39e5b2cefd3d8e58b6e932c5e211dd5209a658f31a1dc9cd,96aa2a48a156b98c39e5b2cefd3d8e58b6e932c5e211dd5209a658f31a1dc9cd,MATCH,none,none
G2Y-FP-0107,roadmap/COMSOL_GATE2T_EVIDENCE_LINEAGE_GRAPH_20260628.csv,1d56c8eb3f2fa567f6e20f76ed3824e64e42ab73cde6634ce45251de82b9be2f,1d56c8eb3f2fa567f6e20f76ed3824e64e42ab73cde6634ce45251de82b9be2f,MATCH,none,none
G2Y-FP-0108,roadmap/COMSOL_GATE2T_LINEAGE_AND_GAP_PACKET_20260628.md,92fb191d5c3ab75b3cbebc60064e6b1e430b32ad979790057be7182cfaf3cd0b,3cb22332a56a060dd3e28bbd5b76f52485787faee8cb6deda0508ae2b73110b0,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0109,roadmap/COMSOL_GATE2W_BILATERAL_CONFORMANCE_CERTIFICATE_RC2_20260628.csv,bb76c2010a4b9b6b78c79595f00c16b934316803f17517d3d1977f6da538da12,bb76c2010a4b9b6b78c79595f00c16b934316803f17517d3d1977f6da538da12,MATCH,none,none
G2Y-FP-0110,roadmap/COMSOL_GATE2X_BINDING_FAIL_CLOSED_AUDIT_20260628.csv,c38b08bd1232001c9c69b39886d72638efee5edf2b54560ce961df40c4bd8ebc,c38b08bd1232001c9c69b39886d72638efee5edf2b54560ce961df40c4bd8ebc,MATCH,none,none
G2Y-FP-0111,roadmap/COMSOL_GATE2X_EDGE_POLICY_NOT_APPROVED_AUDIT_20260628.csv,0ca58f5278d6d56b845163931f0c5ddf1e868aeec727a84079d52a322a778da8,0ca58f5278d6d56b845163931f0c5ddf1e868aeec727a84079d52a322a778da8,MATCH,none,none
G2Y-FP-0112,roadmap/COMSOL_GATE2_NODI_CONTEXT_EXPORT_INDEX_20260627.csv,c590cc10bb39e8d2d7b11da161b95f3088ace6fb60865ea14bc3eb17ce576fd6,c590cc10bb39e8d2d7b11da161b95f3088ace6fb60865ea14bc3eb17ce576fd6,MATCH,none,none
G2Y-FP-0113,roadmap/COMSOL_GATE2_NODI_CONTEXT_EXPORT_PACKET_20260627.md,bb7ae362356c6dab2eb452cd82bf7c6abbfa9b23c94bceffdfb3c54d228fa8b4,2f1679146636102bc27412747fcc2eedc3b0ca364a7727c70c1b9690d79e22d4,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0114,roadmap/COMSOL_SIDE_NODI_NEXT_ARTIFACTS_INGESTION_CONTRACT_20260617.md,f32797f3fbd7ae286cc9858bb3afe79fb64a7e22722a56a3c72c4dded939c438,ab164fce93f2e4aaba585c661f71e1787958789b23bf3ef023c7a8a80e3b1833,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0115,roadmap/COMSOL_SIDE_POST_REPORT156_READINESS_INDEX_20260617.md,98710e471f3a185ef34682271d5ab797fe51532bc70828d77a72eb53ed28ae80,3543c688a92ff57c88a9c1ee10b66fa9c456ed48d898323fddd1fc185254d1cb,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0116,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND1_20260627.md,ad9b983009aed6d3fe1fbc12a7747c8ae14c9128bc1bef342a2cdca7f7baf0b9,b25579eeb90c861e37b670599d4d3ec6b91eef57a2bb1e5487691ccffac5ae68,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0117,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND22_PRIOR_MONTE_CARLO_GOVERNANCE_20260628.md,317edb8c5a46ca5a95d68c86f7f779a98452f23eb1473984266c1e68a3d2cf08,18ad942c97aa26685866b24fa45f5225540ee2a4179eba2e1e5261d5f34402d7,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0118,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND23_EXISTING_OUTPUT_V4_BINDING_GATE_20260628.md,ad9b983009aed6d3fe1fbc12a7747c8ae14c9128bc1bef342a2cdca7f7baf0b9,878359cdc5acd8f088eb1ad6b3367cfae22f681d7a3696c445373175c98760b8,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0119,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND5_HIGH_RISK_CODE_QUEUE_20260628.md,ebd013ced7a7940f299896b7dede5fd46a0a4dd62cf06f3871560fbcab94f7b6,617bf260b7759780b3ff4918812abe78b132f8eb51533a8f31bbb736564cce55,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0120,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND8_CLAIM_CANONICAL_GUARDS_20260628.md,dc0f2983eb47cb95748494d81d922a79d9d66a3d062c5dec478a44af0d70d86a,67fc5642bd7dc9368e0c7700b6f4b22034bc02052ff018b317f0b6b894592cdc,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0121,roadmap/EV_PBS_ENTRANCE_LOCAL_Q_EFFECTIVE_APERTURE_MODEL_SPEC_20260623.csv,e304713794de74f61d457faee7d108c47c0d822688b9f743f14a0736854a0e12,e304713794de74f61d457faee7d108c47c0d822688b9f743f14a0736854a0e12,MATCH,none,none
G2Y-FP-0122,roadmap/EV_PBS_EVENT_TREE_ODE_DESATURATION_SUBGRID_QUEUE_20260623.csv,dbd69f902f1f8d5f828bed23e6c86516e5c0447923e12a2a81c7a49126a2ef47,dbd69f902f1f8d5f828bed23e6c86516e5c0447923e12a2a81c7a49126a2ef47,MATCH,none,none
G2Y-FP-0123,roadmap/EV_PBS_FASTLANE_BRIDGE_PREFLIGHT_PACKET_20260621.md,e2eced005de96b29eb92a88157bae1ae02ae585a8f99192567971c0a67dc2ea4,1d9ca7ee725447150545f5ebd4b7ab43651e435ad572e0fa4425f05f1baf235d,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0124,roadmap/EV_PBS_FASTLANE_CLAIM_LADDER_PACKET_20260621.md,51531d5b4ebeca3243c187dee8427d48e645ab51b51dbd54a66d963df6f40160,589b1a912a58f68f3ece908306fbef7424e5669e7cb2889c24e470f90f084407,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0125,roadmap/EV_PBS_FASTLANE_FIRST_DRY_ASSEMBLY_PACKET_20260621.md,e5060090a32aa7a523c50615883fbc76a3cdf1a59c9f4a039ba6d918416f3d2a,c1b1b15094eac7d7c9851e8b75089d8351e98209801b981ff02dc0a8d7701c22,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0126,roadmap/EV_PBS_FASTLANE_FIRST_DRY_FIGURE_PACKET_20260621.md,131ab0de2f10c38f3cac289e60f6f456259be5d39bd935acb2d2ee551053d6dc,ee2edabe236dbed1a804235433759f441c4f48624d3595c586d8f40812f938e2,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0127,roadmap/EV_PBS_FASTLANE_QC_GAP_PACKET_20260621.md,51531d5b4ebeca3243c187dee8427d48e645ab51b51dbd54a66d963df6f40160,d4481e720ecc5468f65e04b23786361aea39259c059047646fa04707676d8049,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0128,roadmap/EV_PBS_LOCAL_Q_BRIDGE_SURFACE_ENV_RERUN_BY_ENVELOPE_20260624.csv,a567f18e8df4c8c045412008afe87e0ce482b3485dec0dab43e5539071320857,a567f18e8df4c8c045412008afe87e0ce482b3485dec0dab43e5539071320857,MATCH,none,none
G2Y-FP-0129,roadmap/EV_PBS_LOCAL_Q_BRIDGE_SURFACE_ENV_RERUN_RESULTS_20260624.csv,9e695895fc4a288b9486cc39d4541798800020f87b627333316ee9b4689c58b0,9e695895fc4a288b9486cc39d4541798800020f87b627333316ee9b4689c58b0,MATCH,none,none
G2Y-FP-0130,roadmap/EV_PBS_NEXT_ROADMAP_EFFICIENCY_REVIEW_20260620.md,51531d5b4ebeca3243c187dee8427d48e645ab51b51dbd54a66d963df6f40160,c56f225421f9d04971ecd0d0e8aae516b1906304e2592c4f794fd5c9365d082e,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0131,roadmap/EV_PBS_NEXT_ROADMAP_MULTIAGENT_SYNTHESIS_20260620.md,131ab0de2f10c38f3cac289e60f6f456259be5d39bd935acb2d2ee551053d6dc,71d6623085519f069868baede7acc6eb85b72ca525f0002a1eb014930d446ca6,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0132,roadmap/EV_PBS_NODI_LOCAL_Q_BRIDGE_REVIEW_ROUND19_20260628.md,d98891f4fc3f414c3680b5a45fe25efd7017395f7011296855abde9ac1a3bd25,b32aecc45a60cccbd70003c31fb53b380aee061cd71642208994197a6ac51fcc,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0133,roadmap/EV_PBS_NONFIGURE_MAINLINE_EXECUTION_PACKET_20260622.md,533b4ff5469ddb78d6476f21ad122c710e7946826d6d4415726113dc78b189e4,413485530ec1168fcfba48ebf4723030d876987376a73a1c6217afaf613bebbb,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0134,roadmap/EV_PBS_POST_DRY_FIGURE_REQUIREMENT_AUDIT_20260621.md,c1e06864e932dc88b8578b12648b1a3782ebdbf17761dc5edc5d7e09eccf92eb,b190ce4d6ce5ed9a01547c53f97115c1b49e4e3bc82349cca8237d8e6eabd2f1,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0135,roadmap/EV_PBS_POST_DRY_REQUIREMENT_CLOSEOUT_20260621.md,e69cba00108711826e24b9666de451514b4ca556d90cc774701a1eacf3c498a9,67437d180e62ac352bfeaf714ba3ae94a78d304046523cf45284b00a5baf73af,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0136,roadmap/EV_PBS_REALISM_SUBAGENT_CONSENSUS_REVIEW_20260620.md,8c4ffbf7cebbb7c52fcf712f9e0ade32cc804656b1d1fd3ad6949c2c9a6f6ae2,ec7656c8f740eda7c024d64b2be93b7ca163589fd5a7ffd785eaa00a71bdd9f3,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0137,roadmap/EV_PBS_SAMPLE_SURFACE_V4_CANONICAL_SYNC_AUDIT_PACKET_20260627.md,ad9b983009aed6d3fe1fbc12a7747c8ae14c9128bc1bef342a2cdca7f7baf0b9,5acb1fbfd6fdf9fd87554e508f25cfb6b9196bdea186296fb6e93237194b4faf,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0138,roadmap/EV_PBS_SAMPLE_SURFACE_V4_RECOMPUTE_IMPACT_AUDIT_MATRIX_20260627.csv,4ce563d347c24fac9a2d62ac9d6827a55120ed95258f5871cd0cd37781aa8766,4ce563d347c24fac9a2d62ac9d6827a55120ed95258f5871cd0cd37781aa8766,MATCH,none,none
G2Y-FP-0139,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PRECOMPUTE_RESULTS_DESAT_FULL_20260623.csv,660ea7d63370d4b15e2aee5ae396d688882e034273b6c8e82bd35c8ce4160350,660ea7d63370d4b15e2aee5ae396d688882e034273b6c8e82bd35c8ce4160350,MATCH,none,none
G2Y-FP-0140,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PRECOMPUTE_RESULTS_DESAT_SMOKE_20260623.csv,660ea7d63370d4b15e2aee5ae396d688882e034273b6c8e82bd35c8ce4160350,660ea7d63370d4b15e2aee5ae396d688882e034273b6c8e82bd35c8ce4160350,MATCH,none,none
G2Y-FP-0141,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PRECOMPUTE_RESULTS_DESAT_SMOKE_20260623_20260622.csv,660ea7d63370d4b15e2aee5ae396d688882e034273b6c8e82bd35c8ce4160350,660ea7d63370d4b15e2aee5ae396d688882e034273b6c8e82bd35c8ce4160350,MATCH,none,none
G2Y-FP-0142,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PRECOMPUTE_RESULTS_FULL_20260622.csv,660ea7d63370d4b15e2aee5ae396d688882e034273b6c8e82bd35c8ce4160350,660ea7d63370d4b15e2aee5ae396d688882e034273b6c8e82bd35c8ce4160350,MATCH,none,none
G2Y-FP-0143,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PRECOMPUTE_RESULTS_SMOKE_20260622.csv,660ea7d63370d4b15e2aee5ae396d688882e034273b6c8e82bd35c8ce4160350,660ea7d63370d4b15e2aee5ae396d688882e034273b6c8e82bd35c8ce4160350,MATCH,none,none
G2Y-FP-0144,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PREFLIGHT_PACKET_20260622.md,c9d7db773c0e2acee2a4892d1d6adf54f92d57edf40e0587ad4723eb90783cbe,8e5ee55202acf53b6171fbd651856b1b1813a85bae8874cadd9c47dab331c616,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0145,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_QUEUE_CASES_20260622.csv,dbd69f902f1f8d5f828bed23e6c86516e5c0447923e12a2a81c7a49126a2ef47,dbd69f902f1f8d5f828bed23e6c86516e5c0447923e12a2a81c7a49126a2ef47,MATCH,none,none
G2Y-FP-0146,roadmap/EV_PBS_SOFT_VESICLE_L2_AP188_SURFACE_ENVELOPE_MODEL_SPEC_20260625.csv,253096ba5f37ddc61588c2ac44d950b05c9d936c8f2709449433ab4e2df984d2,253096ba5f37ddc61588c2ac44d950b05c9d936c8f2709449433ab4e2df984d2,MATCH,none,none
G2Y-FP-0147,roadmap/EV_PBS_SOFT_VESICLE_L2_MODEL_IDENTITY_BINDING_PREFLIGHT_PACKET_20260625.md,273ec2c04cebd1b1454762addbe05916f5244a50bb582b835e925e9b17bcba4c,ccf3eee36ea4bc9db8aedf74785c62439a040d75c608b5220757cee65a268a62,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0148,roadmap/EV_PBS_SOFT_VESICLE_L2_SURFACE_NODI_CONTEXT_SIDECAR_ROWS_20260625.csv,5f44514f2c59b21dddcf76ae475145995ae10e36f7f4f1ff6c0d7cd12286a510,5f44514f2c59b21dddcf76ae475145995ae10e36f7f4f1ff6c0d7cd12286a510,MATCH,none,none
G2Y-FP-0149,roadmap/EV_PBS_SOFT_VESICLE_L2_SURFACE_PERTURBATION_SMOKE_MODEL_SPEC_20260625.csv,253096ba5f37ddc61588c2ac44d950b05c9d936c8f2709449433ab4e2df984d2,253096ba5f37ddc61588c2ac44d950b05c9d936c8f2709449433ab4e2df984d2,MATCH,none,none
G2Y-FP-0150,roadmap/EV_PBS_TOP_LEVEL_ROUTE_GOVERNANCE_AND_TRIGGER_CONTRACT_20260620.md,715357fe9716ba4f4eb4ff5232cf60eb5f3af4d7934b961d08aafcb0721b98bd,28eb858a54e51a3c84072d51fb2c9c9d911958bd9e812bd080548790a164be72,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0151,roadmap/EV_PBS_V4_MAINLINE_CONTINUATION_THREAD_HANDOFF_20260627.md,de545357faa946d0572f4b0ef4d6c16eb8f4affc34276aeda40c41e1cd8f22e4,a4004253fd40c0fa65670750313b712f2be9c84a74eec503f3cf3f0870958fbb,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0152,roadmap/EV_PBS_V4_NON_NANO_INTERACTION_ENVELOPE_DELTA_AUDIT_PACKET_20260627.md,ad9b983009aed6d3fe1fbc12a7747c8ae14c9128bc1bef342a2cdca7f7baf0b9,b25579eeb90c861e37b670599d4d3ec6b91eef57a2bb1e5487691ccffac5ae68,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0153,roadmap/EV_PBS_V4_NON_NANO_MAINLINE_REBIND_AUDIT_TIMELINE_20260627.csv,20840b410828420afe3c162eeed4638bdd15ed9cfd2a5055d321b689f1f22fb8,20840b410828420afe3c162eeed4638bdd15ed9cfd2a5055d321b689f1f22fb8,MATCH,none,none
G2Y-FP-0154,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_ADHESION_DETACH_DESCRIPTOR_SURFACE_20260628.csv,8ba95b7ad52ade9864348e09c9ffc442c974650917cb1955cbf93203b80177fb,8ba95b7ad52ade9864348e09c9ffc442c974650917cb1955cbf93203b80177fb,MATCH,none,none
G2Y-FP-0155,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_APERTURE_CHI_AGG_REVIEW_TABLE_20260628.csv,51f74061b24443d466c5504729aa48bdcda6972c586602e64ea3f8c3469289a4,51f74061b24443d466c5504729aa48bdcda6972c586602e64ea3f8c3469289a4,MATCH,none,none
G2Y-FP-0156,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_ASSUMPTION_SENSITIVITY_EXPANSION_PACKET_20260628.md,ad9b983009aed6d3fe1fbc12a7747c8ae14c9128bc1bef342a2cdca7f7baf0b9,b25579eeb90c861e37b670599d4d3ec6b91eef57a2bb1e5487691ccffac5ae68,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0157,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_ASSUMPTION_SENSITIVITY_EXPANSION_TABLE_20260628.csv,206ff8289acd4695d4505580543dab9481c8eab8f231d42404e7a924a6045850,206ff8289acd4695d4505580543dab9481c8eab8f231d42404e7a924a6045850,MATCH,none,none
G2Y-FP-0158,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_COMBINED_DESCRIPTOR_WATCH_PRIORITY_PACKET_20260628.md,ad9b983009aed6d3fe1fbc12a7747c8ae14c9128bc1bef342a2cdca7f7baf0b9,b25579eeb90c861e37b670599d4d3ec6b91eef57a2bb1e5487691ccffac5ae68,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0159,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_COMBINED_DESCRIPTOR_WATCH_PRIORITY_TABLE_20260628.csv,67f9cdabf7e69a306a2664d35029e56c5596c1956cbbbf12197bf0e3c8ac5697,67f9cdabf7e69a306a2664d35029e56c5596c1956cbbbf12197bf0e3c8ac5697,MATCH,none,none
G2Y-FP-0160,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_DESCRIPTOR_LOCAL_REVIEW_PACKET_20260627.md,ad9b983009aed6d3fe1fbc12a7747c8ae14c9128bc1bef342a2cdca7f7baf0b9,dc71d504bc53ddf2c52ac81a80382533825e5d4e104f756d7a6575f0474362b7,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0161,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_DESCRIPTOR_WATCH_SYNTHESIS_ROWS_20260627.csv,2376e9a88bc0ed690ed9c4bae5b194f69bf4701b3892ebd7fcad01f0a8f6302c,2376e9a88bc0ed690ed9c4bae5b194f69bf4701b3892ebd7fcad01f0a8f6302c,MATCH,none,none
G2Y-FP-0162,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_FOCUSED_WATCH_SUBSET_PACKET_20260628.md,d4d56ee49512e316654e9b4e4084fc8e60fa251c7593524d4610c50532c90cc7,b25579eeb90c861e37b670599d4d3ec6b91eef57a2bb1e5487691ccffac5ae68,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
