census_id,relative_path,sha256,file_size,safe_read_status,row_count,column_count,schema_fingerprint,matched_keywords,candidate_workstream,evidence_class_guess,safe_to_use_for_policy_review,reason_not_sufficient,claim_boundary,blocked_use,required_next_gate
NODI-G2S-CENSUS-0033,roadmap/COMSOL_GATE2P_EDGE_SYNTHETIC_SCHEMA_PACKAGE_20260628.csv,b8c8b183f21e387138e591fb835a40060d9d71dcb215e9b63721c7678cb33162,14974,READ,20,19,2e4cf3269ac830103934b6d53961f0492e90290c7309f47733cdae97c6c80ef8,GATE2|EDGE|EDGE20|EDGE4|PRS|NODI|ROUTE|DIAMETER|BIN,EDGE,template_or_synthetic_not_evidence,false,template_or_synthetic_not_evidence; not direct evidence,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-EDGE real evidence receipt
NODI-G2S-CENSUS-0034,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_001_W800_D900_A85_220NM_transported_position_distribution.csv,5c37c9b25599a3cbeea8b93ad56c705a3d246924d47d322f622c0d00804c8f40,14640,READ,8,31,d0d960e79036188319e8d22bcf517544b07a3aeeeaa5fcebce3eaf4539868de4,EDGE|QCH|FLOW|TPD|PRS|TRANSPORTED|ROUTE|DIAMETER|BIN,QCH,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0035,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_002_W800_D900_A85_300NM_transported_position_distribution.csv,c69e964477ea1ffb1cd39d6cc2148086a442ac6c166be39938cc1749e4b0487e,14640,READ,8,31,d0d960e79036188319e8d22bcf517544b07a3aeeeaa5fcebce3eaf4539868de4,EDGE|QCH|FLOW|TPD|PRS|TRANSPORTED|ROUTE|DIAMETER|BIN,QCH,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0036,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_003_W800_D1200_A87_220NM_transported_position_distribution.csv,cb9526c2a76a8168f597fb9fbb7e5a30aec2c1145fdbb00b99594a7b99c5d1de,14688,READ,8,31,d0d960e79036188319e8d22bcf517544b07a3aeeeaa5fcebce3eaf4539868de4,EDGE|QCH|FLOW|TPD|PRS|TRANSPORTED|ROUTE|DIAMETER|BIN,QCH,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0037,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_004_W800_D1200_A87_300NM_transported_position_distribution.csv,cf7109ad862548395e9c135bd785df01528f69d75b1afee10c20068c73b4966b,14688,READ,8,31,d0d960e79036188319e8d22bcf517544b07a3aeeeaa5fcebce3eaf4539868de4,EDGE|QCH|FLOW|TPD|PRS|TRANSPORTED|ROUTE|DIAMETER|BIN,QCH,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0038,roadmap/EV_PBS_POST_DRY_REQUIREMENT_CLOSEOUT_20260621.md,28ea62af488f94b21604ea025250d15b34d96b41e2ce09cc113ca44c76969064,2405,READ,0,0,NO_SCHEMA,QCH|FLOW|TPD|PRS|NODI|TRANSPORTED|LOCAL_Q|SURFACE|CLOG,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0039,roadmap/NANO_ENTRANCE_FILTER_WET_ROUGH_WALL_EXTERNAL_AI_PROMPT_20260626.md,ca9333992aea393eb66f2c235650c36b88279a207c9d3957a61361d5decca3b7,13626,READ,0,0,NO_SCHEMA,EDGE|FLOW|NODI|BINDING|SURFACE|CLOG|ROUTE|DIAMETER|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0040,roadmap/NODI_PRS_INGESTION_DECISION_PACKET_20260621.md,fcfd92e88e2a7f1a8dde93a7b719897b0aca924c51b7fb428bea567eca7587fc,1955,READ,0,0,NO_SCHEMA,EDGE|FLOW|TPD|PRS|NODI|SURFACE|ROUTE|DIAMETER|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0041,roadmap/NODI_PRS_W800_MINIBATCH_EXTERNAL_RUNNER_HANDOFF_20260621.md,5c8785d343ba286563a81da317e22aae614c2f2f2d1b3925ae9cd6218cb24a1c,5510,READ,0,0,NO_SCHEMA,EDGE|TPD|PRS|NODI|TRANSPORTED|SURFACE|ROUTE|DIAMETER|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0042,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,8c2f785d5d4d7a16af0b4817b7f97a7ecf8824e84cc2f9b602e1b67906dcefc1,49530,READ,64,30,9075de9b64099dcf179e7ec7a44ecb7898f9c946654a6c871d72ae07eb539b25,EDGE|EDGE20|QCH|TPD|PRS|NODI|ROUTE|DIAMETER|BIN,QCH,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0043,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_VALIDATION_PACKET_20260621.md,2cf8ae0790197c4bb953dfb0882b6455cf5124c04bdae2504fbdbb8202ed7b98,4244,READ,0,0,NO_SCHEMA,FLOW|TPD|PRS|NODI|BINDING|TRANSPORTED|SURFACE|ROUTE|BIN,QCH,validation,false,validation; not direct evidence,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0044,roadmap/COMSOL_GATE2A_NODI_BINDING_CROSSWALK_20260627.csv,8ee93881e2bb39ecc19b59ce5637408576d0d83b1590ef103c56b94cadd95465,158391,READ,149,22,f753130690d622a8eae62f4d17c78e5fd012e530cfe265afd23d28ce98603590,GATE2|TPD|PRS|NODI|BINDING|ROUTE|DIAMETER|BIN,BINDING,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-BINDING repair receipt
NODI-G2S-CENSUS-0045,roadmap/COMSOL_GATE2B_TPD_BINDING_REPAIR_PLAN_20260627.csv,494898651a978e17c279c2a5d74c43dfd6829c28ca6dc59a71e8ef4af5096183,59728,READ,65,16,6217d9d3b1094b8ed2c349738e1a8403f494fb1fabee20c4a6bfbe21cc19ee9c,GATE2|EDGE|TPD|PRS|NODI|BINDING|DIAMETER|BIN,BINDING,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-BINDING repair receipt
NODI-G2S-CENSUS-0046,roadmap/COMSOL_GATE2C_EDGE4_EDGE20_POLICY_CANDIDATE_20260628.csv,e8e72720ad3f4102ff421d4a79c862e57cd3cbe6e4dcd90fe1033ae10b56296b,3175,READ,4,14,09f3b5981aff7c335bfda74cf77bf9dbf498efacdbf9dc71f80f05274e83b51f,GATE2|EDGE|EDGE20|EDGE4|TPD|PRS|NODI|BIN,EDGE,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-EDGE real evidence receipt
NODI-G2S-CENSUS-0047,roadmap/COMSOL_GATE2D_REDUCED_SCOPE_CONTEXT_ONLY_CANDIDATE_20260628.csv,5297f1c81e5c498edaf1bd0c23eda03ec377b7194881366d568433595f2af41f,4099,READ,4,25,bbf53face5774202a3121dea199ce235e78790550950becac1e41437f9cb030a,GATE2|QCH|TPD|PRS|NODI|ROUTE|DIAMETER|BIN,QCH,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0048,roadmap/COMSOL_GATE2E_QCH_FORMAL_SIDECAR_PREFLIGHT_PACKET_20260628.md,dda174dc87e60076f0bc9f902bea913b342da5a728cffab266298d7cddb8261e,1181,READ,0,0,NO_SCHEMA,GATE2|QCH|FLOW|NODI|BINDING|ROUTE|DIAMETER|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0049,roadmap/COMSOL_GATE2H_EDGE_EXISTING_EVIDENCE_AVAILABILITY_PACKET_20260628.md,d17329deef0eafc018d613b7db1894f75e783c14a77ea41a1e55452bc87e59cc,660,READ,0,0,NO_SCHEMA,GATE2|EDGE|EDGE20|TPD|PRS|ROUTE|DIAMETER|BIN,EDGE,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-EDGE real evidence receipt
NODI-G2S-CENSUS-0050,roadmap/COMSOL_GATE2I_EDGE_CLOSURE_NEGATIVE_FIXTURES_20260628.csv,43339c4a96b8f8892a199b08aaf85d8c58d2cb2f8a8d1d1215e812f6d514d02a,10628,READ,11,28,48eeec276b60a713ed2ac84bbd14f4ea72744a11b9f65d988823c2348ac6cdf0,GATE2|EDGE|EDGE20|QCH|PRS|ROUTE|DIAMETER|BIN,QCH,negative_fixture,false,negative_fixture; not direct evidence,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0051,roadmap/COMSOL_GATE2J_2K_2L_2M_NODI_SUBMISSION_CONTRACT_MASTER_PACKET_20260628.md,356c7a8c684756cb7797795949d106675616ec28f91255d5ae1ff33fe6102d29,1730,READ,0,0,NO_SCHEMA,GATE2|EDGE|EDGE20|QCH|NODI|BINDING|V4|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0052,roadmap/COMSOL_GATE2L_QCH_FORMAL_SIDECAR_TEMPLATE_V2_20260628.csv,d1d428ffe02b14165377ca99825fe2b7d3e054ba73ef5a19cf82ef55922a3c45,3745,READ,4,31,66f582f5f6f2fc1221258f5f8c732e9cbe5aa883c14c1c68a2e2e9e0878f695f,GATE2|QCH|FLOW|NODI|SURFACE|ROUTE|DIAMETER|BIN,QCH,template_or_synthetic_not_evidence,false,template_or_synthetic_not_evidence; not direct evidence,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0053,roadmap/COMSOL_GATE2M_INTEGRATED_PACKAGE_PACKET_20260628.md,a9b7ee25168b54662262e77aa53938caeada90aa15aeb49958b11dbc4a365714,694,READ,0,0,NO_SCHEMA,GATE2|EDGE|QCH|PRS|NODI|BINDING|V4|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0054,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND22_PRIOR_MONTE_CARLO_GOVERNANCE_20260628.md,8b8c23a7997215481c74d3f79ee2e7d0c0afefad2bf599a8f50f2ee0cb109e8b,2837,READ,0,0,NO_SCHEMA,NODI|BINDING|V4|SURFACE|CLOG|ROUTE|DIAMETER|BIN,BINDING,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-BINDING repair receipt
NODI-G2S-CENSUS-0055,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND8_CLAIM_CANONICAL_GUARDS_20260628.md,540ed2f5a6373d9ecd7512f397e42ae1d42b3f57c41974f3e8abf7d0fb87672a,4715,READ,0,0,NO_SCHEMA,FLOW|NODI|BINDING|V4|SURFACE|CLOG|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0056,roadmap/EV_PBS_FASTLANE_BRIDGE_PREFLIGHT_PACKET_20260621.md,bff01ed75a99387e03e818f47a1434513324d48ce7dc6146e3f0821685b2e5df,8763,READ,0,0,NO_SCHEMA,QCH|FLOW|PRS|NODI|TRANSPORTED|SURFACE|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0057,roadmap/EV_PBS_FASTLANE_FIRST_DRY_FIGURE_PACKET_20260621.md,8eec06787ef34a804da85537bbb813d65a44b432a39334694f7706b97d17c868,8333,READ,0,0,NO_SCHEMA,FLOW|NODI|BINDING|TRANSPORTED|SURFACE|CLOG|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0058,roadmap/EV_PBS_NEXT_ROADMAP_MULTIAGENT_SYNTHESIS_20260620.md,ba02cb435146f4b4993fe4d3949d6271cf3fa41379ddfaec25712696d3aa85e4,12516,READ,0,0,NO_SCHEMA,FLOW|NODI|BINDING|TRANSPORTED|SURFACE|CLOG|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0059,roadmap/EV_PBS_NODI_LOCAL_Q_BRIDGE_REVIEW_ROUND19_20260628.md,ff7a6da22d9df1fb92e02578794818e2fdfb9b52e8d5d019961a35eab9ff17b4,3421,READ,0,0,NO_SCHEMA,TPD|PRS|NODI|LOCAL_Q|SURFACE|CLOG|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0060,roadmap/EV_PBS_QCH_CORRECTED_LINEAGE_EXTRACTION_AUTHORIZATION_PACKET_20260621.md,9e30c2b9b6fbf6f4035cfecbae9d7a7b6edc6ca5e418b5e42dda835c4b360a14,4111,READ,0,0,NO_SCHEMA,QCH|FLOW|NODI|TRANSPORTED|SURFACE|CLOG|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0061,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_INPUT_RECEIPT_REVIEW_PACKET_20260628.md,38a6e20be5d90de632a73a50c4bb3ece5622299d2ccff3aa8b64aa71d09d8aa8,4194,READ,0,0,NO_SCHEMA,FLOW|NODI|BINDING|V4|SURFACE|CLOG|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0062,roadmap/EXTREME_REALISM_COMPUTE_ROADMAP_20260617.md,2f9342ad1d9d40ad49c963f2ec788370b2a6027820124acf42b679c375b73bb1,23056,READ,0,0,NO_SCHEMA,EDGE|FLOW|PRS|NODI|TRANSPORTED|SURFACE|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0063,roadmap/EXTREME_REALISM_P0_MODEL_CONTRACTS_20260617.md,de34fc4273eac463d4b4e5198dd70b9928a9706a68e966d1f1ae269497a12b51,4133,READ,0,0,NO_SCHEMA,EDGE|FLOW|PRS|NODI|TRANSPORTED|CLOG|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0064,roadmap/NODI_PRS_EAS_SMOKE_AUTHORIZATION_PACKET_20260617.md,c2d21081981fe92b194b520ec889cba146500da328702c53c08abf8c621d9813,3446,READ,0,0,NO_SCHEMA,EDGE|QCH|PRS|NODI|SURFACE|ROUTE|DIAMETER|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0065,roadmap/NODI_PRS_W800_MINIBATCH_AUTHORIZATION_PACKET_20260621.md,f12b9ad3a8496341cc51bffd00c2da8963a2b48f23702c60d050fd6f7aa8e423,2411,READ,0,0,NO_SCHEMA,EDGE|EDGE20|TPD|PRS|NODI|SURFACE|ROUTE|DIAMETER,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
