synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_full_recompute_row_id,source_route_id_nodi,candidate_envelope_route_id_nodi,route_id_role,annulus_window_id,diameter_nm,n_events_requested,n_events_observed,full_recompute_execution_status,weighting_mode,comsol_weight_profile_diameter_nm,window_probability_mass_surrogate,selected_annulus_fraction,weighted_selected_annulus_fraction_surrogate,mean_peak_height,mean_local_snr,weighted_peak_height_contribution,weighted_local_snr_contribution,weight_claim_level
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P230-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P230-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,230,32,32,executed_full_nodi_recompute,comsol_residence_fraction,300,0.293244804610412,0.5,0.146622402305206,372.1155596017857,728920.5392963168,109.12095456791978,213752.16112246457,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P240-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P240-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,240,32,32,executed_full_nodi_recompute,uniform_edge_mass,300,0.30000000000000004,0.40625,0.12187500000000001,433.0054510545551,797658.3577658613,129.90163531636657,239297.50732975843,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P240-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P240-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,240,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,300,0.18253089045991566,0.40625,0.07415317424934073,433.0054510545551,797658.3577658613,79.03687055498537,145597.29032579664,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P240-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P240-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,240,32,32,executed_full_nodi_recompute,comsol_residence_fraction,300,0.293244804610412,0.40625,0.11913070187297989,433.0054510545551,797658.3577658613,126.97659888973635,233909.16926891214,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P250-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P250-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,250,32,32,executed_full_nodi_recompute,uniform_edge_mass,300,0.30000000000000004,0.3125,0.09375000000000001,498.9204493734318,899226.5893190601,149.67613481202955,269767.9767957181,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P250-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P250-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,250,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,300,0.18253089045991566,0.3125,0.057040903268723644,498.9204493734318,899226.5893190601,91.06839389279378,164136.63007364093,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P250-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P250-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,250,32,32,executed_full_nodi_recompute,comsol_residence_fraction,300,0.293244804610412,0.3125,0.09163900144075376,498.9204493734318,899226.5893190601,146.30582969265097,263693.525485355,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P260-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P260-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,260,32,32,executed_full_nodi_recompute,uniform_edge_mass,300,0.30000000000000004,0.40625,0.12187500000000001,570.2555811403831,1029420.9357560783,171.07667434211496,308826.28072682355,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P260-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P260-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,260,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,300,0.18253089045991566,0.40625,0.07415317424934073,570.2555811403831,1029420.9357560783,104.08925901529082,187901.1200616366,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P260-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P260-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,260,32,32,executed_full_nodi_recompute,comsol_residence_fraction,300,0.293244804610412,0.40625,0.11913070187297989,570.2555811403831,1029420.9357560783,167.2244864695086,301872.3411676587,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P270-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P270-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,270,32,32,executed_full_nodi_recompute,uniform_edge_mass,300,0.30000000000000004,0.40625,0.12187500000000001,645.9211028540011,1165305.7478660538,193.77633085620036,349591.7243598162,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P270-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P270-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,270,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,300,0.18253089045991566,0.40625,0.07415317424934073,645.9211028540011,1165305.7478660538,117.9005540707916,212704.29581604878,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P270-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P270-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,270,32,32,executed_full_nodi_recompute,comsol_residence_fraction,300,0.293244804610412,0.40625,0.11913070187297989,645.9211028540011,1165305.7478660538,189.4130076001634,341719.856344371,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P280-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P280-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,280,32,32,executed_full_nodi_recompute,uniform_edge_mass,300,0.30000000000000004,0.375,0.11250000000000002,729.2635694739847,1436856.7734999005,218.77907084219544,431057.0320499702,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P280-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P280-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,280,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,300,0.18253089045991566,0.375,0.06844908392246837,729.2635694739847,1436856.7734999005,133.113128716063,262270.7463302982,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P280-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P280-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,280,32,32,executed_full_nodi_recompute,comsol_residence_fraction,300,0.293244804610412,0.375,0.10996680172890451,729.2635694739847,1436856.7734999005,213.85275293989028,421350.78379812534,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P290-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P290-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,290,32,32,executed_full_nodi_recompute,uniform_edge_mass,300,0.30000000000000004,0.34375,0.10312500000000002,818.5211042364297,1689864.9524470568,245.55633127092892,506959.4857341171,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P290-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P290-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,290,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,300,0.18253089045991566,0.34375,0.06274499359559602,818.5211042364297,1689864.9524470568,149.40538601650894,308452.5545271643,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P290-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P290-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,290,32,32,executed_full_nodi_recompute,comsol_residence_fraction,300,0.293244804610412,0.34375,0.10080290158482913,818.5211042364297,1689864.9524470568,240.02706128131052,495544.11779832037,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P300-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P300-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,300,32,32,executed_full_nodi_recompute,uniform_edge_mass,300,0.30000000000000004,0.34375,0.10312500000000002,914.0425570227014,1741696.3829025743,274.2127671068105,522508.91487077234,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P300-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P300-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,300,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,300,0.18253089045991566,0.34375,0.06274499359559602,914.0425570227014,1741696.3829025743,166.84100185161194,317913.3916820211,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P300-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P300-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p5_0p8,300,32,32,executed_full_nodi_recompute,comsol_residence_fraction,300,0.293244804610412,0.34375,0.10080290158482913,914.0425570227014,1741696.3829025743,268.0382310397235,510743.41549492674,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p6_0p9-P40-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p6_0p9-P40-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p6_0p9,40,32,32,executed_full_nodi_recompute,uniform_edge_mass,220,0.30000000000000004,0.5625,0.16875,0.20435709659747878,270.9321298181631,0.06130712897924364,81.27963894544894,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p6_0p9-P40-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p6_0p9-P40-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p6_0p9,40,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,220,0.1311323357291012,0.5625,0.07376193884761943,0.20435709659747878,270.9321298181631,0.026797823399644954,35.5279630071158,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D900-to-404_W580_D900-A0p6_0p9-P40-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p6_0p9-P40-N32-TH85,404/W500/D900,404/W580/D900,full_recompute_weighted_context_not_selection,0p6_0p9,40,32,32,executed_full_nodi_recompute,comsol_residence_fraction,220,0.22983497845110407,0.5625,0.12928217537874603,0.20435709659747878,270.9321298181631,0.046968408892811724,62.26968021846925,comsol_transport_bin_surrogate_not_exact_pxu
