synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,stage_id,source_route_id_nodi,weighting_mode,candidate_envelope_route_id_nodi,source_W_nominal_nm,candidate_envelope_W_top_nm,W_top_nm,width_delta_vs_candidate_nm,width_context,weighted_event_rows,leading_mass_window_context,leading_peak_contribution_window_context,leading_snr_contribution_window_context,mean_weighted_peak_contribution,mean_weighted_local_snr_contribution,mean_weighted_selected_annulus_fraction
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D1200-comsol_residence_fraction-W887,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D1200,comsol_residence_fraction,660/W907/D1200,800,907,887,-20,below_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,348.86994973348675,508448.73793763196,0.10937314313945098
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D1200-uniform_edge_mass-W887,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D1200,uniform_edge_mass,660/W907/D1200,800,907,887,-20,below_current_candidate_width,26,0p5_0p8,0p5_0p8,0p6_0p9,409.0283756367579,596963.7518719268,0.12980769230769235
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D1200-comsol_outlet_flux_fraction-W907,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D1200,comsol_outlet_flux_fraction,660/W907/D1200,800,907,907,0,current_candidate_envelope_width,26,0p5_0p8,0p5_0p8,0p5_0p8,208.60864274030203,322877.42848888435,0.06115133286483382
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D1200-comsol_residence_fraction-W907,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D1200,comsol_residence_fraction,660/W907/D1200,800,907,907,0,current_candidate_envelope_width,26,0p5_0p8,0p5_0p8,0p5_0p8,350.58838488902256,542433.3839921358,0.10235305077032528
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D1200-uniform_edge_mass-W907,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D1200,uniform_edge_mass,660/W907/D1200,800,907,907,0,current_candidate_envelope_width,26,0p5_0p8,0p6_0p9,0p5_0p8,411.1055747007896,635545.2419345472,0.12115384615384617
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D1200-comsol_outlet_flux_fraction-W927,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D1200,comsol_outlet_flux_fraction,660/W907/D1200,800,907,927,20,above_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,209.53234853446207,304785.8019087811,0.0712270328438048
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D1200-comsol_residence_fraction-W927,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D1200,comsol_residence_fraction,660/W907/D1200,800,907,927,20,above_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,352.138090049325,512758.31563000474,0.11780565582180746
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D1200-uniform_edge_mass-W927,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D1200,uniform_edge_mass,660/W907/D1200,800,907,927,20,above_current_candidate_width,26,0p5_0p8,0p5_0p8,0p6_0p9,412.89834836648095,603264.7730275185,0.13653846153846155
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D1200-comsol_outlet_flux_fraction-W947,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D1200,comsol_outlet_flux_fraction,660/W907/D1200,800,907,947,40,above_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,210.38735432324154,308780.1165302313,0.07334123693497231
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D1200-comsol_residence_fraction-W947,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D1200,comsol_residence_fraction,660/W907/D1200,800,907,947,40,above_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,353.59122472276556,518863.2763252789,0.12193948644330566
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D1200-uniform_edge_mass-W947,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D1200,uniform_edge_mass,660/W907/D1200,800,907,947,40,above_current_candidate_width,26,0p5_0p8,0p6_0p9,0p5_0p8,414.6514989581373,608242.2793138715,0.14230769230769233
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-comsol_outlet_flux_fraction-W840,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,comsol_outlet_flux_fraction,660/W880/D900,800,880,840,-40,below_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,261.5094982737315,388742.8048256969,0.07372913366587752
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-comsol_residence_fraction-W840,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,comsol_residence_fraction,660/W880/D900,800,880,840,-40,below_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,383.02413416046693,569470.9367714627,0.10743578402284493
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-uniform_edge_mass-W840,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,uniform_edge_mass,660/W880/D900,800,880,840,-40,below_current_candidate_width,39,0p5_0p8,0p4_0p7,0p5_0p8,400.89130507956924,595193.8785806603,0.11282051282051282
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-comsol_outlet_flux_fraction-W860,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,comsol_outlet_flux_fraction,660/W880/D900,800,880,860,-20,below_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,263.10136087932375,390673.1089076881,0.08217756758874102
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-comsol_residence_fraction-W860,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,comsol_residence_fraction,660/W880/D900,800,880,860,-20,below_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,385.3896257413821,572625.3661066238,0.12161246642931205
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-uniform_edge_mass-W860,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,uniform_edge_mass,660/W880/D900,800,880,860,-20,below_current_candidate_width,39,0p5_0p8,0p6_0p9,0p5_0p8,403.4094012538035,599602.378506043,0.1294871794871795
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-comsol_outlet_flux_fraction-W880,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,comsol_outlet_flux_fraction,660/W880/D900,800,880,880,0,current_candidate_envelope_width,39,0p4_0p7,0p4_0p7,0p4_0p7,264.65253771292174,397175.2277488107,0.07222705563243466
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-comsol_residence_fraction-W880,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,comsol_residence_fraction,660/W880/D900,800,880,880,0,current_candidate_envelope_width,39,0p4_0p7,0p4_0p7,0p4_0p7,387.6653061220004,584055.3770681804,0.10551641322208492
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-uniform_edge_mass-W880,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,uniform_edge_mass,660/W880/D900,800,880,880,0,current_candidate_envelope_width,39,0p5_0p8,0p6_0p9,0p5_0p8,405.7827206126847,612144.8993135869,0.11217948717948718
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-comsol_outlet_flux_fraction-W900,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,comsol_outlet_flux_fraction,660/W880/D900,800,880,900,20,above_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,266.02416499073337,403896.9687505283,0.07276382287476019
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-comsol_residence_fraction-W900,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,comsol_residence_fraction,660/W880/D900,800,880,900,20,above_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,389.66872863793543,593543.1756460362,0.10772884214495133
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-uniform_edge_mass-W900,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,uniform_edge_mass,660/W880/D900,800,880,900,20,above_current_candidate_width,39,0p5_0p8,0p6_0p9,0p5_0p8,407.8706441327652,622066.3865697128,0.11538461538461538
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-comsol_outlet_flux_fraction-W920,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,comsol_outlet_flux_fraction,660/W880/D900,800,880,920,40,above_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,267.2567797155621,394137.98831247725,0.08311404507313257
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-comsol_residence_fraction-W920,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,comsol_residence_fraction,660/W880/D900,800,880,920,40,above_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,391.4565682945349,578298.2230788489,0.12122460101966803
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-660_W800_D900-uniform_edge_mass-W920,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,660/W800/D900,uniform_edge_mass,660/W880/D900,800,880,920,40,above_current_candidate_width,39,0p5_0p8,0p4_0p7,0p5_0p8,409.73830866462157,606047.3315168197,0.12756410256410258
sidewall_monotonic_width_policy_v1,TRAJ-609_boundary_followup-404_W500_D1200-comsol_outlet_flux_fraction-W627,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,609_boundary_followup,404/W500/D1200,comsol_outlet_flux_fraction,404/W607/D1200,500,607,627,20,below_boundary_anchor_width,39,0p4_0p7,0p4_0p7,0p4_0p7,84.00335239913926,156084.8420729159,0.07518205445833682
sidewall_monotonic_width_policy_v1,TRAJ-609_boundary_followup-404_W500_D1200-comsol_residence_fraction-W627,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,609_boundary_followup,404/W500/D1200,comsol_residence_fraction,404/W607/D1200,500,607,627,20,below_boundary_anchor_width,39,0p4_0p7,0p4_0p7,0p4_0p7,123.0415714817177,229313.2954809734,0.10988902305835174
sidewall_monotonic_width_policy_v1,TRAJ-609_boundary_followup-404_W500_D1200-uniform_edge_mass-W627,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,609_boundary_followup,404/W500/D1200,uniform_edge_mass,404/W607/D1200,500,607,627,20,below_boundary_anchor_width,39,0p5_0p8,0p5_0p8,0p5_0p8,128.7896409487738,240577.28322111117,0.11602564102564102
sidewall_monotonic_width_policy_v1,TRAJ-609_boundary_followup-404_W500_D1200-comsol_outlet_flux_fraction-W647,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,609_boundary_followup,404/W500/D1200,comsol_outlet_flux_fraction,404/W607/D1200,500,607,647,40,boundary_anchor_width,39,0p4_0p7,0p4_0p7,0p4_0p7,84.7641956952368,158556.0454358123,0.07022898660703673
sidewall_monotonic_width_policy_v1,TRAJ-609_boundary_followup-404_W500_D1200-comsol_residence_fraction-W647,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,609_boundary_followup,404/W500/D1200,comsol_residence_fraction,404/W607/D1200,500,607,647,40,boundary_anchor_width,39,0p4_0p7,0p4_0p7,0p4_0p7,124.14074488904039,232217.90391264445,0.10225647109458769
sidewall_monotonic_width_policy_v1,TRAJ-609_boundary_followup-404_W500_D1200-uniform_edge_mass-W647,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,609_boundary_followup,404/W500/D1200,uniform_edge_mass,404/W607/D1200,500,607,647,40,boundary_anchor_width,39,0p5_0p8,0p4_0p7,0p6_0p9,129.92793364917532,243214.04128354802,0.1076923076923077
sidewall_monotonic_width_policy_v1,TRAJ-609_boundary_followup-404_W500_D1200-comsol_outlet_flux_fraction-W667,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,609_boundary_followup,404/W500/D1200,comsol_outlet_flux_fraction,404/W607/D1200,500,607,667,60,above_boundary_anchor_width,39,0p4_0p7,0p4_0p7,0p4_0p7,85.50619985160783,161744.98332042096,0.07229424964862914
sidewall_monotonic_width_policy_v1,TRAJ-609_boundary_followup-404_W500_D1200-comsol_residence_fraction-W667,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,609_boundary_followup,404/W500/D1200,comsol_residence_fraction,404/W607/D1200,500,607,667,60,above_boundary_anchor_width,39,0p4_0p7,0p4_0p7,0p4_0p7,125.2545433055666,237256.39465289292,0.10753920893902201
