isolation_case_id,case_family,workstream_under_rehearsal,actual_nodi_disposition,leakage_detected,leakage_handling,edge_only_template_approved,qch_bypassed,binding_bypassed,authorization_promotion
G8F-ISO-00196,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00197,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00198,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00199,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00200,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00201,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00202,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00203,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00204,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00205,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00206,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00207,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00208,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00209,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00210,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00211,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00212,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00213,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00214,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00215,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00216,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00217,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00218,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00219,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00220,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00221,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00222,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00223,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00224,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00225,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00226,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00227,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00228,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00229,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00230,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00231,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00232,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00233,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00234,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00235,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00236,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00237,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00238,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00239,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00240,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00241,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00242,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00243,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00244,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00245,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00246,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00247,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00248,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00249,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00250,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00251,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00252,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00253,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00254,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00255,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00256,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00257,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00258,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00259,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00260,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00261,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00262,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00263,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00264,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00265,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00266,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00267,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00268,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00269,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00270,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00271,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00272,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00273,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00274,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00275,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00276,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00277,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00278,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00279,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00280,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00281,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00282,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00283,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00284,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00285,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00286,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00287,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00288,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00289,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00290,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00291,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00292,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00293,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00294,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00295,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00296,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00297,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00298,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00299,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00300,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00301,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00302,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00303,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00304,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00305,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00306,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00307,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00308,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00309,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00310,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00311,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00312,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00313,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00314,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00315,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00316,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00317,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00318,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00319,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00320,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00321,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00322,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00323,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00324,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00325,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00326,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00327,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00328,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00329,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00330,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00331,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00332,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00333,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00334,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00335,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00336,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00337,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00338,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00339,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00340,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00341,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00342,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00343,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00344,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00345,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00346,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00347,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00348,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00349,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00350,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00351,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00352,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00353,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00354,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00355,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00356,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00357,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00358,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00359,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00360,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00361,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00362,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00363,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00364,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00365,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00366,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00367,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00368,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00369,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00370,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00371,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00372,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00373,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00374,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00375,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00376,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00377,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00378,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00379,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00380,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00381,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
G8F-ISO-00382,QCH_formal_sidecar_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00383,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00384,runtime_production_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00385,BINDING_promotion_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00386,q_ch_weighting_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00387,chi_selected_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00388,Gate2D_row_count_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00389,yield_winner_detection_leakage,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00390,accepted_evidence_spoof,EDGE,HARD_FAIL_FORBIDDEN_AUTHORIZATION,true,hard_fail,false,false,false,false
G8F-ISO-00391,EDGE_legitimate_template,EDGE,PREAUTH_REQUIRED,false,preauth_required_only,false,false,false,false
