rc5_1_field_id,canonical_field,nodi_field,comsol_field,present_in_nodi_gate5,present_in_comsol_gate5,comsol_duplicate_row_count,side_owner,requiredness,directionality,semantic_status,adapter_status,auth_impact,lockstep_status,edge_policy_state,qch_state,binding_state
G6C-RC5-1-0096,edge4_max,edge4_max,edge4_max,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0097,edge4_min,edge4_min,edge4_min,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0098,edge4_to_edge20_policy,edge4_to_edge20_policy,edge4_to_edge20_policy,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0099,edge_bin_label,edge_bin_label,edge_bin_label,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0100,edge_deliverable_row_id,edge_deliverable_row_id,edge_deliverable_row_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0101,edge_norm_max,edge_norm_max,edge_norm_max,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0102,edge_norm_min,edge_norm_min,edge_norm_min,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0103,error_bound_lower,error_bound_lower,error_bound_lower,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0104,error_bound_upper,error_bound_upper,error_bound_upper,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0105,error_loss_semantics,error_loss_semantics,error_loss_semantics,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0106,evidence_class,evidence_class,evidence_class,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0107,evidence_row_id,evidence_row_id,evidence_row_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0108,exact_claim_made_by_comsol,exact_claim_made_by_comsol,exact_claim_made_by_comsol,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0109,exact_nodi_prs_match_claim,exact_nodi_prs_match_claim,exact_nodi_prs_match_claim,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0110,exact_prs_match_claim_by_comsol,exact_prs_match_claim_by_comsol,exact_prs_match_claim_by_comsol,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0111,example_value_policy,example_value_policy,example_value_policy,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0112,expected_base_edge_bins,expected_base_edge_bins,expected_base_edge_bins,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0113,expected_events_per_base_bin_per_seed,expected_events_per_base_bin_per_seed,expected_events_per_base_bin_per_seed,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0114,expected_nodi_disposition,expected_nodi_disposition,,true,true,1,NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0115,expected_result_enum,expected_result_enum,expected_result_enum,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0116,expected_rows_per_route_diameter_view,expected_rows_per_route_diameter_view,expected_rows_per_route_diameter_view,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0117,expected_special_aggregates,expected_special_aggregates,expected_special_aggregates,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0118,expected_xz_bins,expected_xz_bins,expected_xz_bins,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0119,field_name,field_name,field_name,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0120,flow_split_units,flow_split_units,flow_split_units,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0121,flow_split_value,flow_split_value,flow_split_value,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0122,forbidden_auth_flag_state,forbidden_auth_flag_state,,true,true,1,NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0123,forbidden_interpretations,forbidden_interpretations,forbidden_interpretations,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0124,forbidden_repair,forbidden_repair,forbidden_repair,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0125,formal_qch_sidecar_present,formal_qch_sidecar_present,formal_qch_sidecar_present,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0126,formula_exclusion_active,formula_exclusion_active,formula_exclusion_active,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0127,formula_use_authorized,formula_use_authorized,formula_use_authorized,true,true,1,COMSOL producer/NODI receiver,forbidden_positive_authorization,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0128,formula_use_authorized_default,formula_use_authorized_default,formula_use_authorized_default,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0129,future_authorization_required,future_authorization_required,future_authorization_required,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0130,gate2b_artifact_level_context_candidate,gate2b_artifact_level_context_candidate,gate2b_artifact_level_context_candidate,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0131,gate2b_context_row_id,gate2b_context_row_id,gate2b_context_row_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0132,gate2b_grain_level_context_ingestion_authorized,gate2b_grain_level_context_ingestion_authorized,gate2b_grain_level_context_ingestion_authorized,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0133,gate2c_alignment_row_id,gate2c_alignment_row_id,gate2c_alignment_row_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0134,gate2c_row_id,gate2c_row_id,gate2c_row_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0135,gate2d_candidate_row_id,gate2d_candidate_row_id,gate2d_candidate_row_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0136,gate2f_edge_evidence_id,gate2f_edge_evidence_id,gate2f_edge_evidence_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0137,gate2k_template_row_id,gate2k_template_row_id,gate2k_template_row_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0138,generation_preparation_authorized_now,generation_preparation_authorized_now,generation_preparation_authorized_now,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0139,grain_level_ingestion_authorized,grain_level_ingestion_authorized,grain_level_ingestion_authorized,true,true,1,COMSOL producer/NODI receiver,forbidden_positive_authorization,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0140,grain_level_ingestion_authorized_default,grain_level_ingestion_authorized_default,grain_level_ingestion_authorized_default,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0141,grain_level_ingestion_policy,grain_level_ingestion_policy,grain_level_ingestion_policy,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0142,grouping_basis,grouping_basis,grouping_basis,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0143,hash_stability_status,hash_stability_status,hash_stability_status,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0144,hook_id,hook_id,hook_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0145,human_review_required,human_review_required,human_review_required,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0146,information_loss_description,information_loss_description,information_loss_description,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0147,integration_surface_or_volume_definition,integration_surface_or_volume_definition,integration_surface_or_volume_definition,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0148,is_chi_selected,is_chi_selected,is_chi_selected,true,true,1,COMSOL producer/NODI receiver,forbidden_positive_authorization,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0149,is_formal_gate2_qch_sidecar,is_formal_gate2_qch_sidecar,is_formal_gate2_qch_sidecar,true,true,1,COMSOL producer/NODI receiver,forbidden_positive_authorization,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0150,is_formal_policy_evidence,is_formal_policy_evidence,is_formal_policy_evidence,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0151,is_policy_result,is_policy_result,is_policy_result,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0152,jrc_authorized,jrc_authorized,jrc_authorized,true,true,1,COMSOL producer/NODI receiver,forbidden_positive_authorization,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0153,lambda_nm,lambda_nm,lambda_nm,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0154,launch_authorized_now,launch_authorized_now,launch_authorized_now,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0155,lineage_id,lineage_id,lineage_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0156,loss_error_policy_approval_status,loss_error_policy_approval_status,loss_error_policy_approval_status,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0157,loss_error_requirement_id,loss_error_requirement_id,loss_error_requirement_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0158,loss_error_requirement_set_id,loss_error_requirement_set_id,loss_error_requirement_set_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0159,manifest_link,manifest_link,manifest_link,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0160,mesh_size,mesh_size,mesh_size,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0161,mismatch_blocker_if_any,mismatch_blocker_if_any,mismatch_blocker_if_any,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0162,missing_binding,missing_binding,missing_binding,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0163,missing_required_fields,missing_required_fields,missing_required_fields,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0164,monotonicity_allowed_exceptions,monotonicity_allowed_exceptions,monotonicity_allowed_exceptions,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0165,monotonicity_check_required,monotonicity_check_required,monotonicity_check_required,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0166,monotonicity_direction,monotonicity_direction,monotonicity_direction,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0167,monotonicity_metric,monotonicity_metric,monotonicity_metric,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0168,monotonicity_status,monotonicity_status,monotonicity_status,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0169,must_remain_review_only_if,must_remain_review_only_if,must_remain_review_only_if,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0170,mutation_id,mutation_id,mutation_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0171,needed_from_comsol,needed_from_comsol,needed_from_comsol,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0172,needed_from_nodi,needed_from_nodi,needed_from_nodi,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0173,nodi_automation_binding_status,nodi_automation_binding_status,nodi_automation_binding_status,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0174,nodi_bin_binding_status,nodi_bin_binding_status,nodi_bin_binding_status,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0175,nodi_check_id,nodi_check_id,nodi_check_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0176,nodi_current_status,nodi_current_status,nodi_current_status,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0177,nodi_diameter_binding_status,nodi_diameter_binding_status,nodi_diameter_binding_status,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0178,nodi_edge20_definition_hash,nodi_edge20_definition_hash,nodi_edge20_definition_hash,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0179,nodi_expected_verdict,nodi_expected_verdict,nodi_expected_verdict,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0180,nodi_receipt_support_id,nodi_receipt_support_id,nodi_receipt_support_id,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0181,nodi_receiver_target,NODI_receiver_target,,true,true,1,NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0182,nodi_required_evidence,nodi_required_evidence,nodi_required_evidence,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0183,nodi_route_key_candidate,nodi_route_key_candidate,nodi_route_key_candidate,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0184,nodi_view,NODI_view,NODI_view,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0185,nodi_view_binding_policy,NODI_view_binding_policy,NODI_view_binding_policy,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0186,nodi_view_binding_status,nodi_view_binding_status,NODI_view_binding_status,true,true,2,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0187,nodi_view_current,NODI_view_current,NODI_view_current,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
G6C-RC5-1-0188,nodi_view_status,NODI_view_status,NODI_view_status,true,true,1,COMSOL producer/NODI receiver,optional_review_only,bidirectional_lockstep,MATCH_OR_ALIAS,none,none,LOCKSTEP_FIELD_CONVERGED,NOT_APPROVED,ABSENT,FAIL_CLOSED
