context_id,mutation_id,forbidden_context,classification_status
G3F-CTX-0378,G3F-MUT-0378,authorization_leak_fixture,PASS
G3F-CTX-0379,G3F-MUT-0379,authorization_leak_fixture,PASS
G3F-CTX-0380,G3F-MUT-0380,authorization_leak_fixture,PASS
G3F-CTX-0381,G3F-MUT-0381,authorization_leak_fixture,PASS
G3F-CTX-0382,G3F-MUT-0382,authorization_leak_fixture,PASS
G3F-CTX-0383,G3F-MUT-0383,blocked_fixture_mention,PASS
G3F-CTX-0384,G3F-MUT-0384,authorization_leak_fixture,PASS
G3F-CTX-0385,G3F-MUT-0385,authorization_leak_fixture,PASS
G3F-CTX-0386,G3F-MUT-0386,authorization_leak_fixture,PASS
G3F-CTX-0387,G3F-MUT-0387,authorization_leak_fixture,PASS
G3F-CTX-0388,G3F-MUT-0388,authorization_leak_fixture,PASS
G3F-CTX-0389,G3F-MUT-0389,authorization_leak_fixture,PASS
G3F-CTX-0390,G3F-MUT-0390,authorization_leak_fixture,PASS
G3F-CTX-0391,G3F-MUT-0391,blocked_fixture_mention,PASS
G3F-CTX-0392,G3F-MUT-0392,authorization_leak_fixture,PASS
G3F-CTX-0393,G3F-MUT-0393,authorization_leak_fixture,PASS
G3F-CTX-0394,G3F-MUT-0394,authorization_leak_fixture,PASS
G3F-CTX-0395,G3F-MUT-0395,authorization_leak_fixture,PASS
G3F-CTX-0396,G3F-MUT-0396,authorization_leak_fixture,PASS
G3F-CTX-0397,G3F-MUT-0397,authorization_leak_fixture,PASS
G3F-CTX-0398,G3F-MUT-0398,authorization_leak_fixture,PASS
G3F-CTX-0399,G3F-MUT-0399,blocked_fixture_mention,PASS
G3F-CTX-0400,G3F-MUT-0400,authorization_leak_fixture,PASS
G3F-CTX-0401,G3F-MUT-0401,authorization_leak_fixture,PASS
G3F-CTX-0402,G3F-MUT-0402,authorization_leak_fixture,PASS
G3F-CTX-0403,G3F-MUT-0403,authorization_leak_fixture,PASS
G3F-CTX-0404,G3F-MUT-0404,authorization_leak_fixture,PASS
G3F-CTX-0405,G3F-MUT-0405,authorization_leak_fixture,PASS
G3F-CTX-0406,G3F-MUT-0406,authorization_leak_fixture,PASS
G3F-CTX-0407,G3F-MUT-0407,blocked_fixture_mention,PASS
G3F-CTX-0408,G3F-MUT-0408,authorization_leak_fixture,PASS
G3F-CTX-0409,G3F-MUT-0409,authorization_leak_fixture,PASS
G3F-CTX-0410,G3F-MUT-0410,authorization_leak_fixture,PASS
G3F-CTX-0411,G3F-MUT-0411,authorization_leak_fixture,PASS
G3F-CTX-0412,G3F-MUT-0412,authorization_leak_fixture,PASS
G3F-CTX-0413,G3F-MUT-0413,authorization_leak_fixture,PASS
G3F-CTX-0414,G3F-MUT-0414,authorization_leak_fixture,PASS
G3F-CTX-0415,G3F-MUT-0415,blocked_fixture_mention,PASS
G3F-CTX-0416,G3F-MUT-0416,authorization_leak_fixture,PASS
G3F-CTX-0417,G3F-MUT-0417,authorization_leak_fixture,PASS
G3F-CTX-0418,G3F-MUT-0418,authorization_leak_fixture,PASS
G3F-CTX-0419,G3F-MUT-0419,authorization_leak_fixture,PASS
G3F-CTX-0420,G3F-MUT-0420,authorization_leak_fixture,PASS
G3F-CTX-0421,G3F-MUT-0421,authorization_leak_fixture,PASS
G3F-CTX-0422,G3F-MUT-0422,authorization_leak_fixture,PASS
G3F-CTX-0423,G3F-MUT-0423,blocked_fixture_mention,PASS
G3F-CTX-0424,G3F-MUT-0424,authorization_leak_fixture,PASS
G3F-CTX-0425,G3F-MUT-0425,authorization_leak_fixture,PASS
G3F-CTX-0426,G3F-MUT-0426,authorization_leak_fixture,PASS
G3F-CTX-0427,G3F-MUT-0427,authorization_leak_fixture,PASS
G3F-CTX-0428,G3F-MUT-0428,authorization_leak_fixture,PASS
G3F-CTX-0429,G3F-MUT-0429,authorization_leak_fixture,PASS
G3F-CTX-0430,G3F-MUT-0430,authorization_leak_fixture,PASS
G3F-CTX-0431,G3F-MUT-0431,blocked_fixture_mention,PASS
G3F-CTX-0432,G3F-MUT-0432,authorization_leak_fixture,PASS
G3F-CTX-0433,G3F-MUT-0433,authorization_leak_fixture,PASS
G3F-CTX-0434,G3F-MUT-0434,authorization_leak_fixture,PASS
G3F-CTX-0435,G3F-MUT-0435,authorization_leak_fixture,PASS
G3F-CTX-0436,G3F-MUT-0436,authorization_leak_fixture,PASS
G3F-CTX-0437,G3F-MUT-0437,authorization_leak_fixture,PASS
G3F-CTX-0438,G3F-MUT-0438,authorization_leak_fixture,PASS
G3F-CTX-0439,G3F-MUT-0439,blocked_fixture_mention,PASS
G3F-CTX-0440,G3F-MUT-0440,authorization_leak_fixture,PASS
G3F-CTX-0441,G3F-MUT-0441,authorization_leak_fixture,PASS
G3F-CTX-0442,G3F-MUT-0442,authorization_leak_fixture,PASS
G3F-CTX-0443,G3F-MUT-0443,authorization_leak_fixture,PASS
G3F-CTX-0444,G3F-MUT-0444,authorization_leak_fixture,PASS
G3F-CTX-0445,G3F-MUT-0445,authorization_leak_fixture,PASS
G3F-CTX-0446,G3F-MUT-0446,authorization_leak_fixture,PASS
G3F-CTX-0447,G3F-MUT-0447,blocked_fixture_mention,PASS
G3F-CTX-0448,G3F-MUT-0448,authorization_leak_fixture,PASS
G3F-CTX-0449,G3F-MUT-0449,authorization_leak_fixture,PASS
G3F-CTX-0450,G3F-MUT-0450,authorization_leak_fixture,PASS
G3F-CTX-0451,G3F-MUT-0451,authorization_leak_fixture,PASS
G3F-CTX-0452,G3F-MUT-0452,authorization_leak_fixture,PASS
G3F-CTX-0453,G3F-MUT-0453,authorization_leak_fixture,PASS
G3F-CTX-0454,G3F-MUT-0454,authorization_leak_fixture,PASS
G3F-CTX-0455,G3F-MUT-0455,blocked_fixture_mention,PASS
G3F-CTX-0456,G3F-MUT-0456,authorization_leak_fixture,PASS
G3F-CTX-0457,G3F-MUT-0457,authorization_leak_fixture,PASS
G3F-CTX-0458,G3F-MUT-0458,authorization_leak_fixture,PASS
G3F-CTX-0459,G3F-MUT-0459,authorization_leak_fixture,PASS
G3F-CTX-0460,G3F-MUT-0460,authorization_leak_fixture,PASS
G3F-CTX-0461,G3F-MUT-0461,authorization_leak_fixture,PASS
G3F-CTX-0462,G3F-MUT-0462,authorization_leak_fixture,PASS
G3F-CTX-0463,G3F-MUT-0463,blocked_fixture_mention,PASS
G3F-CTX-0464,G3F-MUT-0464,authorization_leak_fixture,PASS
G3F-CTX-0465,G3F-MUT-0465,authorization_leak_fixture,PASS
G3F-CTX-0466,G3F-MUT-0466,authorization_leak_fixture,PASS
G3F-CTX-0467,G3F-MUT-0467,authorization_leak_fixture,PASS
G3F-CTX-0468,G3F-MUT-0468,authorization_leak_fixture,PASS
G3F-CTX-0469,G3F-MUT-0469,authorization_leak_fixture,PASS
G3F-CTX-0470,G3F-MUT-0470,authorization_leak_fixture,PASS
G3F-CTX-0471,G3F-MUT-0471,blocked_fixture_mention,PASS
G3F-CTX-0472,G3F-MUT-0472,authorization_leak_fixture,PASS
G3F-CTX-0473,G3F-MUT-0473,authorization_leak_fixture,PASS
G3F-CTX-0474,G3F-MUT-0474,authorization_leak_fixture,PASS
G3F-CTX-0475,G3F-MUT-0475,authorization_leak_fixture,PASS
G3F-CTX-0476,G3F-MUT-0476,authorization_leak_fixture,PASS
G3F-CTX-0477,G3F-MUT-0477,authorization_leak_fixture,PASS
G3F-CTX-0478,G3F-MUT-0478,authorization_leak_fixture,PASS
G3F-CTX-0479,G3F-MUT-0479,blocked_fixture_mention,PASS
G3F-CTX-0480,G3F-MUT-0480,authorization_leak_fixture,PASS
G3F-CTX-0481,G3F-MUT-0481,authorization_leak_fixture,PASS
G3F-CTX-0482,G3F-MUT-0482,authorization_leak_fixture,PASS
G3F-CTX-0483,G3F-MUT-0483,authorization_leak_fixture,PASS
G3F-CTX-0484,G3F-MUT-0484,authorization_leak_fixture,PASS
G3F-CTX-0485,G3F-MUT-0485,authorization_leak_fixture,PASS
G3F-CTX-0486,G3F-MUT-0486,authorization_leak_fixture,PASS
G3F-CTX-0487,G3F-MUT-0487,blocked_fixture_mention,PASS
G3F-CTX-0488,G3F-MUT-0488,authorization_leak_fixture,PASS
G3F-CTX-0489,G3F-MUT-0489,authorization_leak_fixture,PASS
G3F-CTX-0490,G3F-MUT-0490,authorization_leak_fixture,PASS
G3F-CTX-0491,G3F-MUT-0491,authorization_leak_fixture,PASS
G3F-CTX-0492,G3F-MUT-0492,authorization_leak_fixture,PASS
G3F-CTX-0493,G3F-MUT-0493,authorization_leak_fixture,PASS
G3F-CTX-0494,G3F-MUT-0494,authorization_leak_fixture,PASS
G3F-CTX-0495,G3F-MUT-0495,blocked_fixture_mention,PASS
G3F-CTX-0496,G3F-MUT-0496,authorization_leak_fixture,PASS
G3F-CTX-0497,G3F-MUT-0497,authorization_leak_fixture,PASS
G3F-CTX-0498,G3F-MUT-0498,authorization_leak_fixture,PASS
G3F-CTX-0499,G3F-MUT-0499,authorization_leak_fixture,PASS
G3F-CTX-0500,G3F-MUT-0500,authorization_leak_fixture,PASS
G3F-CTX-0501,G3F-MUT-0501,authorization_leak_fixture,PASS
G3F-CTX-0502,G3F-MUT-0502,authorization_leak_fixture,PASS
G3F-CTX-0503,G3F-MUT-0503,blocked_fixture_mention,PASS
G3F-CTX-0504,G3F-MUT-0504,authorization_leak_fixture,PASS
G3F-CTX-0505,G3F-MUT-0505,authorization_leak_fixture,PASS
G3F-CTX-0506,G3F-MUT-0506,authorization_leak_fixture,PASS
G3F-CTX-0507,G3F-MUT-0507,authorization_leak_fixture,PASS
G3F-CTX-0508,G3F-MUT-0508,authorization_leak_fixture,PASS
G3F-CTX-0509,G3F-MUT-0509,authorization_leak_fixture,PASS
G3F-CTX-0510,G3F-MUT-0510,authorization_leak_fixture,PASS
G3F-CTX-0511,G3F-MUT-0511,blocked_fixture_mention,PASS
G3F-CTX-0512,G3F-MUT-0512,authorization_leak_fixture,PASS
G3F-CTX-0513,G3F-MUT-0513,authorization_leak_fixture,PASS
G3F-CTX-0514,G3F-MUT-0514,authorization_leak_fixture,PASS
G3F-CTX-0515,G3F-MUT-0515,authorization_leak_fixture,PASS
G3F-CTX-0516,G3F-MUT-0516,authorization_leak_fixture,PASS
G3F-CTX-0517,G3F-MUT-0517,authorization_leak_fixture,PASS
G3F-CTX-0518,G3F-MUT-0518,authorization_leak_fixture,PASS
G3F-CTX-0519,G3F-MUT-0519,blocked_fixture_mention,PASS
G3F-CTX-0520,G3F-MUT-0520,authorization_leak_fixture,PASS
G3F-CTX-0521,G3F-MUT-0521,authorization_leak_fixture,PASS
G3F-CTX-0522,G3F-MUT-0522,authorization_leak_fixture,PASS
G3F-CTX-0523,G3F-MUT-0523,authorization_leak_fixture,PASS
G3F-CTX-0524,G3F-MUT-0524,authorization_leak_fixture,PASS
G3F-CTX-0525,G3F-MUT-0525,authorization_leak_fixture,PASS
G3F-CTX-0526,G3F-MUT-0526,authorization_leak_fixture,PASS
G3F-CTX-0527,G3F-MUT-0527,blocked_fixture_mention,PASS
G3F-CTX-0528,G3F-MUT-0528,authorization_leak_fixture,PASS
G3F-CTX-0529,G3F-MUT-0529,authorization_leak_fixture,PASS
G3F-CTX-0530,G3F-MUT-0530,authorization_leak_fixture,PASS
G3F-CTX-0531,G3F-MUT-0531,authorization_leak_fixture,PASS
G3F-CTX-0532,G3F-MUT-0532,authorization_leak_fixture,PASS
G3F-CTX-0533,G3F-MUT-0533,authorization_leak_fixture,PASS
G3F-CTX-0534,G3F-MUT-0534,authorization_leak_fixture,PASS
G3F-CTX-0535,G3F-MUT-0535,blocked_fixture_mention,PASS
G3F-CTX-0536,G3F-MUT-0536,authorization_leak_fixture,PASS
G3F-CTX-0537,G3F-MUT-0537,authorization_leak_fixture,PASS
G3F-CTX-0538,G3F-MUT-0538,authorization_leak_fixture,PASS
G3F-CTX-0539,G3F-MUT-0539,authorization_leak_fixture,PASS
G3F-CTX-0540,G3F-MUT-0540,authorization_leak_fixture,PASS
G3F-CTX-0541,G3F-MUT-0541,authorization_leak_fixture,PASS
G3F-CTX-0542,G3F-MUT-0542,authorization_leak_fixture,PASS
G3F-CTX-0543,G3F-MUT-0543,blocked_fixture_mention,PASS
G3F-CTX-0544,G3F-MUT-0544,authorization_leak_fixture,PASS
G3F-CTX-0545,G3F-MUT-0545,authorization_leak_fixture,PASS
G3F-CTX-0546,G3F-MUT-0546,authorization_leak_fixture,PASS
G3F-CTX-0547,G3F-MUT-0547,authorization_leak_fixture,PASS
G3F-CTX-0548,G3F-MUT-0548,authorization_leak_fixture,PASS
G3F-CTX-0549,G3F-MUT-0549,authorization_leak_fixture,PASS
G3F-CTX-0550,G3F-MUT-0550,authorization_leak_fixture,PASS
G3F-CTX-0551,G3F-MUT-0551,blocked_fixture_mention,PASS
G3F-CTX-0552,G3F-MUT-0552,authorization_leak_fixture,PASS
G3F-CTX-0553,G3F-MUT-0553,authorization_leak_fixture,PASS
G3F-CTX-0554,G3F-MUT-0554,authorization_leak_fixture,PASS
G3F-CTX-0555,G3F-MUT-0555,authorization_leak_fixture,PASS
G3F-CTX-0556,G3F-MUT-0556,authorization_leak_fixture,PASS
G3F-CTX-0557,G3F-MUT-0557,authorization_leak_fixture,PASS
G3F-CTX-0558,G3F-MUT-0558,authorization_leak_fixture,PASS
G3F-CTX-0559,G3F-MUT-0559,blocked_fixture_mention,PASS
G3F-CTX-0560,G3F-MUT-0560,authorization_leak_fixture,PASS
G3F-CTX-0561,G3F-MUT-0561,authorization_leak_fixture,PASS
G3F-CTX-0562,G3F-MUT-0562,authorization_leak_fixture,PASS
G3F-CTX-0563,G3F-MUT-0563,authorization_leak_fixture,PASS
G3F-CTX-0564,G3F-MUT-0564,authorization_leak_fixture,PASS
G3F-CTX-0565,G3F-MUT-0565,authorization_leak_fixture,PASS
G3F-CTX-0566,G3F-MUT-0566,authorization_leak_fixture,PASS
G3F-CTX-0567,G3F-MUT-0567,blocked_fixture_mention,PASS
G3F-CTX-0568,G3F-MUT-0568,authorization_leak_fixture,PASS
G3F-CTX-0569,G3F-MUT-0569,authorization_leak_fixture,PASS
G3F-CTX-0570,G3F-MUT-0570,authorization_leak_fixture,PASS
G3F-CTX-0571,G3F-MUT-0571,authorization_leak_fixture,PASS
G3F-CTX-0572,G3F-MUT-0572,authorization_leak_fixture,PASS
G3F-CTX-0573,G3F-MUT-0573,authorization_leak_fixture,PASS
G3F-CTX-0574,G3F-MUT-0574,authorization_leak_fixture,PASS
G3F-CTX-0575,G3F-MUT-0575,blocked_fixture_mention,PASS
G3F-CTX-0576,G3F-MUT-0576,authorization_leak_fixture,PASS
G3F-CTX-0577,G3F-MUT-0577,authorization_leak_fixture,PASS
G3F-CTX-0578,G3F-MUT-0578,authorization_leak_fixture,PASS
G3F-CTX-0579,G3F-MUT-0579,authorization_leak_fixture,PASS
G3F-CTX-0580,G3F-MUT-0580,authorization_leak_fixture,PASS
G3F-CTX-0581,G3F-MUT-0581,authorization_leak_fixture,PASS
G3F-CTX-0582,G3F-MUT-0582,authorization_leak_fixture,PASS
G3F-CTX-0583,G3F-MUT-0583,blocked_fixture_mention,PASS
G3F-CTX-0584,G3F-MUT-0584,authorization_leak_fixture,PASS
G3F-CTX-0585,G3F-MUT-0585,authorization_leak_fixture,PASS
G3F-CTX-0586,G3F-MUT-0586,authorization_leak_fixture,PASS
G3F-CTX-0587,G3F-MUT-0587,authorization_leak_fixture,PASS
G3F-CTX-0588,G3F-MUT-0588,authorization_leak_fixture,PASS
G3F-CTX-0589,G3F-MUT-0589,authorization_leak_fixture,PASS
G3F-CTX-0590,G3F-MUT-0590,authorization_leak_fixture,PASS
G3F-CTX-0591,G3F-MUT-0591,blocked_fixture_mention,PASS
G3F-CTX-0592,G3F-MUT-0592,authorization_leak_fixture,PASS
G3F-CTX-0593,G3F-MUT-0593,authorization_leak_fixture,PASS
G3F-CTX-0594,G3F-MUT-0594,authorization_leak_fixture,PASS
G3F-CTX-0595,G3F-MUT-0595,authorization_leak_fixture,PASS
G3F-CTX-0596,G3F-MUT-0596,authorization_leak_fixture,PASS
G3F-CTX-0597,G3F-MUT-0597,authorization_leak_fixture,PASS
G3F-CTX-0598,G3F-MUT-0598,authorization_leak_fixture,PASS
G3F-CTX-0599,G3F-MUT-0599,blocked_fixture_mention,PASS
G3F-CTX-0600,G3F-MUT-0600,authorization_leak_fixture,PASS
G3F-CTX-0601,G3F-MUT-0601,authorization_leak_fixture,PASS
G3F-CTX-0602,G3F-MUT-0602,authorization_leak_fixture,PASS
G3F-CTX-0603,G3F-MUT-0603,authorization_leak_fixture,PASS
G3F-CTX-0604,G3F-MUT-0604,authorization_leak_fixture,PASS
G3F-CTX-0605,G3F-MUT-0605,authorization_leak_fixture,PASS
G3F-CTX-0606,G3F-MUT-0606,authorization_leak_fixture,PASS
G3F-CTX-0607,G3F-MUT-0607,blocked_fixture_mention,PASS
G3F-CTX-0608,G3F-MUT-0608,authorization_leak_fixture,PASS
G3F-CTX-0609,G3F-MUT-0609,authorization_leak_fixture,PASS
G3F-CTX-0610,G3F-MUT-0610,authorization_leak_fixture,PASS
G3F-CTX-0611,G3F-MUT-0611,authorization_leak_fixture,PASS
G3F-CTX-0612,G3F-MUT-0612,authorization_leak_fixture,PASS
G3F-CTX-0613,G3F-MUT-0613,authorization_leak_fixture,PASS
G3F-CTX-0614,G3F-MUT-0614,authorization_leak_fixture,PASS
G3F-CTX-0615,G3F-MUT-0615,blocked_fixture_mention,PASS
G3F-CTX-0616,G3F-MUT-0616,authorization_leak_fixture,PASS
G3F-CTX-0617,G3F-MUT-0617,authorization_leak_fixture,PASS
G3F-CTX-0618,G3F-MUT-0618,authorization_leak_fixture,PASS
G3F-CTX-0619,G3F-MUT-0619,authorization_leak_fixture,PASS
G3F-CTX-0620,G3F-MUT-0620,authorization_leak_fixture,PASS
G3F-CTX-0621,G3F-MUT-0621,authorization_leak_fixture,PASS
G3F-CTX-0622,G3F-MUT-0622,authorization_leak_fixture,PASS
G3F-CTX-0623,G3F-MUT-0623,blocked_fixture_mention,PASS
G3F-CTX-0624,G3F-MUT-0624,authorization_leak_fixture,PASS
G3F-CTX-0625,G3F-MUT-0625,authorization_leak_fixture,PASS
G3F-CTX-0626,G3F-MUT-0626,authorization_leak_fixture,PASS
G3F-CTX-0627,G3F-MUT-0627,authorization_leak_fixture,PASS
G3F-CTX-0628,G3F-MUT-0628,authorization_leak_fixture,PASS
G3F-CTX-0629,G3F-MUT-0629,authorization_leak_fixture,PASS
G3F-CTX-0630,G3F-MUT-0630,authorization_leak_fixture,PASS
G3F-CTX-0631,G3F-MUT-0631,blocked_fixture_mention,PASS
G3F-CTX-0632,G3F-MUT-0632,authorization_leak_fixture,PASS
G3F-CTX-0633,G3F-MUT-0633,authorization_leak_fixture,PASS
G3F-CTX-0634,G3F-MUT-0634,authorization_leak_fixture,PASS
G3F-CTX-0635,G3F-MUT-0635,authorization_leak_fixture,PASS
G3F-CTX-0636,G3F-MUT-0636,authorization_leak_fixture,PASS
G3F-CTX-0637,G3F-MUT-0637,authorization_leak_fixture,PASS
G3F-CTX-0638,G3F-MUT-0638,authorization_leak_fixture,PASS
G3F-CTX-0639,G3F-MUT-0639,blocked_fixture_mention,PASS
G3F-CTX-0640,G3F-MUT-0640,authorization_leak_fixture,PASS
G3F-CTX-0641,G3F-MUT-0641,authorization_leak_fixture,PASS
G3F-CTX-0642,G3F-MUT-0642,authorization_leak_fixture,PASS
G3F-CTX-0643,G3F-MUT-0643,authorization_leak_fixture,PASS
G3F-CTX-0644,G3F-MUT-0644,authorization_leak_fixture,PASS
G3F-CTX-0645,G3F-MUT-0645,authorization_leak_fixture,PASS
G3F-CTX-0646,G3F-MUT-0646,authorization_leak_fixture,PASS
G3F-CTX-0647,G3F-MUT-0647,blocked_fixture_mention,PASS
G3F-CTX-0648,G3F-MUT-0648,authorization_leak_fixture,PASS
G3F-CTX-0649,G3F-MUT-0649,authorization_leak_fixture,PASS
G3F-CTX-0650,G3F-MUT-0650,authorization_leak_fixture,PASS
G3F-CTX-0651,G3F-MUT-0651,authorization_leak_fixture,PASS
G3F-CTX-0652,G3F-MUT-0652,authorization_leak_fixture,PASS
G3F-CTX-0653,G3F-MUT-0653,authorization_leak_fixture,PASS
G3F-CTX-0654,G3F-MUT-0654,authorization_leak_fixture,PASS
G3F-CTX-0655,G3F-MUT-0655,blocked_fixture_mention,PASS
G3F-CTX-0656,G3F-MUT-0656,authorization_leak_fixture,PASS
G3F-CTX-0657,G3F-MUT-0657,authorization_leak_fixture,PASS
G3F-CTX-0658,G3F-MUT-0658,authorization_leak_fixture,PASS
G3F-CTX-0659,G3F-MUT-0659,authorization_leak_fixture,PASS
G3F-CTX-0660,G3F-MUT-0660,authorization_leak_fixture,PASS
G3F-CTX-0661,G3F-MUT-0661,authorization_leak_fixture,PASS
G3F-CTX-0662,G3F-MUT-0662,authorization_leak_fixture,PASS
G3F-CTX-0663,G3F-MUT-0663,blocked_fixture_mention,PASS
G3F-CTX-0664,G3F-MUT-0664,authorization_leak_fixture,PASS
G3F-CTX-0665,G3F-MUT-0665,authorization_leak_fixture,PASS
G3F-CTX-0666,G3F-MUT-0666,authorization_leak_fixture,PASS
G3F-CTX-0667,G3F-MUT-0667,authorization_leak_fixture,PASS
G3F-CTX-0668,G3F-MUT-0668,authorization_leak_fixture,PASS
G3F-CTX-0669,G3F-MUT-0669,authorization_leak_fixture,PASS
G3F-CTX-0670,G3F-MUT-0670,authorization_leak_fixture,PASS
G3F-CTX-0671,G3F-MUT-0671,blocked_fixture_mention,PASS
G3F-CTX-0672,G3F-MUT-0672,authorization_leak_fixture,PASS
G3F-CTX-0673,G3F-MUT-0673,authorization_leak_fixture,PASS
G3F-CTX-0674,G3F-MUT-0674,authorization_leak_fixture,PASS
G3F-CTX-0675,G3F-MUT-0675,authorization_leak_fixture,PASS
G3F-CTX-0676,G3F-MUT-0676,authorization_leak_fixture,PASS
G3F-CTX-0677,G3F-MUT-0677,authorization_leak_fixture,PASS
G3F-CTX-0678,G3F-MUT-0678,authorization_leak_fixture,PASS
G3F-CTX-0679,G3F-MUT-0679,blocked_fixture_mention,PASS
G3F-CTX-0680,G3F-MUT-0680,authorization_leak_fixture,PASS
