mutation_id,mutation_family,expected_result,observed_disposition,validation_status
G3F-MUT-0201,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0202,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0203,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0204,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0205,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0206,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0207,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0208,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0209,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0210,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0211,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0212,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0213,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0214,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0215,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0216,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0217,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0218,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0219,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0220,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0221,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0222,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0223,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0224,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0225,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0226,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0227,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0228,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0229,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0230,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0231,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0232,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0233,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0234,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0235,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0236,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0237,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0238,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0239,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0240,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0241,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0242,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0243,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0244,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0245,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0246,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0247,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0248,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0249,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0250,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0251,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0252,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0253,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0254,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0255,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0256,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0257,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0258,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0259,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0260,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0261,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0262,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0263,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0264,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0265,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0266,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0267,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0268,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0269,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0270,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0271,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0272,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0273,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0274,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0275,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0276,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0277,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0278,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0279,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0280,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0281,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0282,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0283,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0284,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0285,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0286,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0287,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0288,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0289,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0290,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0291,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0292,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0293,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0294,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0295,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0296,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0297,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0298,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0299,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0300,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0301,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0302,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0303,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0304,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0305,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0306,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0307,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0308,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0309,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0310,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0311,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0312,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0313,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0314,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0315,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0316,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0317,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0318,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0319,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0320,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0321,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0322,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0323,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0324,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0325,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0326,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0327,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0328,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0329,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0330,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0331,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0332,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0333,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0334,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0335,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0336,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0337,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0338,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0339,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0340,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0341,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0342,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0343,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0344,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0345,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0346,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0347,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0348,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0349,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0350,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0351,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0352,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0353,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0354,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0355,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0356,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0357,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0358,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0359,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0360,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0361,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0362,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0363,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0364,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0365,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0366,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0367,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0368,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0369,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0370,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0371,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0372,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0373,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0374,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0375,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0376,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0377,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0378,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0379,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0380,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0381,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0382,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0383,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0384,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0385,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0386,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0387,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0388,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0389,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0390,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0391,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0392,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0393,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0394,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0395,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0396,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0397,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0398,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0399,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0400,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0401,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
