adjudication_id,source_side,source_row_id,source_row_kind,workstream,disposition,reason,required_next_gate,delta_class,policy_relevant_conflict,gate2d_ledger_impact,edge_policy_state,qch_sidecar_state,binding_state,allowed_use,blocked_use,future_authorization_required
G3A-ADJ-0001,NODI,G2Z-DOSSIER-0001,dossier,EDGE,RECEIVE_REVIEW_ONLY,template/synthetic/fixture row is not evidence,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,NODI_stricter,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,contract validation and negative-fixture testing,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0072,NODI,G2Z-DOSSIER-0072,dossier,TPD_PRS_PROXY,RECEIVE_REVIEW_ONLY,template/synthetic/fixture row is not evidence,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,NODI_stricter,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,contract validation and negative-fixture testing,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0073,NODI,G2Z-DOSSIER-0073,dossier,QCH,RECEIVE_REVIEW_ONLY,template/synthetic/fixture row is not evidence,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,NODI_stricter,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,contract validation and negative-fixture testing,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0074,NODI,G2Z-DOSSIER-0074,dossier,QCH,RECEIVE_REVIEW_ONLY,template/synthetic/fixture row is not evidence,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,NODI_stricter,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,contract validation and negative-fixture testing,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0075,NODI,G2Z-DOSSIER-0075,dossier,QCH,RECEIVE_REVIEW_ONLY,template/synthetic/fixture row is not evidence,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,NODI_stricter,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,contract validation and negative-fixture testing,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0001,COMSOL,G2Z-DOSSIER-0001,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0002,COMSOL,G2Z-DOSSIER-0002,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0003,COMSOL,G2Z-DOSSIER-0003,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0004,COMSOL,G2Z-DOSSIER-0004,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0005,COMSOL,G2Z-DOSSIER-0005,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0006,COMSOL,G2Z-DOSSIER-0006,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0007,COMSOL,G2Z-DOSSIER-0007,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0008,COMSOL,G2Z-DOSSIER-0008,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0009,COMSOL,G2Z-DOSSIER-0009,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0010,COMSOL,G2Z-DOSSIER-0010,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0011,COMSOL,G2Z-DOSSIER-0011,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0012,COMSOL,G2Z-DOSSIER-0012,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0013,COMSOL,G2Z-DOSSIER-0013,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0014,COMSOL,G2Z-DOSSIER-0014,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0015,COMSOL,G2Z-DOSSIER-0015,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0016,COMSOL,G2Z-DOSSIER-0016,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0017,COMSOL,G2Z-DOSSIER-0017,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0018,COMSOL,G2Z-DOSSIER-0018,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0019,COMSOL,G2Z-DOSSIER-0019,dossier,EDGE,RECEIVE_REVIEW_ONLY,template/synthetic/fixture row is not evidence,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,contract validation and negative-fixture testing,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0020,COMSOL,G2Z-DOSSIER-0020,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0021,COMSOL,G2Z-DOSSIER-0021,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0022,COMSOL,G2Z-DOSSIER-0022,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0023,COMSOL,G2Z-DOSSIER-0023,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0024,COMSOL,G2Z-DOSSIER-0024,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0025,COMSOL,G2Z-DOSSIER-0025,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0026,COMSOL,G2Z-DOSSIER-0026,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0027,COMSOL,G2Z-DOSSIER-0027,dossier,EDGE,RECEIVE_REVIEW_ONLY,template/synthetic/fixture row is not evidence,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,contract validation and negative-fixture testing,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0028,COMSOL,G2Z-DOSSIER-0028,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0029,COMSOL,G2Z-DOSSIER-0029,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0030,COMSOL,G2Z-DOSSIER-0030,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0031,COMSOL,G2Z-DOSSIER-0031,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0032,COMSOL,G2Z-DOSSIER-0032,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0033,COMSOL,G2Z-DOSSIER-0033,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0034,COMSOL,G2Z-DOSSIER-0034,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0035,COMSOL,G2Z-DOSSIER-0035,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0036,COMSOL,G2Z-DOSSIER-0036,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0037,COMSOL,G2Z-DOSSIER-0037,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0038,COMSOL,G2Z-DOSSIER-0038,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0039,COMSOL,G2Z-DOSSIER-0039,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0040,COMSOL,G2Z-DOSSIER-0040,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0041,COMSOL,G2Z-DOSSIER-0041,dossier,EDGE,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0042,COMSOL,G2Z-DOSSIER-0042,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0043,COMSOL,G2Z-DOSSIER-0043,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0044,COMSOL,G2Z-DOSSIER-0044,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0045,COMSOL,G2Z-DOSSIER-0045,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0046,COMSOL,G2Z-DOSSIER-0046,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0047,COMSOL,G2Z-DOSSIER-0047,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0048,COMSOL,G2Z-DOSSIER-0048,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0049,COMSOL,G2Z-DOSSIER-0049,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0050,COMSOL,G2Z-DOSSIER-0050,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0051,COMSOL,G2Z-DOSSIER-0051,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0052,COMSOL,G2Z-DOSSIER-0052,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0053,COMSOL,G2Z-DOSSIER-0053,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0054,COMSOL,G2Z-DOSSIER-0054,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0055,COMSOL,G2Z-DOSSIER-0055,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0056,COMSOL,G2Z-DOSSIER-0056,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0057,COMSOL,G2Z-DOSSIER-0057,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0058,COMSOL,G2Z-DOSSIER-0058,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0059,COMSOL,G2Z-DOSSIER-0059,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0060,COMSOL,G2Z-DOSSIER-0060,dossier,EDGE,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0061,COMSOL,G2Z-DOSSIER-0061,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0062,COMSOL,G2Z-DOSSIER-0062,dossier,QCH,RECEIVE_REVIEW_ONLY,template/synthetic/fixture row is not evidence,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,contract validation and negative-fixture testing,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0063,COMSOL,G2Z-DOSSIER-0063,dossier,QCH,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true
G3A-ADJ-0064,COMSOL,G2Z-DOSSIER-0064,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0065,COMSOL,G2Z-DOSSIER-0065,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0066,COMSOL,G2Z-DOSSIER-0066,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
G3A-ADJ-0067,COMSOL,G2Z-DOSSIER-0067,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,COMSOL_more_granular,false,none,NOT_APPROVED,ABSENT,FAIL_CLOSED,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true
