adapter_rule_id,source_field,target_field,source_value,normalization_type,safe_reason,forbidden_effect_checks,test_case_id,input_status,output_status_after_adapter,policy_change_allowed
G5D-COMSOL-RULE-0066,roadmap/COMSOL_GATE2Y_SCHEMA_FINGERPRINT_DIFF_REGISTER_20260628.csv,roadmap/COMSOL_GATE2Y_SCHEMA_FINGERPRINT_DIFF_REGISTER_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-066,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0067,roadmap/COMSOL_GATE2Y_CLASSIFICATION_METHOD_DELTA_REGISTER_20260628.csv,roadmap/COMSOL_GATE2Y_CLASSIFICATION_METHOD_DELTA_REGISTER_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-067,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0068,roadmap/COMSOL_GATE2Y_CROSS_CENSUS_RECONCILIATION_PACKET_20260628.md,roadmap/COMSOL_GATE2Y_CROSS_CENSUS_RECONCILIATION_PACKET_20260628.md,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-068,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0069,roadmap/COMSOL_GATE2Z_DEEP_EVIDENCE_DOSSIER_INDEX_20260628.csv,roadmap/COMSOL_GATE2Z_DEEP_EVIDENCE_DOSSIER_INDEX_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-069,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0070,roadmap/COMSOL_GATE2Z_EDGE_CANDIDATE_DOSSIERS_20260628.csv,roadmap/COMSOL_GATE2Z_EDGE_CANDIDATE_DOSSIERS_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-070,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0071,roadmap/COMSOL_GATE2Z_QCH_CANDIDATE_DOSSIERS_20260628.csv,roadmap/COMSOL_GATE2Z_QCH_CANDIDATE_DOSSIERS_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-071,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0072,roadmap/COMSOL_GATE2Z_BINDING_CANDIDATE_DOSSIERS_20260628.csv,roadmap/COMSOL_GATE2Z_BINDING_CANDIDATE_DOSSIERS_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-072,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0073,roadmap/COMSOL_GATE2Z_OTHER_REVIEW_ONLY_DOSSIERS_20260628.csv,roadmap/COMSOL_GATE2Z_OTHER_REVIEW_ONLY_DOSSIERS_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-073,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0074,roadmap/COMSOL_GATE2Z_DEEP_EVIDENCE_DOSSIER_PACKET_20260628.md,roadmap/COMSOL_GATE2Z_DEEP_EVIDENCE_DOSSIER_PACKET_20260628.md,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-074,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0075,roadmap/COMSOL_GATE2AA_LINEAGE_CLOSURE_TRIALS_20260628.csv,roadmap/COMSOL_GATE2AA_LINEAGE_CLOSURE_TRIALS_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-075,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0076,roadmap/COMSOL_GATE2AA_EDGE_CLOSURE_TRIALS_20260628.csv,roadmap/COMSOL_GATE2AA_EDGE_CLOSURE_TRIALS_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-076,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0077,roadmap/COMSOL_GATE2AA_QCH_CLOSURE_TRIALS_20260628.csv,roadmap/COMSOL_GATE2AA_QCH_CLOSURE_TRIALS_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-077,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0078,roadmap/COMSOL_GATE2AA_BINDING_CLOSURE_TRIALS_20260628.csv,roadmap/COMSOL_GATE2AA_BINDING_CLOSURE_TRIALS_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-078,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0079,roadmap/COMSOL_GATE2AA_CLOSURE_TRIAL_BLOCKER_REGISTER_20260628.csv,roadmap/COMSOL_GATE2AA_CLOSURE_TRIAL_BLOCKER_REGISTER_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-079,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0080,roadmap/COMSOL_GATE2AA_LINEAGE_CLOSURE_TRIAL_PACKET_20260628.md,roadmap/COMSOL_GATE2AA_LINEAGE_CLOSURE_TRIAL_PACKET_20260628.md,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-080,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
