combined_id,source_side,mutation_id,mutation_family,workstream,expected_result,observed_result,unexpected_pass,forbidden_promotion,mutation_type 
G5F-COMBINED-0455,NODI_GATE4F,G3F-MUT-0455,accepted_expansion_true+runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0456,NODI_GATE4F,G3F-MUT-0456,accepted_expansion_true+runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0457,NODI_GATE4F,G3F-MUT-0457,accepted_expansion_true+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0458,NODI_GATE4F,G3F-MUT-0458,accepted_expansion_true+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0459,NODI_GATE4F,G3F-MUT-0459,accepted_expansion_true+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0460,NODI_GATE4F,G3F-MUT-0460,accepted_expansion_true+formal_qch_false_positive,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0461,NODI_GATE4F,G3F-MUT-0461,accepted_expansion_true+formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0462,NODI_GATE4F,G3F-MUT-0462,accepted_expansion_true+formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0463,NODI_GATE4F,G3F-MUT-0463,accepted_expansion_true+220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0464,NODI_GATE4F,G3F-MUT-0464,accepted_expansion_true+220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0465,NODI_GATE4F,G3F-MUT-0465,accepted_expansion_true+220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0466,NODI_GATE4F,G3F-MUT-0466,accepted_expansion_true+D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0467,NODI_GATE4F,G3F-MUT-0467,accepted_expansion_true+D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0468,NODI_GATE4F,G3F-MUT-0468,accepted_expansion_true+D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0469,NODI_GATE4F,G3F-MUT-0469,accepted_expansion_true+missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0470,NODI_GATE4F,G3F-MUT-0470,accepted_expansion_true+missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0471,NODI_GATE4F,G3F-MUT-0471,accepted_expansion_true+missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0472,NODI_GATE4F,G3F-MUT-0472,accepted_expansion_true+edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0473,NODI_GATE4F,G3F-MUT-0473,accepted_expansion_true+edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0474,NODI_GATE4F,G3F-MUT-0474,accepted_expansion_true+edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0475,NODI_GATE4F,G3F-MUT-0475,accepted_expansion_true+non_contiguous_bins,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0476,NODI_GATE4F,G3F-MUT-0476,accepted_expansion_true+non_contiguous_bins,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0477,NODI_GATE4F,G3F-MUT-0477,accepted_expansion_true+non_contiguous_bins,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0478,NODI_GATE4F,G3F-MUT-0478,accepted_expansion_true+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0479,NODI_GATE4F,G3F-MUT-0479,accepted_expansion_true+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0480,NODI_GATE4F,G3F-MUT-0480,accepted_expansion_true+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0481,NODI_GATE4F,G3F-MUT-0481,accepted_expansion_true+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0482,NODI_GATE4F,G3F-MUT-0482,accepted_expansion_true+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0483,NODI_GATE4F,G3F-MUT-0483,accepted_expansion_true+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0484,NODI_GATE4F,G3F-MUT-0484,accepted_expansion_true+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0485,NODI_GATE4F,G3F-MUT-0485,accepted_expansion_true+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0486,NODI_GATE4F,G3F-MUT-0486,accepted_expansion_true+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0487,NODI_GATE4F,G3F-MUT-0487,accepted_expansion_true+row_count_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0488,NODI_GATE4F,G3F-MUT-0488,accepted_expansion_true+row_count_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0489,NODI_GATE4F,G3F-MUT-0489,accepted_expansion_true+row_count_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0490,NODI_GATE4F,G3F-MUT-0490,accepted_expansion_true+template_marked_evidence,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0491,NODI_GATE4F,G3F-MUT-0491,accepted_expansion_true+template_marked_evidence,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0492,NODI_GATE4F,G3F-MUT-0492,accepted_expansion_true+template_marked_evidence,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0493,NODI_GATE4F,G3F-MUT-0493,accepted_expansion_true+policy_use_requested,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0494,NODI_GATE4F,G3F-MUT-0494,accepted_expansion_true+policy_use_requested,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0495,NODI_GATE4F,G3F-MUT-0495,accepted_expansion_true+policy_use_requested,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0496,NODI_GATE4F,G3F-MUT-0496,accepted_expansion_true+cross_workstream_contamination,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0497,NODI_GATE4F,G3F-MUT-0497,accepted_expansion_true+cross_workstream_contamination,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0498,NODI_GATE4F,G3F-MUT-0498,accepted_expansion_true+cross_workstream_contamination,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0499,NODI_GATE4F,G3F-MUT-0499,accepted_expansion_true+dossier_derived_missing_binding,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0500,NODI_GATE4F,G3F-MUT-0500,accepted_expansion_true+dossier_derived_missing_binding,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0501,NODI_GATE4F,G3F-MUT-0501,accepted_expansion_true+dossier_derived_missing_binding,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0502,NODI_GATE4F,G3F-MUT-0502,accepted_expansion_true+dependency_derived_run_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0503,NODI_GATE4F,G3F-MUT-0503,accepted_expansion_true+dependency_derived_run_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0504,NODI_GATE4F,G3F-MUT-0504,accepted_expansion_true+dependency_derived_run_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0505,NODI_GATE4F,G3F-MUT-0505,accepted_expansion_true+probe_package_auth_leak,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0506,NODI_GATE4F,G3F-MUT-0506,accepted_expansion_true+probe_package_auth_leak,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0507,NODI_GATE4F,G3F-MUT-0507,accepted_expansion_true+probe_package_auth_leak,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0508,NODI_GATE4F,G3F-MUT-0508,q_ch_weighting_true+JRC_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0509,NODI_GATE4F,G3F-MUT-0509,q_ch_weighting_true+JRC_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0510,NODI_GATE4F,G3F-MUT-0510,q_ch_weighting_true+JRC_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0511,NODI_GATE4F,G3F-MUT-0511,q_ch_weighting_true+production_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0512,NODI_GATE4F,G3F-MUT-0512,q_ch_weighting_true+production_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0513,NODI_GATE4F,G3F-MUT-0513,q_ch_weighting_true+production_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0514,NODI_GATE4F,G3F-MUT-0514,q_ch_weighting_true+runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0515,NODI_GATE4F,G3F-MUT-0515,q_ch_weighting_true+runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0516,NODI_GATE4F,G3F-MUT-0516,q_ch_weighting_true+runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0517,NODI_GATE4F,G3F-MUT-0517,q_ch_weighting_true+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0518,NODI_GATE4F,G3F-MUT-0518,q_ch_weighting_true+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0519,NODI_GATE4F,G3F-MUT-0519,q_ch_weighting_true+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0520,NODI_GATE4F,G3F-MUT-0520,q_ch_weighting_true+formal_qch_false_positive,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0521,NODI_GATE4F,G3F-MUT-0521,q_ch_weighting_true+formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0522,NODI_GATE4F,G3F-MUT-0522,q_ch_weighting_true+formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0523,NODI_GATE4F,G3F-MUT-0523,q_ch_weighting_true+220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0524,NODI_GATE4F,G3F-MUT-0524,q_ch_weighting_true+220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0525,NODI_GATE4F,G3F-MUT-0525,q_ch_weighting_true+220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0526,NODI_GATE4F,G3F-MUT-0526,q_ch_weighting_true+D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0527,NODI_GATE4F,G3F-MUT-0527,q_ch_weighting_true+D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0528,NODI_GATE4F,G3F-MUT-0528,q_ch_weighting_true+D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0529,NODI_GATE4F,G3F-MUT-0529,q_ch_weighting_true+missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0530,NODI_GATE4F,G3F-MUT-0530,q_ch_weighting_true+missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0531,NODI_GATE4F,G3F-MUT-0531,q_ch_weighting_true+missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0532,NODI_GATE4F,G3F-MUT-0532,q_ch_weighting_true+edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0533,NODI_GATE4F,G3F-MUT-0533,q_ch_weighting_true+edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0534,NODI_GATE4F,G3F-MUT-0534,q_ch_weighting_true+edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0535,NODI_GATE4F,G3F-MUT-0535,q_ch_weighting_true+non_contiguous_bins,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0536,NODI_GATE4F,G3F-MUT-0536,q_ch_weighting_true+non_contiguous_bins,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0537,NODI_GATE4F,G3F-MUT-0537,q_ch_weighting_true+non_contiguous_bins,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0538,NODI_GATE4F,G3F-MUT-0538,q_ch_weighting_true+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0539,NODI_GATE4F,G3F-MUT-0539,q_ch_weighting_true+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0540,NODI_GATE4F,G3F-MUT-0540,q_ch_weighting_true+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0541,NODI_GATE4F,G3F-MUT-0541,q_ch_weighting_true+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0542,NODI_GATE4F,G3F-MUT-0542,q_ch_weighting_true+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0543,NODI_GATE4F,G3F-MUT-0543,q_ch_weighting_true+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0544,NODI_GATE4F,G3F-MUT-0544,q_ch_weighting_true+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0545,NODI_GATE4F,G3F-MUT-0545,q_ch_weighting_true+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0546,NODI_GATE4F,G3F-MUT-0546,q_ch_weighting_true+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0547,NODI_GATE4F,G3F-MUT-0547,q_ch_weighting_true+row_count_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0548,NODI_GATE4F,G3F-MUT-0548,q_ch_weighting_true+row_count_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0549,NODI_GATE4F,G3F-MUT-0549,q_ch_weighting_true+row_count_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0550,NODI_GATE4F,G3F-MUT-0550,q_ch_weighting_true+template_marked_evidence,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0551,NODI_GATE4F,G3F-MUT-0551,q_ch_weighting_true+template_marked_evidence,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0552,NODI_GATE4F,G3F-MUT-0552,q_ch_weighting_true+template_marked_evidence,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0553,NODI_GATE4F,G3F-MUT-0553,q_ch_weighting_true+policy_use_requested,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0554,NODI_GATE4F,G3F-MUT-0554,q_ch_weighting_true+policy_use_requested,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0555,NODI_GATE4F,G3F-MUT-0555,q_ch_weighting_true+policy_use_requested,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0556,NODI_GATE4F,G3F-MUT-0556,q_ch_weighting_true+cross_workstream_contamination,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0557,NODI_GATE4F,G3F-MUT-0557,q_ch_weighting_true+cross_workstream_contamination,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0558,NODI_GATE4F,G3F-MUT-0558,q_ch_weighting_true+cross_workstream_contamination,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0559,NODI_GATE4F,G3F-MUT-0559,q_ch_weighting_true+dossier_derived_missing_binding,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0560,NODI_GATE4F,G3F-MUT-0560,q_ch_weighting_true+dossier_derived_missing_binding,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0561,NODI_GATE4F,G3F-MUT-0561,q_ch_weighting_true+dossier_derived_missing_binding,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0562,NODI_GATE4F,G3F-MUT-0562,q_ch_weighting_true+dependency_derived_run_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0563,NODI_GATE4F,G3F-MUT-0563,q_ch_weighting_true+dependency_derived_run_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0564,NODI_GATE4F,G3F-MUT-0564,q_ch_weighting_true+dependency_derived_run_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0565,NODI_GATE4F,G3F-MUT-0565,q_ch_weighting_true+probe_package_auth_leak,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0566,NODI_GATE4F,G3F-MUT-0566,q_ch_weighting_true+probe_package_auth_leak,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0567,NODI_GATE4F,G3F-MUT-0567,q_ch_weighting_true+probe_package_auth_leak,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0568,NODI_GATE4F,G3F-MUT-0568,JRC_true+production_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0569,NODI_GATE4F,G3F-MUT-0569,JRC_true+production_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0570,NODI_GATE4F,G3F-MUT-0570,JRC_true+production_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0571,NODI_GATE4F,G3F-MUT-0571,JRC_true+runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0572,NODI_GATE4F,G3F-MUT-0572,JRC_true+runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0573,NODI_GATE4F,G3F-MUT-0573,JRC_true+runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0574,NODI_GATE4F,G3F-MUT-0574,JRC_true+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0575,NODI_GATE4F,G3F-MUT-0575,JRC_true+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0576,NODI_GATE4F,G3F-MUT-0576,JRC_true+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0577,NODI_GATE4F,G3F-MUT-0577,JRC_true+formal_qch_false_positive,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0578,NODI_GATE4F,G3F-MUT-0578,JRC_true+formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0579,NODI_GATE4F,G3F-MUT-0579,JRC_true+formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0580,NODI_GATE4F,G3F-MUT-0580,JRC_true+220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0581,NODI_GATE4F,G3F-MUT-0581,JRC_true+220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0582,NODI_GATE4F,G3F-MUT-0582,JRC_true+220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0583,NODI_GATE4F,G3F-MUT-0583,JRC_true+D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0584,NODI_GATE4F,G3F-MUT-0584,JRC_true+D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0585,NODI_GATE4F,G3F-MUT-0585,JRC_true+D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0586,NODI_GATE4F,G3F-MUT-0586,JRC_true+missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0587,NODI_GATE4F,G3F-MUT-0587,JRC_true+missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0588,NODI_GATE4F,G3F-MUT-0588,JRC_true+missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0589,NODI_GATE4F,G3F-MUT-0589,JRC_true+edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0590,NODI_GATE4F,G3F-MUT-0590,JRC_true+edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0591,NODI_GATE4F,G3F-MUT-0591,JRC_true+edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0592,NODI_GATE4F,G3F-MUT-0592,JRC_true+non_contiguous_bins,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0593,NODI_GATE4F,G3F-MUT-0593,JRC_true+non_contiguous_bins,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0594,NODI_GATE4F,G3F-MUT-0594,JRC_true+non_contiguous_bins,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0595,NODI_GATE4F,G3F-MUT-0595,JRC_true+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0596,NODI_GATE4F,G3F-MUT-0596,JRC_true+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0597,NODI_GATE4F,G3F-MUT-0597,JRC_true+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0598,NODI_GATE4F,G3F-MUT-0598,JRC_true+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0599,NODI_GATE4F,G3F-MUT-0599,JRC_true+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0600,NODI_GATE4F,G3F-MUT-0600,JRC_true+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0601,NODI_GATE4F,G3F-MUT-0601,JRC_true+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0602,NODI_GATE4F,G3F-MUT-0602,JRC_true+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0603,NODI_GATE4F,G3F-MUT-0603,JRC_true+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0604,NODI_GATE4F,G3F-MUT-0604,JRC_true+row_count_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0605,NODI_GATE4F,G3F-MUT-0605,JRC_true+row_count_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0606,NODI_GATE4F,G3F-MUT-0606,JRC_true+row_count_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0607,NODI_GATE4F,G3F-MUT-0607,JRC_true+template_marked_evidence,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0608,NODI_GATE4F,G3F-MUT-0608,JRC_true+template_marked_evidence,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0609,NODI_GATE4F,G3F-MUT-0609,JRC_true+template_marked_evidence,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0610,NODI_GATE4F,G3F-MUT-0610,JRC_true+policy_use_requested,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0611,NODI_GATE4F,G3F-MUT-0611,JRC_true+policy_use_requested,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0612,NODI_GATE4F,G3F-MUT-0612,JRC_true+policy_use_requested,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0613,NODI_GATE4F,G3F-MUT-0613,JRC_true+cross_workstream_contamination,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0614,NODI_GATE4F,G3F-MUT-0614,JRC_true+cross_workstream_contamination,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0615,NODI_GATE4F,G3F-MUT-0615,JRC_true+cross_workstream_contamination,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
G5F-COMBINED-0616,NODI_GATE4F,G3F-MUT-0616,JRC_true+dossier_derived_missing_binding,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,
