mutation_id,mutation_family,source_row_id,workstream,mutation_name,not_evidence,template_only,expected_result,expected_reason,blocked_use,formula_use_authorized,direct_prs_bin_use_authorized,qch_weighting_authorized,jrc_authorized,production_ingestion_authorized,runtime_configuration_authorized,policy_use_requested 
G3F-MUT-0196,near_miss,G2Z-DOSSIER-0121,BINDING,near_miss_policy_use_requested_196,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0197,comsol_dossier_derived,G2Z-DOSSIER-0122,BINDING,comsol_dossier_derived_formula_use_authorized_197,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0198,hypothetical_package_derived,G2Z-DOSSIER-0123,BINDING,hypothetical_package_derived_direct_prs_bin_use_authorized_198,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0199,false_positive_blocked_mention,G2Z-DOSSIER-0124,BINDING,false_positive_blocked_mention_qch_weighting_authorized_199,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0200,false_negative_authorization_leak,G2Z-DOSSIER-0125,BINDING,false_negative_authorization_leak_jrc_authorized_200,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0201,single,G2Z-DOSSIER-0126,BINDING,single_production_ingestion_authorized_201,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0202,pairwise,G2Z-DOSSIER-0127,BINDING,pairwise_runtime_configuration_authorized_202,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0203,cross_workstream,G2Z-DOSSIER-0128,BINDING,cross_workstream_policy_use_requested_203,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0204,near_miss,G2Z-DOSSIER-0129,BINDING,near_miss_formula_use_authorized_204,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0205,comsol_dossier_derived,G2Z-DOSSIER-0130,BINDING,comsol_dossier_derived_direct_prs_bin_use_authorized_205,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0206,hypothetical_package_derived,G2Z-DOSSIER-0131,local-Q,hypothetical_package_derived_qch_weighting_authorized_206,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0207,false_positive_blocked_mention,G2Z-DOSSIER-0132,local-Q,false_positive_blocked_mention_jrc_authorized_207,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0208,false_negative_authorization_leak,G2Z-DOSSIER-0133,local-Q,false_negative_authorization_leak_production_ingestion_authorized_208,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0209,single,G2Z-DOSSIER-0134,local-Q,single_runtime_configuration_authorized_209,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0210,pairwise,G2Z-DOSSIER-0135,local-Q,pairwise_policy_use_requested_210,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0211,cross_workstream,G2Z-DOSSIER-0136,local-Q,cross_workstream_formula_use_authorized_211,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0212,near_miss,G2Z-DOSSIER-0137,local-Q,near_miss_direct_prs_bin_use_authorized_212,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0213,comsol_dossier_derived,G2Z-DOSSIER-0138,local-Q,comsol_dossier_derived_qch_weighting_authorized_213,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0214,hypothetical_package_derived,G2Z-DOSSIER-0139,local-Q,hypothetical_package_derived_jrc_authorized_214,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0215,false_positive_blocked_mention,G2Z-DOSSIER-0140,local-Q,false_positive_blocked_mention_production_ingestion_authorized_215,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0216,false_negative_authorization_leak,G2Z-DOSSIER-0141,local-Q,false_negative_authorization_leak_runtime_configuration_authorized_216,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0217,single,G2Z-DOSSIER-0142,local-Q,single_policy_use_requested_217,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0218,pairwise,G2Z-DOSSIER-0143,local-Q,pairwise_formula_use_authorized_218,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0219,cross_workstream,G2Z-DOSSIER-0144,local-Q,cross_workstream_direct_prs_bin_use_authorized_219,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0220,near_miss,G2Z-DOSSIER-0145,local-Q,near_miss_qch_weighting_authorized_220,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0221,comsol_dossier_derived,G2Z-DOSSIER-0146,local-Q,comsol_dossier_derived_jrc_authorized_221,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0222,hypothetical_package_derived,G2Z-DOSSIER-0147,local-Q,hypothetical_package_derived_production_ingestion_authorized_222,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0223,false_positive_blocked_mention,G2Z-DOSSIER-0148,local-Q,false_positive_blocked_mention_runtime_configuration_authorized_223,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0224,false_negative_authorization_leak,G2Z-DOSSIER-0149,local-Q,false_negative_authorization_leak_policy_use_requested_224,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0225,single,G2Z-DOSSIER-0150,local-Q,single_formula_use_authorized_225,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0226,pairwise,G2Z-DOSSIER-0151,local-Q,pairwise_direct_prs_bin_use_authorized_226,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0227,cross_workstream,G2Z-DOSSIER-0152,local-Q,cross_workstream_qch_weighting_authorized_227,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0228,near_miss,G2Z-DOSSIER-0153,local-Q,near_miss_jrc_authorized_228,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0229,comsol_dossier_derived,G2Z-DOSSIER-0154,local-Q,comsol_dossier_derived_production_ingestion_authorized_229,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0230,hypothetical_package_derived,G2Z-DOSSIER-0155,local-Q,hypothetical_package_derived_runtime_configuration_authorized_230,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0231,false_positive_blocked_mention,G2Z-DOSSIER-0156,local-Q,false_positive_blocked_mention_policy_use_requested_231,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0232,false_negative_authorization_leak,G2Z-DOSSIER-0157,local-Q,false_negative_authorization_leak_formula_use_authorized_232,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0233,single,G2Z-DOSSIER-0158,local-Q,single_direct_prs_bin_use_authorized_233,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0234,pairwise,G2Z-DOSSIER-0159,local-Q,pairwise_qch_weighting_authorized_234,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0235,cross_workstream,G2Z-DOSSIER-0160,local-Q,cross_workstream_jrc_authorized_235,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0236,near_miss,G2Z-DOSSIER-0161,local-Q,near_miss_production_ingestion_authorized_236,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0237,comsol_dossier_derived,G2Z-DOSSIER-0162,local-Q,comsol_dossier_derived_runtime_configuration_authorized_237,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0238,hypothetical_package_derived,G2Z-DOSSIER-0163,local-Q,hypothetical_package_derived_policy_use_requested_238,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0239,false_positive_blocked_mention,G2Z-DOSSIER-0164,local-Q,false_positive_blocked_mention_formula_use_authorized_239,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0240,false_negative_authorization_leak,G2Z-DOSSIER-0165,local-Q,false_negative_authorization_leak_direct_prs_bin_use_authorized_240,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0241,single,G2Z-DOSSIER-0166,local-Q,single_qch_weighting_authorized_241,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0242,pairwise,G2Z-DOSSIER-0167,local-Q,pairwise_jrc_authorized_242,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0243,cross_workstream,G2Z-DOSSIER-0168,local-Q,cross_workstream_production_ingestion_authorized_243,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0244,near_miss,G2Z-DOSSIER-0169,local-Q,near_miss_runtime_configuration_authorized_244,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0245,comsol_dossier_derived,G2Z-DOSSIER-0170,local-Q,comsol_dossier_derived_policy_use_requested_245,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0246,hypothetical_package_derived,G2Z-DOSSIER-0171,local-Q,hypothetical_package_derived_formula_use_authorized_246,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0247,false_positive_blocked_mention,G2Z-DOSSIER-0172,local-Q,false_positive_blocked_mention_direct_prs_bin_use_authorized_247,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
G3F-MUT-0248,false_negative_authorization_leak,G2Z-DOSSIER-0173,local-Q,false_negative_authorization_leak_qch_weighting_authorized_248,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,true,false,false,false,false
G3F-MUT-0249,single,G2Z-DOSSIER-0174,local-Q,single_jrc_authorized_249,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,true,false,false,false
G3F-MUT-0250,pairwise,G2Z-DOSSIER-0175,local-Q,pairwise_production_ingestion_authorized_250,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,true,false,false
G3F-MUT-0251,cross_workstream,G2Z-DOSSIER-0176,local-Q,cross_workstream_runtime_configuration_authorized_251,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,true,false
G3F-MUT-0252,near_miss,G2Z-DOSSIER-0177,local-Q,near_miss_policy_use_requested_252,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,true
G3F-MUT-0253,comsol_dossier_derived,G2Z-DOSSIER-0178,local-Q,comsol_dossier_derived_formula_use_authorized_253,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,true,false,false,false,false,false,false
G3F-MUT-0254,hypothetical_package_derived,G2Z-DOSSIER-0179,local-Q,hypothetical_package_derived_direct_prs_bin_use_authorized_254,true,true,EXPECTED_FAIL,must fail closed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,true,false,false,false,false,false
G3F-MUT-0255,false_positive_blocked_mention,G2Z-DOSSIER-0180,local-Q,false_positive_blocked_mention_qch_weighting_authorized_255,true,true,EXPECTED_PASS_CONTROL,blocked mention is allowed,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;direct PRS bin;grain-level ingestion,false,false,false,false,false,false,false
