mutation_receipt_id,mutation_id,mutation_type,mutation_family,workstream,expected_result,observed_result,nodi_receipt_status,unexpected_pass
G4F-MUT-0172,G3F-MUT-0172,pairwise,authorization_true+accepted_expansion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0173,G3F-MUT-0173,pairwise,authorization_true+accepted_expansion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0174,G3F-MUT-0174,pairwise,authorization_true+accepted_expansion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0175,G3F-MUT-0175,pairwise,authorization_true+q_ch_weighting_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0176,G3F-MUT-0176,pairwise,authorization_true+q_ch_weighting_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0177,G3F-MUT-0177,pairwise,authorization_true+q_ch_weighting_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0178,G3F-MUT-0178,pairwise,authorization_true+JRC_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0179,G3F-MUT-0179,pairwise,authorization_true+JRC_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0180,G3F-MUT-0180,pairwise,authorization_true+JRC_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0181,G3F-MUT-0181,pairwise,authorization_true+production_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0182,G3F-MUT-0182,pairwise,authorization_true+production_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0183,G3F-MUT-0183,pairwise,authorization_true+production_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0184,G3F-MUT-0184,pairwise,authorization_true+runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0185,G3F-MUT-0185,pairwise,authorization_true+runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0186,G3F-MUT-0186,pairwise,authorization_true+runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0187,G3F-MUT-0187,pairwise,authorization_true+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0188,G3F-MUT-0188,pairwise,authorization_true+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0189,G3F-MUT-0189,pairwise,authorization_true+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0190,G3F-MUT-0190,pairwise,authorization_true+formal_qch_false_positive,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0191,G3F-MUT-0191,pairwise,authorization_true+formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0192,G3F-MUT-0192,pairwise,authorization_true+formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0193,G3F-MUT-0193,pairwise,authorization_true+220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0194,G3F-MUT-0194,pairwise,authorization_true+220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0195,G3F-MUT-0195,pairwise,authorization_true+220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0196,G3F-MUT-0196,pairwise,authorization_true+D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0197,G3F-MUT-0197,pairwise,authorization_true+D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0198,G3F-MUT-0198,pairwise,authorization_true+D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0199,G3F-MUT-0199,pairwise,authorization_true+missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0200,G3F-MUT-0200,pairwise,authorization_true+missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0201,G3F-MUT-0201,pairwise,authorization_true+missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0202,G3F-MUT-0202,pairwise,authorization_true+edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0203,G3F-MUT-0203,pairwise,authorization_true+edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0204,G3F-MUT-0204,pairwise,authorization_true+edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0205,G3F-MUT-0205,pairwise,authorization_true+non_contiguous_bins,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0206,G3F-MUT-0206,pairwise,authorization_true+non_contiguous_bins,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0207,G3F-MUT-0207,pairwise,authorization_true+non_contiguous_bins,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0208,G3F-MUT-0208,pairwise,authorization_true+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0209,G3F-MUT-0209,pairwise,authorization_true+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0210,G3F-MUT-0210,pairwise,authorization_true+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0211,G3F-MUT-0211,pairwise,authorization_true+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0212,G3F-MUT-0212,pairwise,authorization_true+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0213,G3F-MUT-0213,pairwise,authorization_true+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0214,G3F-MUT-0214,pairwise,authorization_true+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0215,G3F-MUT-0215,pairwise,authorization_true+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0216,G3F-MUT-0216,pairwise,authorization_true+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0217,G3F-MUT-0217,pairwise,authorization_true+row_count_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0218,G3F-MUT-0218,pairwise,authorization_true+row_count_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0219,G3F-MUT-0219,pairwise,authorization_true+row_count_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0220,G3F-MUT-0220,pairwise,authorization_true+template_marked_evidence,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0221,G3F-MUT-0221,pairwise,authorization_true+template_marked_evidence,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0222,G3F-MUT-0222,pairwise,authorization_true+template_marked_evidence,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0223,G3F-MUT-0223,pairwise,authorization_true+policy_use_requested,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0224,G3F-MUT-0224,pairwise,authorization_true+policy_use_requested,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0225,G3F-MUT-0225,pairwise,authorization_true+policy_use_requested,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0226,G3F-MUT-0226,pairwise,authorization_true+cross_workstream_contamination,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0227,G3F-MUT-0227,pairwise,authorization_true+cross_workstream_contamination,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0228,G3F-MUT-0228,pairwise,authorization_true+cross_workstream_contamination,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0229,G3F-MUT-0229,pairwise,authorization_true+dossier_derived_missing_binding,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0230,G3F-MUT-0230,pairwise,authorization_true+dossier_derived_missing_binding,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0231,G3F-MUT-0231,pairwise,authorization_true+dossier_derived_missing_binding,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0232,G3F-MUT-0232,pairwise,authorization_true+dependency_derived_run_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0233,G3F-MUT-0233,pairwise,authorization_true+dependency_derived_run_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0234,G3F-MUT-0234,pairwise,authorization_true+dependency_derived_run_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0235,G3F-MUT-0235,pairwise,authorization_true+probe_package_auth_leak,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0236,G3F-MUT-0236,pairwise,authorization_true+probe_package_auth_leak,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0237,G3F-MUT-0237,pairwise,authorization_true+probe_package_auth_leak,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0238,G3F-MUT-0238,pairwise,formula_true+direct_prs_bin_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0239,G3F-MUT-0239,pairwise,formula_true+direct_prs_bin_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0240,G3F-MUT-0240,pairwise,formula_true+direct_prs_bin_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0241,G3F-MUT-0241,pairwise,formula_true+grain_ingestion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0242,G3F-MUT-0242,pairwise,formula_true+grain_ingestion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0243,G3F-MUT-0243,pairwise,formula_true+grain_ingestion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0244,G3F-MUT-0244,pairwise,formula_true+accepted_expansion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0245,G3F-MUT-0245,pairwise,formula_true+accepted_expansion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0246,G3F-MUT-0246,pairwise,formula_true+accepted_expansion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0247,G3F-MUT-0247,pairwise,formula_true+q_ch_weighting_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0248,G3F-MUT-0248,pairwise,formula_true+q_ch_weighting_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0249,G3F-MUT-0249,pairwise,formula_true+q_ch_weighting_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0250,G3F-MUT-0250,pairwise,formula_true+JRC_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0251,G3F-MUT-0251,pairwise,formula_true+JRC_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0252,G3F-MUT-0252,pairwise,formula_true+JRC_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0253,G3F-MUT-0253,pairwise,formula_true+production_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0254,G3F-MUT-0254,pairwise,formula_true+production_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0255,G3F-MUT-0255,pairwise,formula_true+production_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0256,G3F-MUT-0256,pairwise,formula_true+runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0257,G3F-MUT-0257,pairwise,formula_true+runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0258,G3F-MUT-0258,pairwise,formula_true+runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0259,G3F-MUT-0259,pairwise,formula_true+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0260,G3F-MUT-0260,pairwise,formula_true+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0261,G3F-MUT-0261,pairwise,formula_true+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0262,G3F-MUT-0262,pairwise,formula_true+formal_qch_false_positive,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0263,G3F-MUT-0263,pairwise,formula_true+formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0264,G3F-MUT-0264,pairwise,formula_true+formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0265,G3F-MUT-0265,pairwise,formula_true+220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0266,G3F-MUT-0266,pairwise,formula_true+220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0267,G3F-MUT-0267,pairwise,formula_true+220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0268,G3F-MUT-0268,pairwise,formula_true+D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0269,G3F-MUT-0269,pairwise,formula_true+D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0270,G3F-MUT-0270,pairwise,formula_true+D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0271,G3F-MUT-0271,pairwise,formula_true+missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0272,G3F-MUT-0272,pairwise,formula_true+missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0273,G3F-MUT-0273,pairwise,formula_true+missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0274,G3F-MUT-0274,pairwise,formula_true+edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0275,G3F-MUT-0275,pairwise,formula_true+edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0276,G3F-MUT-0276,pairwise,formula_true+edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0277,G3F-MUT-0277,pairwise,formula_true+non_contiguous_bins,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0278,G3F-MUT-0278,pairwise,formula_true+non_contiguous_bins,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0279,G3F-MUT-0279,pairwise,formula_true+non_contiguous_bins,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0280,G3F-MUT-0280,pairwise,formula_true+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0281,G3F-MUT-0281,pairwise,formula_true+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0282,G3F-MUT-0282,pairwise,formula_true+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0283,G3F-MUT-0283,pairwise,formula_true+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0284,G3F-MUT-0284,pairwise,formula_true+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0285,G3F-MUT-0285,pairwise,formula_true+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0286,G3F-MUT-0286,pairwise,formula_true+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0287,G3F-MUT-0287,pairwise,formula_true+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0288,G3F-MUT-0288,pairwise,formula_true+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0289,G3F-MUT-0289,pairwise,formula_true+row_count_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0290,G3F-MUT-0290,pairwise,formula_true+row_count_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0291,G3F-MUT-0291,pairwise,formula_true+row_count_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0292,G3F-MUT-0292,pairwise,formula_true+template_marked_evidence,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0293,G3F-MUT-0293,pairwise,formula_true+template_marked_evidence,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0294,G3F-MUT-0294,pairwise,formula_true+template_marked_evidence,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0295,G3F-MUT-0295,pairwise,formula_true+policy_use_requested,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0296,G3F-MUT-0296,pairwise,formula_true+policy_use_requested,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0297,G3F-MUT-0297,pairwise,formula_true+policy_use_requested,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0298,G3F-MUT-0298,pairwise,formula_true+cross_workstream_contamination,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0299,G3F-MUT-0299,pairwise,formula_true+cross_workstream_contamination,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0300,G3F-MUT-0300,pairwise,formula_true+cross_workstream_contamination,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0301,G3F-MUT-0301,pairwise,formula_true+dossier_derived_missing_binding,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0302,G3F-MUT-0302,pairwise,formula_true+dossier_derived_missing_binding,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0303,G3F-MUT-0303,pairwise,formula_true+dossier_derived_missing_binding,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0304,G3F-MUT-0304,pairwise,formula_true+dependency_derived_run_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0305,G3F-MUT-0305,pairwise,formula_true+dependency_derived_run_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0306,G3F-MUT-0306,pairwise,formula_true+dependency_derived_run_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0307,G3F-MUT-0307,pairwise,formula_true+probe_package_auth_leak,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0308,G3F-MUT-0308,pairwise,formula_true+probe_package_auth_leak,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0309,G3F-MUT-0309,pairwise,formula_true+probe_package_auth_leak,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0310,G3F-MUT-0310,pairwise,direct_prs_bin_true+grain_ingestion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0311,G3F-MUT-0311,pairwise,direct_prs_bin_true+grain_ingestion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0312,G3F-MUT-0312,pairwise,direct_prs_bin_true+grain_ingestion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0313,G3F-MUT-0313,pairwise,direct_prs_bin_true+accepted_expansion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0314,G3F-MUT-0314,pairwise,direct_prs_bin_true+accepted_expansion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0315,G3F-MUT-0315,pairwise,direct_prs_bin_true+accepted_expansion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0316,G3F-MUT-0316,pairwise,direct_prs_bin_true+q_ch_weighting_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0317,G3F-MUT-0317,pairwise,direct_prs_bin_true+q_ch_weighting_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0318,G3F-MUT-0318,pairwise,direct_prs_bin_true+q_ch_weighting_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0319,G3F-MUT-0319,pairwise,direct_prs_bin_true+JRC_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0320,G3F-MUT-0320,pairwise,direct_prs_bin_true+JRC_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0321,G3F-MUT-0321,pairwise,direct_prs_bin_true+JRC_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0322,G3F-MUT-0322,pairwise,direct_prs_bin_true+production_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0323,G3F-MUT-0323,pairwise,direct_prs_bin_true+production_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0324,G3F-MUT-0324,pairwise,direct_prs_bin_true+production_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0325,G3F-MUT-0325,pairwise,direct_prs_bin_true+runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
G4F-MUT-0326,G3F-MUT-0326,pairwise,direct_prs_bin_true+runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,MATCH_EXPECTED_FAIL,false
