mutation_id,family,expected_result,observed_result,match_status,unexpected_pass,forbidden_promotion,gate2d_row_count_drift
G13H-MUT-03816,runtime_clipped_mismatch,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03817,micro_nano_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03818,fluidic_proxy_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03819,comsol_gate12_head_drift,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03820,qch_jrc_yield_winner_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03821,production_runtime_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03822,missing_descriptor_hash,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03823,source_grain_borrowing,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03824,unbound_promotion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03825,angle_convention,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03826,alpha_theta_conversion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03827,W_top_depth_extreme,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03828,W_bottom_negative,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03829,W_bottom_zero,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03830,W_bottom_tiny,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03831,W_bottom_valid,PASS_REVIEW_ONLY_CONTROL,PASS_REVIEW_ONLY_CONTROL,MATCH_EXPECTED,false,false,false
G13H-MUT-03832,runtime_clipped_mismatch,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03833,micro_nano_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03834,fluidic_proxy_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03835,comsol_gate12_head_drift,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03836,qch_jrc_yield_winner_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03837,production_runtime_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03838,missing_descriptor_hash,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03839,source_grain_borrowing,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03840,unbound_promotion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03841,angle_convention,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03842,alpha_theta_conversion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03843,W_top_depth_extreme,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03844,W_bottom_negative,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03845,W_bottom_zero,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03846,W_bottom_tiny,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03847,W_bottom_valid,PASS_REVIEW_ONLY_CONTROL,PASS_REVIEW_ONLY_CONTROL,MATCH_EXPECTED,false,false,false
G13H-MUT-03848,runtime_clipped_mismatch,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03849,micro_nano_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03850,fluidic_proxy_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03851,comsol_gate12_head_drift,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03852,qch_jrc_yield_winner_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03853,production_runtime_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03854,missing_descriptor_hash,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03855,source_grain_borrowing,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03856,unbound_promotion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03857,angle_convention,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03858,alpha_theta_conversion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03859,W_top_depth_extreme,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03860,W_bottom_negative,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03861,W_bottom_zero,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03862,W_bottom_tiny,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03863,W_bottom_valid,PASS_REVIEW_ONLY_CONTROL,PASS_REVIEW_ONLY_CONTROL,MATCH_EXPECTED,false,false,false
G13H-MUT-03864,runtime_clipped_mismatch,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03865,micro_nano_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03866,fluidic_proxy_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03867,comsol_gate12_head_drift,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03868,qch_jrc_yield_winner_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03869,production_runtime_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03870,missing_descriptor_hash,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03871,source_grain_borrowing,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03872,unbound_promotion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03873,angle_convention,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03874,alpha_theta_conversion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03875,W_top_depth_extreme,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03876,W_bottom_negative,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03877,W_bottom_zero,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03878,W_bottom_tiny,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03879,W_bottom_valid,PASS_REVIEW_ONLY_CONTROL,PASS_REVIEW_ONLY_CONTROL,MATCH_EXPECTED,false,false,false
G13H-MUT-03880,runtime_clipped_mismatch,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03881,micro_nano_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03882,fluidic_proxy_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03883,comsol_gate12_head_drift,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03884,qch_jrc_yield_winner_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03885,production_runtime_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03886,missing_descriptor_hash,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03887,source_grain_borrowing,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03888,unbound_promotion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03889,angle_convention,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03890,alpha_theta_conversion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03891,W_top_depth_extreme,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03892,W_bottom_negative,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03893,W_bottom_zero,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03894,W_bottom_tiny,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03895,W_bottom_valid,PASS_REVIEW_ONLY_CONTROL,PASS_REVIEW_ONLY_CONTROL,MATCH_EXPECTED,false,false,false
G13H-MUT-03896,runtime_clipped_mismatch,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03897,micro_nano_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03898,fluidic_proxy_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03899,comsol_gate12_head_drift,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03900,qch_jrc_yield_winner_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03901,production_runtime_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03902,missing_descriptor_hash,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03903,source_grain_borrowing,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03904,unbound_promotion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03905,angle_convention,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03906,alpha_theta_conversion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03907,W_top_depth_extreme,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03908,W_bottom_negative,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03909,W_bottom_zero,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03910,W_bottom_tiny,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03911,W_bottom_valid,PASS_REVIEW_ONLY_CONTROL,PASS_REVIEW_ONLY_CONTROL,MATCH_EXPECTED,false,false,false
G13H-MUT-03912,runtime_clipped_mismatch,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03913,micro_nano_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03914,fluidic_proxy_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03915,comsol_gate12_head_drift,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03916,qch_jrc_yield_winner_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03917,production_runtime_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03918,missing_descriptor_hash,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03919,source_grain_borrowing,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03920,unbound_promotion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03921,angle_convention,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03922,alpha_theta_conversion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03923,W_top_depth_extreme,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03924,W_bottom_negative,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03925,W_bottom_zero,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03926,W_bottom_tiny,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03927,W_bottom_valid,PASS_REVIEW_ONLY_CONTROL,PASS_REVIEW_ONLY_CONTROL,MATCH_EXPECTED,false,false,false
G13H-MUT-03928,runtime_clipped_mismatch,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03929,micro_nano_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03930,fluidic_proxy_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03931,comsol_gate12_head_drift,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03932,qch_jrc_yield_winner_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03933,production_runtime_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03934,missing_descriptor_hash,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03935,source_grain_borrowing,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03936,unbound_promotion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03937,angle_convention,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03938,alpha_theta_conversion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03939,W_top_depth_extreme,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03940,W_bottom_negative,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03941,W_bottom_zero,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03942,W_bottom_tiny,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03943,W_bottom_valid,PASS_REVIEW_ONLY_CONTROL,PASS_REVIEW_ONLY_CONTROL,MATCH_EXPECTED,false,false,false
G13H-MUT-03944,runtime_clipped_mismatch,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03945,micro_nano_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03946,fluidic_proxy_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03947,comsol_gate12_head_drift,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03948,qch_jrc_yield_winner_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03949,production_runtime_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03950,missing_descriptor_hash,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03951,source_grain_borrowing,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03952,unbound_promotion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03953,angle_convention,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03954,alpha_theta_conversion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03955,W_top_depth_extreme,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03956,W_bottom_negative,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03957,W_bottom_zero,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03958,W_bottom_tiny,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03959,W_bottom_valid,PASS_REVIEW_ONLY_CONTROL,PASS_REVIEW_ONLY_CONTROL,MATCH_EXPECTED,false,false,false
G13H-MUT-03960,runtime_clipped_mismatch,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03961,micro_nano_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03962,fluidic_proxy_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03963,comsol_gate12_head_drift,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03964,qch_jrc_yield_winner_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03965,production_runtime_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03966,missing_descriptor_hash,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03967,source_grain_borrowing,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03968,unbound_promotion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03969,angle_convention,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03970,alpha_theta_conversion,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03971,W_top_depth_extreme,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03972,W_bottom_negative,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03973,W_bottom_zero,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03974,W_bottom_tiny,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03975,W_bottom_valid,PASS_REVIEW_ONLY_CONTROL,PASS_REVIEW_ONLY_CONTROL,MATCH_EXPECTED,false,false,false
G13H-MUT-03976,runtime_clipped_mismatch,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03977,micro_nano_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03978,fluidic_proxy_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03979,comsol_gate12_head_drift,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03980,qch_jrc_yield_winner_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
G13H-MUT-03981,production_runtime_spoof,FAIL_CLOSED_OR_QUARANTINE,FAIL_CLOSED_OR_QUARANTINE,MATCH_EXPECTED,false,false,false
