rc4_field_id,field_name,field_category,default_value,authorization_default,contract_status
G3E-RC4-FIELD-0238,required_evidence,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0239,required_evidence_to_upgrade,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0240,required_fields_present,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0241,required_for_positive_fixture,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0242,required_next_gate,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0243,required_nodi_checks_to_upgrade,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0244,required_nodi_next_gate,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0245,required_nodi_policy,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0246,required_nodi_review,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0247,required_output_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0248,required_seeds,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0249,required_validation_checks,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0250,requirement_area,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0251,requirement_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0252,requires_conservativeness_check,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0253,requires_loss_error_semantics,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0254,requires_monotonicity_check,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0255,requires_new_comsol_export,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0256,requires_new_comsol_solve,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0257,requires_nodi_acceptance,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0258,requires_nodi_edge20_definition_hash,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0259,requires_nodi_prs_recheck,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0260,requires_nodi_prs_verdict,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0261,residence_numerator,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0262,residence_total,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0263,result,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0264,review_method_candidate,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0265,review_only_until_nodi_approval,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0266,route_coverage,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0267,route_family,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0268,route_geometry_id_comsol,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0269,route_id_nodi,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0270,route_key,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0271,route_key_candidate,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0272,route_view_diameter_bin_binding_available,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0273,route_view_diameter_bin_binding_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0274,row_count,mandatory_for_future_evidence,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0275,row_identity,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0276,row_identity_available,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0277,row_identity_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0278,run_label,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0279,runtime_configuration_authorized,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0280,sample_policy,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0281,sample_row_count_read,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0282,schema_field_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0283,schema_version,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0284,semantics_area,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0285,semantics_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0286,sha256,mandatory_for_future_evidence,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0287,sidewall_deg,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0288,source_artifact,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0289,source_candidate_export_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0290,source_crosswalk_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0291,source_edge4_artifact,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0292,source_edge_skeleton_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0293,source_family,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0294,source_gate2f_edge_evidence_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0295,source_geometry_hash,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0296,source_row_count,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0297,source_row_identity,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0298,source_row_type,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0299,source_rows_covered,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0300,source_schema_path,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0301,source_schema_sha256,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0302,source_sha256,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0303,source_sha_available,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0304,source_sha_provenance_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0305,source_solve_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0306,source_solve_provenance_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0307,source_validator_path,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0308,source_validator_sha256,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0309,state_changed_this_gate,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0310,structural_coverage_proof_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0311,structural_proof_boundary,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0312,structural_proof_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0313,success_criteria,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0314,synthetic_binding_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0315,synthetic_fixture_not_evidence,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0316,synthetic_fixture_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0317,synthetic_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0318,template_only,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0319,template_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0320,tpd_alignment_source,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0321,tpd_bin_basis,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0322,tpd_bin_label,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0323,tpd_case_or_artifact_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0324,tpd_edge4_bin_label,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0325,tpd_edge_bin_label,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0326,tpd_edge_norm_max,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0327,tpd_edge_norm_min,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0328,tpd_proxy_aggregation_basis,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0329,tpd_scope,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0330,transform_hint,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0331,trial_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0332,uncertainty_flag,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0333,uncertainty_or_review_flag,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0334,units,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0335,units_available,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0336,units_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0337,validation_link,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0338,validation_plan,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0339,velocity_numerator,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0340,velocity_total,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0341,volume_entity_count,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0342,weighting_basis,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0343,what_it_allows,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0344,what_it_does_not_allow,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0345,why_not_direct_prs_bin,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0346,why_not_stronger,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0347,width_coverage,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0348,width_family,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0349,width_group_um,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0350,width_or_route_family,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0351,workstream,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
