closure_id,simulation_row_id,source_probe_row_id,workstream,probe_category,comsol_expected_disposition,comsol_simulated_disposition,comsol_actual_source_before_gate5,nodi_gate4_actual_disposition,nodi_gate4_conformance_status,nodi_gate4_mismatch_class,closure_classification,true_policy_conflict,pending_closed,evidence_accepted,authorization_opened
G5B-CLOSURE-0081,G4C-SIM-0081,G3E-BINDING-001,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0082,G4C-SIM-0082,G3E-BINDING-002,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0083,G4C-SIM-0083,G3E-BINDING-003,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0084,G4C-SIM-0084,G3E-BINDING-004,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,HARMLESS_LABEL_DELTA,false,true,false,false
G5B-CLOSURE-0085,G4C-SIM-0085,G3E-BINDING-005,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,ADAPTER_GAP_CLOSED,false,true,false,false
G5B-CLOSURE-0086,G4C-SIM-0086,G3E-BINDING-006,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0087,G4C-SIM-0087,G3E-BINDING-007,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0088,G4C-SIM-0088,G3E-BINDING-008,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0089,G4C-SIM-0089,G3E-BINDING-009,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,HARMLESS_LABEL_DELTA,false,true,false,false
G5B-CLOSURE-0090,G4C-SIM-0090,G3E-BINDING-010,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,ADAPTER_GAP_CLOSED,false,true,false,false
G5B-CLOSURE-0091,G4C-SIM-0091,G3E-BINDING-011,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0092,G4C-SIM-0092,G3E-BINDING-012,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0093,G4C-SIM-0093,G3E-BINDING-013,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0094,G4C-SIM-0094,G3E-BINDING-014,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,HARMLESS_LABEL_DELTA,false,true,false,false
G5B-CLOSURE-0095,G4C-SIM-0095,G3E-BINDING-015,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,ADAPTER_GAP_CLOSED,false,true,false,false
G5B-CLOSURE-0096,G4C-SIM-0096,G3E-BINDING-016,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0097,G4C-SIM-0097,G3E-BINDING-017,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0098,G4C-SIM-0098,G3E-BINDING-018,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0099,G4C-SIM-0099,G3E-BINDING-019,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,HARMLESS_LABEL_DELTA,false,true,false,false
G5B-CLOSURE-0100,G4C-SIM-0100,G3E-BINDING-020,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,ADAPTER_GAP_CLOSED,false,true,false,false
G5B-CLOSURE-0101,G4C-SIM-0101,G3E-BINDING-021,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0102,G4C-SIM-0102,G3E-BINDING-022,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0103,G4C-SIM-0103,G3E-BINDING-023,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0104,G4C-SIM-0104,G3E-BINDING-024,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,HARMLESS_LABEL_DELTA,false,true,false,false
G5B-CLOSURE-0105,G4C-SIM-0105,G3E-BINDING-025,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,ADAPTER_GAP_CLOSED,false,true,false,false
G5B-CLOSURE-0106,G4C-SIM-0106,G3E-BINDING-026,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0107,G4C-SIM-0107,G3E-BINDING-027,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0108,G4C-SIM-0108,G3E-BINDING-028,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0109,G4C-SIM-0109,G3E-BINDING-029,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,HARMLESS_LABEL_DELTA,false,true,false,false
G5B-CLOSURE-0110,G4C-SIM-0110,G3E-BINDING-030,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,ADAPTER_GAP_CLOSED,false,true,false,false
G5B-CLOSURE-0111,G4C-SIM-0111,G3E-BINDING-031,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0112,G4C-SIM-0112,G3E-BINDING-032,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0113,G4C-SIM-0113,G3E-BINDING-033,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0114,G4C-SIM-0114,G3E-BINDING-034,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,HARMLESS_LABEL_DELTA,false,true,false,false
G5B-CLOSURE-0115,G4C-SIM-0115,G3E-BINDING-035,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,ADAPTER_GAP_CLOSED,false,true,false,false
G5B-CLOSURE-0116,G4C-SIM-0116,G3E-BINDING-036,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0117,G4C-SIM-0117,G3E-BINDING-037,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0118,G4C-SIM-0118,G3E-BINDING-038,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,MATCH,none,EXACT_MATCH,false,true,false,false
G5B-CLOSURE-0119,G4C-SIM-0119,G3E-BINDING-039,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PENDING_NODI_GATE4_ACTUAL,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,HARMLESS_LABEL_DELTA,false,true,false,false
G5B-CLOSURE-0120,G4C-SIM-0120,G3E-BINDING-040,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,PENDING_NODI_GATE4_ACTUAL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,ADAPTER_GAP_CLOSED,false,true,false,false
