union_id,source_side,mutation_id,mutation_family,workstream,expected_result,observed_result,unexpected_pass,authorization_promotion,gate2d_row_count_guard 
G6E-UNION-00584,NODI_GATE5F,G3F-MUT-0584,JRC_true+D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00585,NODI_GATE5F,G3F-MUT-0585,JRC_true+D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00586,NODI_GATE5F,G3F-MUT-0586,JRC_true+missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00587,NODI_GATE5F,G3F-MUT-0587,JRC_true+missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00588,NODI_GATE5F,G3F-MUT-0588,JRC_true+missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00589,NODI_GATE5F,G3F-MUT-0589,JRC_true+edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00590,NODI_GATE5F,G3F-MUT-0590,JRC_true+edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00591,NODI_GATE5F,G3F-MUT-0591,JRC_true+edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00592,NODI_GATE5F,G3F-MUT-0592,JRC_true+non_contiguous_bins,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00593,NODI_GATE5F,G3F-MUT-0593,JRC_true+non_contiguous_bins,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00594,NODI_GATE5F,G3F-MUT-0594,JRC_true+non_contiguous_bins,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00595,NODI_GATE5F,G3F-MUT-0595,JRC_true+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00596,NODI_GATE5F,G3F-MUT-0596,JRC_true+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00597,NODI_GATE5F,G3F-MUT-0597,JRC_true+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00598,NODI_GATE5F,G3F-MUT-0598,JRC_true+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00599,NODI_GATE5F,G3F-MUT-0599,JRC_true+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00600,NODI_GATE5F,G3F-MUT-0600,JRC_true+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00601,NODI_GATE5F,G3F-MUT-0601,JRC_true+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00602,NODI_GATE5F,G3F-MUT-0602,JRC_true+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00603,NODI_GATE5F,G3F-MUT-0603,JRC_true+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00604,NODI_GATE5F,G3F-MUT-0604,JRC_true+row_count_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00605,NODI_GATE5F,G3F-MUT-0605,JRC_true+row_count_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00606,NODI_GATE5F,G3F-MUT-0606,JRC_true+row_count_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00607,NODI_GATE5F,G3F-MUT-0607,JRC_true+template_marked_evidence,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00608,NODI_GATE5F,G3F-MUT-0608,JRC_true+template_marked_evidence,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00609,NODI_GATE5F,G3F-MUT-0609,JRC_true+template_marked_evidence,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00610,NODI_GATE5F,G3F-MUT-0610,JRC_true+policy_use_requested,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00611,NODI_GATE5F,G3F-MUT-0611,JRC_true+policy_use_requested,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00612,NODI_GATE5F,G3F-MUT-0612,JRC_true+policy_use_requested,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00613,NODI_GATE5F,G3F-MUT-0613,JRC_true+cross_workstream_contamination,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00614,NODI_GATE5F,G3F-MUT-0614,JRC_true+cross_workstream_contamination,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00615,NODI_GATE5F,G3F-MUT-0615,JRC_true+cross_workstream_contamination,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00616,NODI_GATE5F,G3F-MUT-0616,JRC_true+dossier_derived_missing_binding,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00617,NODI_GATE5F,G3F-MUT-0617,JRC_true+dossier_derived_missing_binding,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00618,NODI_GATE5F,G3F-MUT-0618,JRC_true+dossier_derived_missing_binding,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00619,NODI_GATE5F,G3F-MUT-0619,JRC_true+dependency_derived_run_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00620,NODI_GATE5F,G3F-MUT-0620,JRC_true+dependency_derived_run_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00621,NODI_GATE5F,G3F-MUT-0621,JRC_true+dependency_derived_run_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00622,NODI_GATE5F,G3F-MUT-0622,JRC_true+probe_package_auth_leak,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00623,NODI_GATE5F,G3F-MUT-0623,JRC_true+probe_package_auth_leak,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00624,NODI_GATE5F,G3F-MUT-0624,JRC_true+probe_package_auth_leak,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00625,NODI_GATE5F,G3F-MUT-0625,production_true+runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00626,NODI_GATE5F,G3F-MUT-0626,production_true+runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00627,NODI_GATE5F,G3F-MUT-0627,production_true+runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00628,NODI_GATE5F,G3F-MUT-0628,production_true+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00629,NODI_GATE5F,G3F-MUT-0629,production_true+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00630,NODI_GATE5F,G3F-MUT-0630,production_true+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00631,NODI_GATE5F,G3F-MUT-0631,production_true+formal_qch_false_positive,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00632,NODI_GATE5F,G3F-MUT-0632,production_true+formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00633,NODI_GATE5F,G3F-MUT-0633,production_true+formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00634,NODI_GATE5F,G3F-MUT-0634,production_true+220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00635,NODI_GATE5F,G3F-MUT-0635,production_true+220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00636,NODI_GATE5F,G3F-MUT-0636,production_true+220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00637,NODI_GATE5F,G3F-MUT-0637,production_true+D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00638,NODI_GATE5F,G3F-MUT-0638,production_true+D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00639,NODI_GATE5F,G3F-MUT-0639,production_true+D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00640,NODI_GATE5F,G3F-MUT-0640,production_true+missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00641,NODI_GATE5F,G3F-MUT-0641,production_true+missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00642,NODI_GATE5F,G3F-MUT-0642,production_true+missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00643,NODI_GATE5F,G3F-MUT-0643,production_true+edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00644,NODI_GATE5F,G3F-MUT-0644,production_true+edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00645,NODI_GATE5F,G3F-MUT-0645,production_true+edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00646,NODI_GATE5F,G3F-MUT-0646,production_true+non_contiguous_bins,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00647,NODI_GATE5F,G3F-MUT-0647,production_true+non_contiguous_bins,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00648,NODI_GATE5F,G3F-MUT-0648,production_true+non_contiguous_bins,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00649,NODI_GATE5F,G3F-MUT-0649,production_true+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00650,NODI_GATE5F,G3F-MUT-0650,production_true+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00651,NODI_GATE5F,G3F-MUT-0651,production_true+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00652,NODI_GATE5F,G3F-MUT-0652,production_true+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00653,NODI_GATE5F,G3F-MUT-0653,production_true+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00654,NODI_GATE5F,G3F-MUT-0654,production_true+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00655,NODI_GATE5F,G3F-MUT-0655,production_true+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00656,NODI_GATE5F,G3F-MUT-0656,production_true+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00657,NODI_GATE5F,G3F-MUT-0657,production_true+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00658,NODI_GATE5F,G3F-MUT-0658,production_true+row_count_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00659,NODI_GATE5F,G3F-MUT-0659,production_true+row_count_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00660,NODI_GATE5F,G3F-MUT-0660,production_true+row_count_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00661,NODI_GATE5F,G3F-MUT-0661,production_true+template_marked_evidence,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00662,NODI_GATE5F,G3F-MUT-0662,production_true+template_marked_evidence,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00663,NODI_GATE5F,G3F-MUT-0663,production_true+template_marked_evidence,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00664,NODI_GATE5F,G3F-MUT-0664,production_true+policy_use_requested,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00665,NODI_GATE5F,G3F-MUT-0665,production_true+policy_use_requested,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00666,NODI_GATE5F,G3F-MUT-0666,production_true+policy_use_requested,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00667,NODI_GATE5F,G3F-MUT-0667,production_true+cross_workstream_contamination,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00668,NODI_GATE5F,G3F-MUT-0668,production_true+cross_workstream_contamination,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00669,NODI_GATE5F,G3F-MUT-0669,production_true+cross_workstream_contamination,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00670,NODI_GATE5F,G3F-MUT-0670,production_true+dossier_derived_missing_binding,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00671,NODI_GATE5F,G3F-MUT-0671,production_true+dossier_derived_missing_binding,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00672,NODI_GATE5F,G3F-MUT-0672,production_true+dossier_derived_missing_binding,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00673,NODI_GATE5F,G3F-MUT-0673,production_true+dependency_derived_run_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00674,NODI_GATE5F,G3F-MUT-0674,production_true+dependency_derived_run_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00675,NODI_GATE5F,G3F-MUT-0675,production_true+dependency_derived_run_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00676,NODI_GATE5F,G3F-MUT-0676,production_true+probe_package_auth_leak,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00677,NODI_GATE5F,G3F-MUT-0677,production_true+probe_package_auth_leak,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00678,NODI_GATE5F,G3F-MUT-0678,production_true+probe_package_auth_leak,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00679,NODI_GATE5F,G3F-MUT-0679,runtime_true+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00680,NODI_GATE5F,G3F-MUT-0680,runtime_true+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00681,NODI_GATE5F,G3F-MUT-0681,runtime_true+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00682,NODI_GATE5F,G3F-MUT-0682,runtime_true+formal_qch_false_positive,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00683,NODI_GATE5F,G3F-MUT-0683,runtime_true+formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00684,NODI_GATE5F,G3F-MUT-0684,runtime_true+formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00685,NODI_GATE5F,G3F-MUT-0685,runtime_true+220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00686,NODI_GATE5F,G3F-MUT-0686,runtime_true+220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00687,NODI_GATE5F,G3F-MUT-0687,runtime_true+220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00688,NODI_GATE5F,G3F-MUT-0688,runtime_true+D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00689,NODI_GATE5F,G3F-MUT-0689,runtime_true+D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00690,NODI_GATE5F,G3F-MUT-0690,runtime_true+D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00691,NODI_GATE5F,G3F-MUT-0691,runtime_true+missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00692,NODI_GATE5F,G3F-MUT-0692,runtime_true+missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00693,NODI_GATE5F,G3F-MUT-0693,runtime_true+missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00694,NODI_GATE5F,G3F-MUT-0694,runtime_true+edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00695,NODI_GATE5F,G3F-MUT-0695,runtime_true+edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00696,NODI_GATE5F,G3F-MUT-0696,runtime_true+edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00697,NODI_GATE5F,G3F-MUT-0697,runtime_true+non_contiguous_bins,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00698,NODI_GATE5F,G3F-MUT-0698,runtime_true+non_contiguous_bins,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00699,NODI_GATE5F,G3F-MUT-0699,runtime_true+non_contiguous_bins,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00700,NODI_GATE5F,G3F-MUT-0700,runtime_true+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00701,NODI_GATE5F,G3F-MUT-0701,runtime_true+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00702,NODI_GATE5F,G3F-MUT-0702,runtime_true+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00703,NODI_GATE5F,G3F-MUT-0703,runtime_true+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00704,NODI_GATE5F,G3F-MUT-0704,runtime_true+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00705,NODI_GATE5F,G3F-MUT-0705,runtime_true+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00706,NODI_GATE5F,G3F-MUT-0706,runtime_true+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00707,NODI_GATE5F,G3F-MUT-0707,runtime_true+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00708,NODI_GATE5F,G3F-MUT-0708,runtime_true+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00709,NODI_GATE5F,G3F-MUT-0709,runtime_true+row_count_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00710,NODI_GATE5F,G3F-MUT-0710,runtime_true+row_count_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00711,NODI_GATE5F,G3F-MUT-0711,runtime_true+row_count_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00712,NODI_GATE5F,G3F-MUT-0712,runtime_true+template_marked_evidence,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00713,NODI_GATE5F,G3F-MUT-0713,runtime_true+template_marked_evidence,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00714,NODI_GATE5F,G3F-MUT-0714,runtime_true+template_marked_evidence,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00715,NODI_GATE5F,G3F-MUT-0715,runtime_true+policy_use_requested,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00716,NODI_GATE5F,G3F-MUT-0716,runtime_true+policy_use_requested,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00717,NODI_GATE5F,G3F-MUT-0717,runtime_true+policy_use_requested,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00718,NODI_GATE5F,G3F-MUT-0718,runtime_true+cross_workstream_contamination,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00719,NODI_GATE5F,G3F-MUT-0719,runtime_true+cross_workstream_contamination,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00720,NODI_GATE5F,G3F-MUT-0720,runtime_true+cross_workstream_contamination,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00721,NODI_GATE5F,G3F-MUT-0721,runtime_true+dossier_derived_missing_binding,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00722,NODI_GATE5F,G3F-MUT-0722,runtime_true+dossier_derived_missing_binding,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00723,NODI_GATE5F,G3F-MUT-0723,runtime_true+dossier_derived_missing_binding,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00724,NODI_GATE5F,G3F-MUT-0724,runtime_true+dependency_derived_run_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00725,NODI_GATE5F,G3F-MUT-0725,runtime_true+dependency_derived_run_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00726,NODI_GATE5F,G3F-MUT-0726,runtime_true+dependency_derived_run_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00727,NODI_GATE5F,G3F-MUT-0727,runtime_true+probe_package_auth_leak,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00728,NODI_GATE5F,G3F-MUT-0728,runtime_true+probe_package_auth_leak,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00729,NODI_GATE5F,G3F-MUT-0729,runtime_true+probe_package_auth_leak,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00730,NODI_GATE5F,G3F-MUT-0730,numeric_bound_invented+formal_qch_false_positive,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00731,NODI_GATE5F,G3F-MUT-0731,numeric_bound_invented+formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00732,NODI_GATE5F,G3F-MUT-0732,numeric_bound_invented+formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00733,NODI_GATE5F,G3F-MUT-0733,numeric_bound_invented+220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00734,NODI_GATE5F,G3F-MUT-0734,numeric_bound_invented+220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00735,NODI_GATE5F,G3F-MUT-0735,numeric_bound_invented+220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
