compatibility_id,source_version,target_version,canonical_field,present_in_source,present_in_rc51,compatibility_class,package_disposition,requires_user_authorization,hard_incompatible
G7D-RC3-0240,RC3,RC5.1,reproducibility_check_required,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0241,RC3,RC5.1,reproducibility_group_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0242,RC3,RC5.1,reproducibility_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0243,RC3,RC5.1,required_comsol_export_change,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0244,RC3,RC5.1,required_evidence,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0245,RC3,RC5.1,required_evidence_to_upgrade,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0246,RC3,RC5.1,required_fields_present,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0247,RC3,RC5.1,required_for_positive_fixture,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0248,RC3,RC5.1,required_next_gate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0249,RC3,RC5.1,required_nodi_checks_to_upgrade,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0250,RC3,RC5.1,required_nodi_next_gate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0251,RC3,RC5.1,required_nodi_policy,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0252,RC3,RC5.1,required_nodi_review,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0253,RC3,RC5.1,required_output_if_future_authorized,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC3-0254,RC3,RC5.1,required_output_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0255,RC3,RC5.1,required_seeds,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0256,RC3,RC5.1,required_validation_checks,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0257,RC3,RC5.1,requirement_area,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0258,RC3,RC5.1,requirement_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0259,RC3,RC5.1,requires_conservativeness_check,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0260,RC3,RC5.1,requires_loss_error_semantics,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0261,RC3,RC5.1,requires_monotonicity_check,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0262,RC3,RC5.1,requires_new_comsol_export,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0263,RC3,RC5.1,requires_new_comsol_solve,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0264,RC3,RC5.1,requires_nodi_acceptance,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0265,RC3,RC5.1,requires_nodi_edge20_definition_hash,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0266,RC3,RC5.1,requires_nodi_prs_recheck,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0267,RC3,RC5.1,requires_nodi_prs_verdict,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0268,RC3,RC5.1,residence_numerator,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0269,RC3,RC5.1,residence_total,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0270,RC3,RC5.1,result,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC3-0271,RC3,RC5.1,review_method_candidate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0272,RC3,RC5.1,review_only_until_nodi_approval,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0273,RC3,RC5.1,route_coverage,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0274,RC3,RC5.1,route_family,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0275,RC3,RC5.1,route_geometry_id_comsol,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0276,RC3,RC5.1,route_id_nodi,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0277,RC3,RC5.1,route_key,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0278,RC3,RC5.1,route_key_candidate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0279,RC3,RC5.1,route_view_diameter_bin_binding_available,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0280,RC3,RC5.1,route_view_diameter_bin_binding_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0281,RC3,RC5.1,row_count,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0282,RC3,RC5.1,row_grain,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC3-0283,RC3,RC5.1,row_identity,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0284,RC3,RC5.1,row_identity_available,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0285,RC3,RC5.1,row_identity_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0286,RC3,RC5.1,run_label,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0287,RC3,RC5.1,runtime_configuration_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0288,RC3,RC5.1,sample_policy,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0289,RC3,RC5.1,sample_row_count_read,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0290,RC3,RC5.1,schema_field_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0291,RC3,RC5.1,schema_version,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0292,RC3,RC5.1,semantics_area,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0293,RC3,RC5.1,semantics_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0294,RC3,RC5.1,sha256,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0295,RC3,RC5.1,sidewall_deg,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0296,RC3,RC5.1,source_artifact,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0297,RC3,RC5.1,source_candidate_export_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0298,RC3,RC5.1,source_crosswalk_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0299,RC3,RC5.1,source_edge4_artifact,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0300,RC3,RC5.1,source_edge_skeleton_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0301,RC3,RC5.1,source_family,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0302,RC3,RC5.1,source_gate2f_edge_evidence_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0303,RC3,RC5.1,source_geometry_hash,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0304,RC3,RC5.1,source_row_count,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0305,RC3,RC5.1,source_row_identity,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0306,RC3,RC5.1,source_row_type,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0307,RC3,RC5.1,source_rows_covered,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0308,RC3,RC5.1,source_schema_path,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0309,RC3,RC5.1,source_schema_sha256,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0310,RC3,RC5.1,source_sha256,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0311,RC3,RC5.1,source_sha_available,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0312,RC3,RC5.1,source_sha_provenance_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0313,RC3,RC5.1,source_sha_requirement,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC3-0314,RC3,RC5.1,source_solve_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0315,RC3,RC5.1,source_solve_provenance_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0316,RC3,RC5.1,source_validator_path,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0317,RC3,RC5.1,source_validator_sha256,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0318,RC3,RC5.1,state_changed_this_gate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0319,RC3,RC5.1,structural_coverage_proof_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0320,RC3,RC5.1,structural_proof_boundary,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0321,RC3,RC5.1,structural_proof_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0322,RC3,RC5.1,success_criteria,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0323,RC3,RC5.1,synthetic_binding_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0324,RC3,RC5.1,synthetic_fixture_not_evidence,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0325,RC3,RC5.1,synthetic_fixture_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0326,RC3,RC5.1,synthetic_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0327,RC3,RC5.1,template_only,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0328,RC3,RC5.1,template_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0329,RC3,RC5.1,tpd_alignment_source,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0330,RC3,RC5.1,tpd_bin_basis,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0331,RC3,RC5.1,tpd_bin_label,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0332,RC3,RC5.1,tpd_case_or_artifact_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0333,RC3,RC5.1,tpd_edge4_bin_label,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0334,RC3,RC5.1,tpd_edge_bin_label,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0335,RC3,RC5.1,tpd_edge_norm_max,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0336,RC3,RC5.1,tpd_edge_norm_min,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0337,RC3,RC5.1,tpd_proxy_aggregation_basis,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0338,RC3,RC5.1,tpd_scope,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0339,RC3,RC5.1,transform_hint,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0340,RC3,RC5.1,trial_id,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC3-0341,RC3,RC5.1,unbound_reason_if_any,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0342,RC3,RC5.1,uncertainty_flag,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0343,RC3,RC5.1,uncertainty_or_review_flag,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0344,RC3,RC5.1,units,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0345,RC3,RC5.1,units_available,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0346,RC3,RC5.1,units_requirement,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC3-0347,RC3,RC5.1,units_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0348,RC3,RC5.1,validation_link,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0349,RC3,RC5.1,validation_plan,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0350,RC3,RC5.1,velocity_numerator,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0351,RC3,RC5.1,velocity_total,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0352,RC3,RC5.1,volume_entity_count,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0353,RC3,RC5.1,w_nominal_nm,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0354,RC3,RC5.1,weighting_basis,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0355,RC3,RC5.1,what_it_allows,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0356,RC3,RC5.1,what_it_does_not_allow,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0357,RC3,RC5.1,why_not_direct_prs_bin,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0358,RC3,RC5.1,why_not_stronger,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0359,RC3,RC5.1,width_coverage,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0360,RC3,RC5.1,width_family,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0361,RC3,RC5.1,width_group_um,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0362,RC3,RC5.1,width_or_route_family,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0363,RC3,RC5.1,workstream,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC3-0364,RC3,RC5.1,would_require_comsol_run,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC3-0365,RC3,RC5.1,would_require_mph_load,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0001,RC4,RC5.1,_source_file,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0002,RC4,RC5.1,accepted_context_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0003,RC4,RC5.1,accepted_row_expansion_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0004,RC4,RC5.1,affected_rows,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0005,RC4,RC5.1,aggregation_error_bound_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0006,RC4,RC5.1,aggregation_rule,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0007,RC4,RC5.1,allowed_use,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0008,RC4,RC5.1,allowed_value_or_domain,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0009,RC4,RC5.1,artifact_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0010,RC4,RC5.1,artifact_level_context_candidate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0011,RC4,RC5.1,artifact_path,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0012,RC4,RC5.1,authorization_flags_false,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0013,RC4,RC5.1,authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0014,RC4,RC5.1,auto_map_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0015,RC4,RC5.1,bin_basis,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0016,RC4,RC5.1,bin_coverage,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0017,RC4,RC5.1,bin_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0018,RC4,RC5.1,binding_blocker,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0019,RC4,RC5.1,binding_fail_closed,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0020,RC4,RC5.1,binding_repair_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0021,RC4,RC5.1,binding_template_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0022,RC4,RC5.1,blocked_class,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0023,RC4,RC5.1,blocked_until,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0024,RC4,RC5.1,blocked_use,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0025,RC4,RC5.1,blocker_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0026,RC4,RC5.1,blocker_if_any,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0027,RC4,RC5.1,blocker_preserved,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0028,RC4,RC5.1,blocker_reason,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0029,RC4,RC5.1,blocker_type,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0030,RC4,RC5.1,can_be_done_without_new_comsol_solve,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0031,RC4,RC5.1,can_close_reason,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0032,RC4,RC5.1,can_close_work_order,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0033,RC4,RC5.1,can_fix_without_new_comsol_solve,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0034,RC4,RC5.1,can_repair_without_new_solve,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0035,RC4,RC5.1,candidate_claim,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0036,RC4,RC5.1,candidate_edge20_bins_covered,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0037,RC4,RC5.1,candidate_export_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0038,RC4,RC5.1,candidate_prs_edge20_end_1based,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0039,RC4,RC5.1,candidate_prs_edge20_ids,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0040,RC4,RC5.1,candidate_prs_edge20_start_1based,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0041,RC4,RC5.1,candidate_route_family,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0042,RC4,RC5.1,candidate_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0043,RC4,RC5.1,carry_forward_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0044,RC4,RC5.1,case_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0045,RC4,RC5.1,check_definition,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0046,RC4,RC5.1,check_name,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0047,RC4,RC5.1,checks,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0048,RC4,RC5.1,chi_selected_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0049,RC4,RC5.1,claim_boundary,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0050,RC4,RC5.1,claim_promotion_authorized_now,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0051,RC4,RC5.1,columns,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0052,RC4,RC5.1,comsol_artifact_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0053,RC4,RC5.1,comsol_artifact_path,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0054,RC4,RC5.1,comsol_evidence_or_gap,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0055,RC4,RC5.1,comsol_gate2g_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0056,RC4,RC5.1,comsol_gate_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0057,RC4,RC5.1,comsol_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0058,RC4,RC5.1,conservativeness_check_required,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0059,RC4,RC5.1,conservativeness_metric,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0060,RC4,RC5.1,conservativeness_rule,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0061,RC4,RC5.1,conservativeness_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0062,RC4,RC5.1,consumer_candidate,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0063,RC4,RC5.1,coverage_complete,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0064,RC4,RC5.1,coverage_contiguous,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0065,RC4,RC5.1,coverage_nonoverlap_claim_scope,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0066,RC4,RC5.1,current_blocker,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0067,RC4,RC5.1,current_source,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0068,RC4,RC5.1,current_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0069,RC4,RC5.1,current_support_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0070,RC4,RC5.1,d_nm,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0071,RC4,RC5.1,decision_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0072,RC4,RC5.1,depth_coverage,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0073,RC4,RC5.1,depth_family,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0074,RC4,RC5.1,depth_or_channel_family,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0075,RC4,RC5.1,depth_um,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0076,RC4,RC5.1,derived_artifact,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0077,RC4,RC5.1,description,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0078,RC4,RC5.1,diagnostic_check_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0079,RC4,RC5.1,diameter_binding_status,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0080,RC4,RC5.1,diameter_coverage,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0081,RC4,RC5.1,diameter_nm,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0082,RC4,RC5.1,direct_prs_bin_claim_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0083,RC4,RC5.1,direct_prs_bin_use_authorized,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0084,RC4,RC5.1,direct_prs_bin_use_authorized_default,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0085,RC4,RC5.1,disposition,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0086,RC4,RC5.1,distribution_type_required,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0087,RC4,RC5.1,dossier_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0088,RC4,RC5.1,edge20_bin_count,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0089,RC4,RC5.1,edge20_bin_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0090,RC4,RC5.1,edge20_bins_covered,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0091,RC4,RC5.1,edge20_definition_hash,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0092,RC4,RC5.1,edge20_reference_units,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0093,RC4,RC5.1,edge20_reference_value,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0094,RC4,RC5.1,edge4_aggregate_value,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0095,RC4,RC5.1,edge4_bin_label,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0096,RC4,RC5.1,edge4_max,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0097,RC4,RC5.1,edge4_min,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0098,RC4,RC5.1,edge4_to_edge20_policy,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0099,RC4,RC5.1,edge_bin_label,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0100,RC4,RC5.1,edge_deliverable_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0101,RC4,RC5.1,edge_norm_max,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0102,RC4,RC5.1,edge_norm_min,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0103,RC4,RC5.1,error_bound_lower,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0104,RC4,RC5.1,error_bound_upper,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0105,RC4,RC5.1,error_loss_semantics,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0106,RC4,RC5.1,evidence_class,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0107,RC4,RC5.1,evidence_row_id,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0108,RC4,RC5.1,exact_claim_made_by_comsol,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0109,RC4,RC5.1,exact_nodi_prs_match_claim,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0110,RC4,RC5.1,exact_prs_match_claim_by_comsol,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0111,RC4,RC5.1,example_value_policy,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0112,RC4,RC5.1,expected_base_edge_bins,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0113,RC4,RC5.1,expected_events_per_base_bin_per_seed,true,true,backward-compatible alias,adapter dry-run allowed,false,false
G7D-RC4-0114,RC4,RC5.1,expected_nodi_disposition,false,true,producer-only optional,adapter dry-run allowed,false,false
G7D-RC4-0115,RC4,RC5.1,expected_result_enum,true,true,backward-compatible alias,adapter dry-run allowed,false,false
