corpus_id,source,case_family,workstream,expected_disposition,not_evidence 
G7F-CORPUS-01387,NODI_GATE5F,dependency_recipe_execution_marker+accepted_expansion_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01388,NODI_GATE5F,dependency_recipe_execution_marker+accepted_expansion_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01389,NODI_GATE5F,dependency_recipe_execution_marker+accepted_expansion_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01390,NODI_GATE5F,dependency_recipe_execution_marker+accepted_expansion_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01391,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_weighting_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01392,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_weighting_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01393,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_weighting_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01394,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_weighting_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01395,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_weighting_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01396,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_weighting_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01397,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_eta_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01398,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_eta_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01399,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_eta_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01400,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_eta_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01401,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_eta_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-01402,NODI_GATE5F,dependency_recipe_execution_marker+q_ch_eta_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01403,NODI_GATE5F,dependency_recipe_execution_marker+chi_selected_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01404,NODI_GATE5F,dependency_recipe_execution_marker+chi_selected_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01405,NODI_GATE5F,dependency_recipe_execution_marker+chi_selected_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01406,NODI_GATE5F,dependency_recipe_execution_marker+chi_selected_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01407,NODI_GATE5F,dependency_recipe_execution_marker+chi_selected_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01408,NODI_GATE5F,dependency_recipe_execution_marker+chi_selected_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01409,NODI_GATE5F,dependency_recipe_execution_marker+JRC_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01410,NODI_GATE5F,dependency_recipe_execution_marker+JRC_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01411,NODI_GATE5F,dependency_recipe_execution_marker+JRC_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01412,NODI_GATE5F,dependency_recipe_execution_marker+JRC_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01413,NODI_GATE5F,dependency_recipe_execution_marker+JRC_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-01414,NODI_GATE5F,dependency_recipe_execution_marker+JRC_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01415,NODI_GATE5F,dependency_recipe_execution_marker+numeric_bound_invented,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01416,NODI_GATE5F,dependency_recipe_execution_marker+numeric_bound_invented,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01417,NODI_GATE5F,dependency_recipe_execution_marker+numeric_bound_invented,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01418,NODI_GATE5F,dependency_recipe_execution_marker+numeric_bound_invented,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01419,NODI_GATE5F,dependency_recipe_execution_marker+numeric_bound_invented,V4,REJECT_BLOCKED,true
G7F-CORPUS-01420,NODI_GATE5F,dependency_recipe_execution_marker+numeric_bound_invented,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01421,NODI_GATE5F,dependency_recipe_execution_marker+formal_qch_sidecar_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01422,NODI_GATE5F,dependency_recipe_execution_marker+formal_qch_sidecar_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01423,NODI_GATE5F,dependency_recipe_execution_marker+formal_qch_sidecar_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01424,NODI_GATE5F,dependency_recipe_execution_marker+formal_qch_sidecar_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01425,NODI_GATE5F,dependency_recipe_execution_marker+formal_qch_sidecar_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01426,NODI_GATE5F,dependency_recipe_execution_marker+formal_qch_sidecar_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01427,NODI_GATE5F,dependency_recipe_execution_marker+edge_policy_approved_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01428,NODI_GATE5F,dependency_recipe_execution_marker+edge_policy_approved_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01429,NODI_GATE5F,dependency_recipe_execution_marker+edge_policy_approved_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01430,NODI_GATE5F,dependency_recipe_execution_marker+edge_policy_approved_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01431,NODI_GATE5F,dependency_recipe_execution_marker+edge_policy_approved_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01432,NODI_GATE5F,dependency_recipe_execution_marker+edge_policy_approved_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01433,NODI_GATE5F,dependency_recipe_execution_marker+binding_220_auto_map,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01434,NODI_GATE5F,dependency_recipe_execution_marker+binding_220_auto_map,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01435,NODI_GATE5F,dependency_recipe_execution_marker+binding_220_auto_map,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01436,NODI_GATE5F,dependency_recipe_execution_marker+binding_220_auto_map,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01437,NODI_GATE5F,dependency_recipe_execution_marker+binding_220_auto_map,V4,REJECT_BLOCKED,true
G7F-CORPUS-01438,NODI_GATE5F,dependency_recipe_execution_marker+binding_220_auto_map,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01439,NODI_GATE5F,dependency_recipe_execution_marker+binding_D1200_borrow_D900,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01440,NODI_GATE5F,dependency_recipe_execution_marker+binding_D1200_borrow_D900,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01441,NODI_GATE5F,dependency_recipe_execution_marker+binding_D1200_borrow_D900,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01442,NODI_GATE5F,dependency_recipe_execution_marker+binding_D1200_borrow_D900,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01443,NODI_GATE5F,dependency_recipe_execution_marker+binding_D1200_borrow_D900,V4,REJECT_BLOCKED,true
G7F-CORPUS-01444,NODI_GATE5F,dependency_recipe_execution_marker+binding_D1200_borrow_D900,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01445,NODI_GATE5F,dependency_recipe_execution_marker+binding_missing_NODI_view,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01446,NODI_GATE5F,dependency_recipe_execution_marker+binding_missing_NODI_view,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01447,NODI_GATE5F,dependency_recipe_execution_marker+binding_missing_NODI_view,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01448,NODI_GATE5F,dependency_recipe_execution_marker+binding_missing_NODI_view,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01449,NODI_GATE5F,dependency_recipe_execution_marker+binding_missing_NODI_view,V4,REJECT_BLOCKED,true
G7F-CORPUS-01450,NODI_GATE5F,dependency_recipe_execution_marker+binding_missing_NODI_view,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01451,NODI_GATE5F,dependency_recipe_execution_marker+localq_promoted_to_weighting,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01452,NODI_GATE5F,dependency_recipe_execution_marker+localq_promoted_to_weighting,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01453,NODI_GATE5F,dependency_recipe_execution_marker+localq_promoted_to_weighting,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01454,NODI_GATE5F,dependency_recipe_execution_marker+localq_promoted_to_weighting,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01455,NODI_GATE5F,dependency_recipe_execution_marker+localq_promoted_to_weighting,V4,REJECT_BLOCKED,true
G7F-CORPUS-01456,NODI_GATE5F,dependency_recipe_execution_marker+localq_promoted_to_weighting,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01457,NODI_GATE5F,dependency_recipe_execution_marker+v4_runtime_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01458,NODI_GATE5F,dependency_recipe_execution_marker+v4_runtime_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01459,NODI_GATE5F,dependency_recipe_execution_marker+v4_runtime_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01460,NODI_GATE5F,dependency_recipe_execution_marker+v4_runtime_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01461,NODI_GATE5F,dependency_recipe_execution_marker+v4_runtime_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01462,NODI_GATE5F,dependency_recipe_execution_marker+v4_runtime_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01463,NODI_GATE5F,dependency_recipe_execution_marker+strong_claim_positive_output,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01464,NODI_GATE5F,dependency_recipe_execution_marker+strong_claim_positive_output,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01465,NODI_GATE5F,dependency_recipe_execution_marker+strong_claim_positive_output,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01466,NODI_GATE5F,dependency_recipe_execution_marker+strong_claim_positive_output,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01467,NODI_GATE5F,dependency_recipe_execution_marker+strong_claim_positive_output,V4,REJECT_BLOCKED,true
G7F-CORPUS-01468,NODI_GATE5F,dependency_recipe_execution_marker+strong_claim_positive_output,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01469,NODI_GATE5F,dependency_recipe_execution_marker+missing_source_sha,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01470,NODI_GATE5F,dependency_recipe_execution_marker+missing_source_sha,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01471,NODI_GATE5F,dependency_recipe_execution_marker+missing_source_sha,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01472,NODI_GATE5F,dependency_recipe_execution_marker+missing_source_sha,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01473,NODI_GATE5F,dependency_recipe_execution_marker+missing_source_sha,V4,REJECT_BLOCKED,true
G7F-CORPUS-01474,NODI_GATE5F,dependency_recipe_execution_marker+missing_source_sha,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01475,NODI_GATE5F,dependency_recipe_execution_marker+missing_units,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01476,NODI_GATE5F,dependency_recipe_execution_marker+missing_units,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01477,NODI_GATE5F,dependency_recipe_execution_marker+missing_units,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01478,NODI_GATE5F,dependency_recipe_execution_marker+missing_units,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01479,NODI_GATE5F,dependency_recipe_execution_marker+missing_units,V4,REJECT_BLOCKED,true
G7F-CORPUS-01480,NODI_GATE5F,dependency_recipe_execution_marker+missing_units,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01481,NODI_GATE5F,dependency_recipe_execution_marker+missing_normalization,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01482,NODI_GATE5F,dependency_recipe_execution_marker+missing_normalization,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01483,NODI_GATE5F,dependency_recipe_execution_marker+missing_normalization,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01484,NODI_GATE5F,dependency_recipe_execution_marker+missing_normalization,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01485,NODI_GATE5F,dependency_recipe_execution_marker+missing_normalization,V4,REJECT_BLOCKED,true
G7F-CORPUS-01486,NODI_GATE5F,dependency_recipe_execution_marker+missing_normalization,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01487,NODI_GATE5F,owner_ledger_current_action_true+authorization_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01488,NODI_GATE5F,owner_ledger_current_action_true+authorization_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01489,NODI_GATE5F,owner_ledger_current_action_true+authorization_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01490,NODI_GATE5F,owner_ledger_current_action_true+authorization_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01491,NODI_GATE5F,owner_ledger_current_action_true+authorization_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01492,NODI_GATE5F,owner_ledger_current_action_true+authorization_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01493,NODI_GATE5F,owner_ledger_current_action_true+formula_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01494,NODI_GATE5F,owner_ledger_current_action_true+formula_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01495,NODI_GATE5F,owner_ledger_current_action_true+formula_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01496,NODI_GATE5F,owner_ledger_current_action_true+formula_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01497,NODI_GATE5F,owner_ledger_current_action_true+formula_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01498,NODI_GATE5F,owner_ledger_current_action_true+formula_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01499,NODI_GATE5F,owner_ledger_current_action_true+direct_prs_bin_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01500,NODI_GATE5F,owner_ledger_current_action_true+direct_prs_bin_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01501,NODI_GATE5F,owner_ledger_current_action_true+direct_prs_bin_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01502,NODI_GATE5F,owner_ledger_current_action_true+direct_prs_bin_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01503,NODI_GATE5F,owner_ledger_current_action_true+direct_prs_bin_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01504,NODI_GATE5F,owner_ledger_current_action_true+direct_prs_bin_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01505,NODI_GATE5F,owner_ledger_current_action_true+grain_ingestion_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01506,NODI_GATE5F,owner_ledger_current_action_true+grain_ingestion_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01507,NODI_GATE5F,owner_ledger_current_action_true+grain_ingestion_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01508,NODI_GATE5F,owner_ledger_current_action_true+grain_ingestion_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01509,NODI_GATE5F,owner_ledger_current_action_true+grain_ingestion_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01510,NODI_GATE5F,owner_ledger_current_action_true+grain_ingestion_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01511,NODI_GATE5F,owner_ledger_current_action_true+accepted_expansion_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01512,NODI_GATE5F,owner_ledger_current_action_true+accepted_expansion_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01513,NODI_GATE5F,owner_ledger_current_action_true+accepted_expansion_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01514,NODI_GATE5F,owner_ledger_current_action_true+accepted_expansion_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01515,NODI_GATE5F,owner_ledger_current_action_true+accepted_expansion_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01516,NODI_GATE5F,owner_ledger_current_action_true+accepted_expansion_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01517,NODI_GATE5F,owner_ledger_current_action_true+q_ch_weighting_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01518,NODI_GATE5F,owner_ledger_current_action_true+q_ch_weighting_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01519,NODI_GATE5F,owner_ledger_current_action_true+q_ch_weighting_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01520,NODI_GATE5F,owner_ledger_current_action_true+q_ch_weighting_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01521,NODI_GATE5F,owner_ledger_current_action_true+q_ch_weighting_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01522,NODI_GATE5F,owner_ledger_current_action_true+q_ch_weighting_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01523,NODI_GATE5F,owner_ledger_current_action_true+q_ch_eta_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01524,NODI_GATE5F,owner_ledger_current_action_true+q_ch_eta_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01525,NODI_GATE5F,owner_ledger_current_action_true+q_ch_eta_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01526,NODI_GATE5F,owner_ledger_current_action_true+q_ch_eta_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01527,NODI_GATE5F,owner_ledger_current_action_true+q_ch_eta_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-01528,NODI_GATE5F,owner_ledger_current_action_true+q_ch_eta_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01529,NODI_GATE5F,owner_ledger_current_action_true+chi_selected_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01530,NODI_GATE5F,owner_ledger_current_action_true+chi_selected_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01531,NODI_GATE5F,owner_ledger_current_action_true+chi_selected_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01532,NODI_GATE5F,owner_ledger_current_action_true+chi_selected_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01533,NODI_GATE5F,owner_ledger_current_action_true+chi_selected_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01534,NODI_GATE5F,owner_ledger_current_action_true+chi_selected_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01535,NODI_GATE5F,owner_ledger_current_action_true+JRC_present,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01536,NODI_GATE5F,owner_ledger_current_action_true+JRC_present,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01537,NODI_GATE5F,owner_ledger_current_action_true+JRC_present,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01538,NODI_GATE5F,owner_ledger_current_action_true+JRC_present,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01539,NODI_GATE5F,owner_ledger_current_action_true+JRC_present,V4,REJECT_BLOCKED,true
G7F-CORPUS-01540,NODI_GATE5F,owner_ledger_current_action_true+JRC_present,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01541,NODI_GATE5F,owner_ledger_current_action_true+numeric_bound_invented,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01542,NODI_GATE5F,owner_ledger_current_action_true+numeric_bound_invented,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01543,NODI_GATE5F,owner_ledger_current_action_true+numeric_bound_invented,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01544,NODI_GATE5F,owner_ledger_current_action_true+numeric_bound_invented,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01545,NODI_GATE5F,owner_ledger_current_action_true+numeric_bound_invented,V4,REJECT_BLOCKED,true
G7F-CORPUS-01546,NODI_GATE5F,owner_ledger_current_action_true+numeric_bound_invented,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01547,NODI_GATE5F,owner_ledger_current_action_true+formal_qch_sidecar_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01548,NODI_GATE5F,owner_ledger_current_action_true+formal_qch_sidecar_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01549,NODI_GATE5F,owner_ledger_current_action_true+formal_qch_sidecar_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01550,NODI_GATE5F,owner_ledger_current_action_true+formal_qch_sidecar_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01551,NODI_GATE5F,owner_ledger_current_action_true+formal_qch_sidecar_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01552,NODI_GATE5F,owner_ledger_current_action_true+formal_qch_sidecar_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01553,NODI_GATE5F,owner_ledger_current_action_true+edge_policy_approved_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01554,NODI_GATE5F,owner_ledger_current_action_true+edge_policy_approved_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01555,NODI_GATE5F,owner_ledger_current_action_true+edge_policy_approved_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01556,NODI_GATE5F,owner_ledger_current_action_true+edge_policy_approved_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01557,NODI_GATE5F,owner_ledger_current_action_true+edge_policy_approved_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01558,NODI_GATE5F,owner_ledger_current_action_true+edge_policy_approved_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01559,NODI_GATE5F,owner_ledger_current_action_true+binding_220_auto_map,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01560,NODI_GATE5F,owner_ledger_current_action_true+binding_220_auto_map,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01561,NODI_GATE5F,owner_ledger_current_action_true+binding_220_auto_map,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01562,NODI_GATE5F,owner_ledger_current_action_true+binding_220_auto_map,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01563,NODI_GATE5F,owner_ledger_current_action_true+binding_220_auto_map,V4,REJECT_BLOCKED,true
G7F-CORPUS-01564,NODI_GATE5F,owner_ledger_current_action_true+binding_220_auto_map,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01565,NODI_GATE5F,owner_ledger_current_action_true+binding_D1200_borrow_D900,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01566,NODI_GATE5F,owner_ledger_current_action_true+binding_D1200_borrow_D900,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01567,NODI_GATE5F,owner_ledger_current_action_true+binding_D1200_borrow_D900,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01568,NODI_GATE5F,owner_ledger_current_action_true+binding_D1200_borrow_D900,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01569,NODI_GATE5F,owner_ledger_current_action_true+binding_D1200_borrow_D900,V4,REJECT_BLOCKED,true
G7F-CORPUS-01570,NODI_GATE5F,owner_ledger_current_action_true+binding_D1200_borrow_D900,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01571,NODI_GATE5F,owner_ledger_current_action_true+binding_missing_NODI_view,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01572,NODI_GATE5F,owner_ledger_current_action_true+binding_missing_NODI_view,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01573,NODI_GATE5F,owner_ledger_current_action_true+binding_missing_NODI_view,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01574,NODI_GATE5F,owner_ledger_current_action_true+binding_missing_NODI_view,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01575,NODI_GATE5F,owner_ledger_current_action_true+binding_missing_NODI_view,V4,REJECT_BLOCKED,true
G7F-CORPUS-01576,NODI_GATE5F,owner_ledger_current_action_true+binding_missing_NODI_view,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01577,NODI_GATE5F,owner_ledger_current_action_true+localq_promoted_to_weighting,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01578,NODI_GATE5F,owner_ledger_current_action_true+localq_promoted_to_weighting,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01579,NODI_GATE5F,owner_ledger_current_action_true+localq_promoted_to_weighting,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01580,NODI_GATE5F,owner_ledger_current_action_true+localq_promoted_to_weighting,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01581,NODI_GATE5F,owner_ledger_current_action_true+localq_promoted_to_weighting,V4,REJECT_BLOCKED,true
G7F-CORPUS-01582,NODI_GATE5F,owner_ledger_current_action_true+localq_promoted_to_weighting,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01583,NODI_GATE5F,owner_ledger_current_action_true+v4_runtime_true,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01584,NODI_GATE5F,owner_ledger_current_action_true+v4_runtime_true,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01585,NODI_GATE5F,owner_ledger_current_action_true+v4_runtime_true,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01586,NODI_GATE5F,owner_ledger_current_action_true+v4_runtime_true,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01587,NODI_GATE5F,owner_ledger_current_action_true+v4_runtime_true,V4,REJECT_BLOCKED,true
G7F-CORPUS-01588,NODI_GATE5F,owner_ledger_current_action_true+v4_runtime_true,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01589,NODI_GATE5F,owner_ledger_current_action_true+strong_claim_positive_output,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01590,NODI_GATE5F,owner_ledger_current_action_true+strong_claim_positive_output,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01591,NODI_GATE5F,owner_ledger_current_action_true+strong_claim_positive_output,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01592,NODI_GATE5F,owner_ledger_current_action_true+strong_claim_positive_output,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01593,NODI_GATE5F,owner_ledger_current_action_true+strong_claim_positive_output,V4,REJECT_BLOCKED,true
G7F-CORPUS-01594,NODI_GATE5F,owner_ledger_current_action_true+strong_claim_positive_output,strong-claim,REJECT_BLOCKED,true
G7F-CORPUS-01595,NODI_GATE5F,owner_ledger_current_action_true+missing_source_sha,EDGE,REJECT_BLOCKED,true
G7F-CORPUS-01596,NODI_GATE5F,owner_ledger_current_action_true+missing_source_sha,QCH,REJECT_BLOCKED,true
G7F-CORPUS-01597,NODI_GATE5F,owner_ledger_current_action_true+missing_source_sha,BINDING,REJECT_BLOCKED,true
G7F-CORPUS-01598,NODI_GATE5F,owner_ledger_current_action_true+missing_source_sha,local-Q,REJECT_BLOCKED,true
G7F-CORPUS-01599,NODI_GATE5F,owner_ledger_current_action_true+missing_source_sha,V4,REJECT_BLOCKED,true
G7F-CORPUS-01600,NODI_GATE5F,owner_ledger_current_action_true+missing_source_sha,strong-claim,REJECT_BLOCKED,true
