mutation_receipt_id,source_side,mutation_id,mutation_type,mutation_family,workstream,expected_result,observed_result,unexpected_pass,forbidden_promotion
G5F-COMSOL-MUT-0163,COMSOL_GATE4G,G4G-MUT-0163,pairwise,comsol_probe_template_only+nodi_emulator_rule_downgrade_attempt,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0164,COMSOL_GATE4G,G4G-MUT-0164,pairwise,comsol_probe_template_only+nodi_emulator_rule_downgrade_attempt,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0165,COMSOL_GATE4G,G4G-MUT-0165,pairwise,comsol_probe_template_only+nodi_emulator_rule_downgrade_attempt,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0166,COMSOL_GATE4G,G4G-MUT-0166,pairwise,comsol_probe_template_only+nodi_emulator_rule_downgrade_attempt,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0167,COMSOL_GATE4G,G4G-MUT-0167,pairwise,comsol_probe_template_only+nodi_emulator_rule_downgrade_attempt,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0168,COMSOL_GATE4G,G4G-MUT-0168,pairwise,comsol_probe_template_only+nodi_emulator_rule_downgrade_attempt,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0169,COMSOL_GATE4G,G4G-MUT-0169,pairwise,comsol_probe_template_only+rc4_rc5_field_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0170,COMSOL_GATE4G,G4G-MUT-0170,pairwise,comsol_probe_template_only+rc4_rc5_field_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0171,COMSOL_GATE4G,G4G-MUT-0171,pairwise,comsol_probe_template_only+rc4_rc5_field_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0172,COMSOL_GATE4G,G4G-MUT-0172,pairwise,comsol_probe_template_only+rc4_rc5_field_mismatch,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0173,COMSOL_GATE4G,G4G-MUT-0173,pairwise,comsol_probe_template_only+rc4_rc5_field_mismatch,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0174,COMSOL_GATE4G,G4G-MUT-0174,pairwise,comsol_probe_template_only+rc4_rc5_field_mismatch,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0175,COMSOL_GATE4G,G4G-MUT-0175,pairwise,comsol_probe_template_only+dependency_recipe_execution_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0176,COMSOL_GATE4G,G4G-MUT-0176,pairwise,comsol_probe_template_only+dependency_recipe_execution_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0177,COMSOL_GATE4G,G4G-MUT-0177,pairwise,comsol_probe_template_only+dependency_recipe_execution_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0178,COMSOL_GATE4G,G4G-MUT-0178,pairwise,comsol_probe_template_only+dependency_recipe_execution_marker,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0179,COMSOL_GATE4G,G4G-MUT-0179,pairwise,comsol_probe_template_only+dependency_recipe_execution_marker,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0180,COMSOL_GATE4G,G4G-MUT-0180,pairwise,comsol_probe_template_only+dependency_recipe_execution_marker,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0181,COMSOL_GATE4G,G4G-MUT-0181,pairwise,comsol_probe_template_only+owner_ledger_current_action_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0182,COMSOL_GATE4G,G4G-MUT-0182,pairwise,comsol_probe_template_only+owner_ledger_current_action_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0183,COMSOL_GATE4G,G4G-MUT-0183,pairwise,comsol_probe_template_only+owner_ledger_current_action_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0184,COMSOL_GATE4G,G4G-MUT-0184,pairwise,comsol_probe_template_only+owner_ledger_current_action_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0185,COMSOL_GATE4G,G4G-MUT-0185,pairwise,comsol_probe_template_only+owner_ledger_current_action_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0186,COMSOL_GATE4G,G4G-MUT-0186,pairwise,comsol_probe_template_only+owner_ledger_current_action_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0187,COMSOL_GATE4G,G4G-MUT-0187,pairwise,comsol_probe_template_only+authorization_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0188,COMSOL_GATE4G,G4G-MUT-0188,pairwise,comsol_probe_template_only+authorization_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0189,COMSOL_GATE4G,G4G-MUT-0189,pairwise,comsol_probe_template_only+authorization_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0190,COMSOL_GATE4G,G4G-MUT-0190,pairwise,comsol_probe_template_only+authorization_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0191,COMSOL_GATE4G,G4G-MUT-0191,pairwise,comsol_probe_template_only+authorization_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0192,COMSOL_GATE4G,G4G-MUT-0192,pairwise,comsol_probe_template_only+authorization_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0193,COMSOL_GATE4G,G4G-MUT-0193,pairwise,comsol_probe_template_only+formula_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0194,COMSOL_GATE4G,G4G-MUT-0194,pairwise,comsol_probe_template_only+formula_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0195,COMSOL_GATE4G,G4G-MUT-0195,pairwise,comsol_probe_template_only+formula_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0196,COMSOL_GATE4G,G4G-MUT-0196,pairwise,comsol_probe_template_only+formula_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0197,COMSOL_GATE4G,G4G-MUT-0197,pairwise,comsol_probe_template_only+formula_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0198,COMSOL_GATE4G,G4G-MUT-0198,pairwise,comsol_probe_template_only+formula_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0199,COMSOL_GATE4G,G4G-MUT-0199,pairwise,comsol_probe_template_only+direct_prs_bin_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0200,COMSOL_GATE4G,G4G-MUT-0200,pairwise,comsol_probe_template_only+direct_prs_bin_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0201,COMSOL_GATE4G,G4G-MUT-0201,pairwise,comsol_probe_template_only+direct_prs_bin_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0202,COMSOL_GATE4G,G4G-MUT-0202,pairwise,comsol_probe_template_only+direct_prs_bin_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0203,COMSOL_GATE4G,G4G-MUT-0203,pairwise,comsol_probe_template_only+direct_prs_bin_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0204,COMSOL_GATE4G,G4G-MUT-0204,pairwise,comsol_probe_template_only+direct_prs_bin_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0205,COMSOL_GATE4G,G4G-MUT-0205,pairwise,comsol_probe_template_only+grain_ingestion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0206,COMSOL_GATE4G,G4G-MUT-0206,pairwise,comsol_probe_template_only+grain_ingestion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0207,COMSOL_GATE4G,G4G-MUT-0207,pairwise,comsol_probe_template_only+grain_ingestion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0208,COMSOL_GATE4G,G4G-MUT-0208,pairwise,comsol_probe_template_only+grain_ingestion_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0209,COMSOL_GATE4G,G4G-MUT-0209,pairwise,comsol_probe_template_only+grain_ingestion_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0210,COMSOL_GATE4G,G4G-MUT-0210,pairwise,comsol_probe_template_only+grain_ingestion_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0211,COMSOL_GATE4G,G4G-MUT-0211,pairwise,comsol_probe_template_only+accepted_expansion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0212,COMSOL_GATE4G,G4G-MUT-0212,pairwise,comsol_probe_template_only+accepted_expansion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0213,COMSOL_GATE4G,G4G-MUT-0213,pairwise,comsol_probe_template_only+accepted_expansion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0214,COMSOL_GATE4G,G4G-MUT-0214,pairwise,comsol_probe_template_only+accepted_expansion_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0215,COMSOL_GATE4G,G4G-MUT-0215,pairwise,comsol_probe_template_only+accepted_expansion_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0216,COMSOL_GATE4G,G4G-MUT-0216,pairwise,comsol_probe_template_only+accepted_expansion_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0217,COMSOL_GATE4G,G4G-MUT-0217,pairwise,comsol_probe_template_only+q_ch_weighting_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0218,COMSOL_GATE4G,G4G-MUT-0218,pairwise,comsol_probe_template_only+q_ch_weighting_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0219,COMSOL_GATE4G,G4G-MUT-0219,pairwise,comsol_probe_template_only+q_ch_weighting_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0220,COMSOL_GATE4G,G4G-MUT-0220,pairwise,comsol_probe_template_only+q_ch_weighting_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0221,COMSOL_GATE4G,G4G-MUT-0221,pairwise,comsol_probe_template_only+q_ch_weighting_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0222,COMSOL_GATE4G,G4G-MUT-0222,pairwise,comsol_probe_template_only+q_ch_weighting_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0223,COMSOL_GATE4G,G4G-MUT-0223,pairwise,comsol_probe_template_only+q_ch_eta_present,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0224,COMSOL_GATE4G,G4G-MUT-0224,pairwise,comsol_probe_template_only+q_ch_eta_present,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0225,COMSOL_GATE4G,G4G-MUT-0225,pairwise,comsol_probe_template_only+q_ch_eta_present,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0226,COMSOL_GATE4G,G4G-MUT-0226,pairwise,comsol_probe_template_only+q_ch_eta_present,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0227,COMSOL_GATE4G,G4G-MUT-0227,pairwise,comsol_probe_template_only+q_ch_eta_present,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0228,COMSOL_GATE4G,G4G-MUT-0228,pairwise,comsol_probe_template_only+q_ch_eta_present,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0229,COMSOL_GATE4G,G4G-MUT-0229,pairwise,comsol_probe_template_only+chi_selected_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0230,COMSOL_GATE4G,G4G-MUT-0230,pairwise,comsol_probe_template_only+chi_selected_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0231,COMSOL_GATE4G,G4G-MUT-0231,pairwise,comsol_probe_template_only+chi_selected_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0232,COMSOL_GATE4G,G4G-MUT-0232,pairwise,comsol_probe_template_only+chi_selected_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0233,COMSOL_GATE4G,G4G-MUT-0233,pairwise,comsol_probe_template_only+chi_selected_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0234,COMSOL_GATE4G,G4G-MUT-0234,pairwise,comsol_probe_template_only+chi_selected_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0235,COMSOL_GATE4G,G4G-MUT-0235,pairwise,comsol_probe_template_only+JRC_present,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0236,COMSOL_GATE4G,G4G-MUT-0236,pairwise,comsol_probe_template_only+JRC_present,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0237,COMSOL_GATE4G,G4G-MUT-0237,pairwise,comsol_probe_template_only+JRC_present,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0238,COMSOL_GATE4G,G4G-MUT-0238,pairwise,comsol_probe_template_only+JRC_present,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0239,COMSOL_GATE4G,G4G-MUT-0239,pairwise,comsol_probe_template_only+JRC_present,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0240,COMSOL_GATE4G,G4G-MUT-0240,pairwise,comsol_probe_template_only+JRC_present,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0241,COMSOL_GATE4G,G4G-MUT-0241,pairwise,comsol_probe_template_only+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0242,COMSOL_GATE4G,G4G-MUT-0242,pairwise,comsol_probe_template_only+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0243,COMSOL_GATE4G,G4G-MUT-0243,pairwise,comsol_probe_template_only+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0244,COMSOL_GATE4G,G4G-MUT-0244,pairwise,comsol_probe_template_only+numeric_bound_invented,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0245,COMSOL_GATE4G,G4G-MUT-0245,pairwise,comsol_probe_template_only+numeric_bound_invented,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0246,COMSOL_GATE4G,G4G-MUT-0246,pairwise,comsol_probe_template_only+numeric_bound_invented,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0247,COMSOL_GATE4G,G4G-MUT-0247,pairwise,comsol_probe_template_only+formal_qch_sidecar_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0248,COMSOL_GATE4G,G4G-MUT-0248,pairwise,comsol_probe_template_only+formal_qch_sidecar_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0249,COMSOL_GATE4G,G4G-MUT-0249,pairwise,comsol_probe_template_only+formal_qch_sidecar_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0250,COMSOL_GATE4G,G4G-MUT-0250,pairwise,comsol_probe_template_only+formal_qch_sidecar_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0251,COMSOL_GATE4G,G4G-MUT-0251,pairwise,comsol_probe_template_only+formal_qch_sidecar_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0252,COMSOL_GATE4G,G4G-MUT-0252,pairwise,comsol_probe_template_only+formal_qch_sidecar_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0253,COMSOL_GATE4G,G4G-MUT-0253,pairwise,comsol_probe_template_only+edge_policy_approved_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0254,COMSOL_GATE4G,G4G-MUT-0254,pairwise,comsol_probe_template_only+edge_policy_approved_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0255,COMSOL_GATE4G,G4G-MUT-0255,pairwise,comsol_probe_template_only+edge_policy_approved_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0256,COMSOL_GATE4G,G4G-MUT-0256,pairwise,comsol_probe_template_only+edge_policy_approved_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0257,COMSOL_GATE4G,G4G-MUT-0257,pairwise,comsol_probe_template_only+edge_policy_approved_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0258,COMSOL_GATE4G,G4G-MUT-0258,pairwise,comsol_probe_template_only+edge_policy_approved_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0259,COMSOL_GATE4G,G4G-MUT-0259,pairwise,comsol_probe_template_only+binding_220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0260,COMSOL_GATE4G,G4G-MUT-0260,pairwise,comsol_probe_template_only+binding_220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0261,COMSOL_GATE4G,G4G-MUT-0261,pairwise,comsol_probe_template_only+binding_220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0262,COMSOL_GATE4G,G4G-MUT-0262,pairwise,comsol_probe_template_only+binding_220_auto_map,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0263,COMSOL_GATE4G,G4G-MUT-0263,pairwise,comsol_probe_template_only+binding_220_auto_map,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0264,COMSOL_GATE4G,G4G-MUT-0264,pairwise,comsol_probe_template_only+binding_220_auto_map,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0265,COMSOL_GATE4G,G4G-MUT-0265,pairwise,comsol_probe_template_only+binding_D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0266,COMSOL_GATE4G,G4G-MUT-0266,pairwise,comsol_probe_template_only+binding_D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0267,COMSOL_GATE4G,G4G-MUT-0267,pairwise,comsol_probe_template_only+binding_D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0268,COMSOL_GATE4G,G4G-MUT-0268,pairwise,comsol_probe_template_only+binding_D1200_borrow_D900,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0269,COMSOL_GATE4G,G4G-MUT-0269,pairwise,comsol_probe_template_only+binding_D1200_borrow_D900,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0270,COMSOL_GATE4G,G4G-MUT-0270,pairwise,comsol_probe_template_only+binding_D1200_borrow_D900,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0271,COMSOL_GATE4G,G4G-MUT-0271,pairwise,comsol_probe_template_only+binding_missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0272,COMSOL_GATE4G,G4G-MUT-0272,pairwise,comsol_probe_template_only+binding_missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0273,COMSOL_GATE4G,G4G-MUT-0273,pairwise,comsol_probe_template_only+binding_missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0274,COMSOL_GATE4G,G4G-MUT-0274,pairwise,comsol_probe_template_only+binding_missing_NODI_view,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0275,COMSOL_GATE4G,G4G-MUT-0275,pairwise,comsol_probe_template_only+binding_missing_NODI_view,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0276,COMSOL_GATE4G,G4G-MUT-0276,pairwise,comsol_probe_template_only+binding_missing_NODI_view,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0277,COMSOL_GATE4G,G4G-MUT-0277,pairwise,comsol_probe_template_only+localq_promoted_to_weighting,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0278,COMSOL_GATE4G,G4G-MUT-0278,pairwise,comsol_probe_template_only+localq_promoted_to_weighting,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0279,COMSOL_GATE4G,G4G-MUT-0279,pairwise,comsol_probe_template_only+localq_promoted_to_weighting,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0280,COMSOL_GATE4G,G4G-MUT-0280,pairwise,comsol_probe_template_only+localq_promoted_to_weighting,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0281,COMSOL_GATE4G,G4G-MUT-0281,pairwise,comsol_probe_template_only+localq_promoted_to_weighting,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0282,COMSOL_GATE4G,G4G-MUT-0282,pairwise,comsol_probe_template_only+localq_promoted_to_weighting,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0283,COMSOL_GATE4G,G4G-MUT-0283,pairwise,comsol_probe_template_only+v4_runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0284,COMSOL_GATE4G,G4G-MUT-0284,pairwise,comsol_probe_template_only+v4_runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0285,COMSOL_GATE4G,G4G-MUT-0285,pairwise,comsol_probe_template_only+v4_runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0286,COMSOL_GATE4G,G4G-MUT-0286,pairwise,comsol_probe_template_only+v4_runtime_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0287,COMSOL_GATE4G,G4G-MUT-0287,pairwise,comsol_probe_template_only+v4_runtime_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0288,COMSOL_GATE4G,G4G-MUT-0288,pairwise,comsol_probe_template_only+v4_runtime_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0289,COMSOL_GATE4G,G4G-MUT-0289,pairwise,comsol_probe_template_only+strong_claim_positive_output,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0290,COMSOL_GATE4G,G4G-MUT-0290,pairwise,comsol_probe_template_only+strong_claim_positive_output,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0291,COMSOL_GATE4G,G4G-MUT-0291,pairwise,comsol_probe_template_only+strong_claim_positive_output,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0292,COMSOL_GATE4G,G4G-MUT-0292,pairwise,comsol_probe_template_only+strong_claim_positive_output,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0293,COMSOL_GATE4G,G4G-MUT-0293,pairwise,comsol_probe_template_only+strong_claim_positive_output,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0294,COMSOL_GATE4G,G4G-MUT-0294,pairwise,comsol_probe_template_only+strong_claim_positive_output,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0295,COMSOL_GATE4G,G4G-MUT-0295,pairwise,comsol_probe_template_only+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0296,COMSOL_GATE4G,G4G-MUT-0296,pairwise,comsol_probe_template_only+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0297,COMSOL_GATE4G,G4G-MUT-0297,pairwise,comsol_probe_template_only+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0298,COMSOL_GATE4G,G4G-MUT-0298,pairwise,comsol_probe_template_only+missing_source_sha,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0299,COMSOL_GATE4G,G4G-MUT-0299,pairwise,comsol_probe_template_only+missing_source_sha,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0300,COMSOL_GATE4G,G4G-MUT-0300,pairwise,comsol_probe_template_only+missing_source_sha,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0301,COMSOL_GATE4G,G4G-MUT-0301,pairwise,comsol_probe_template_only+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0302,COMSOL_GATE4G,G4G-MUT-0302,pairwise,comsol_probe_template_only+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
