replay_id,source_fixture_id,fixture_family,workstream,expected_nodi_disposition,actual_nodi_disposition,match_status,failure_reason,unexpected_pass,unexpected_accept,authorization_promotion,not_evidence 
G8C-REPLAY-01450,G7G-FIXTURE-01450,Gate2D_row_drift,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01451,G7G-FIXTURE-01451,runtime_spoofing,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01452,G7G-FIXTURE-01452,production_spoofing,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01453,G7G-FIXTURE-01453,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01454,G7G-FIXTURE-01454,yield_leakage,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01455,G7G-FIXTURE-01455,winner_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01456,G7G-FIXTURE-01456,detection_probability_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01457,G7G-FIXTURE-01457,manifest_drift,V4,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-01458,G7G-FIXTURE-01458,field_alias_drift,strong-claim,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01459,G7G-FIXTURE-01459,missing_optional_fields,EDGE,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01460,G7G-FIXTURE-01460,forbidden_true_flags,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01461,G7G-FIXTURE-01461,EDGE_fake_approval,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01462,G7G-FIXTURE-01462,QCH_fake_formal_sidecar,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01463,G7G-FIXTURE-01463,BINDING_fake_promotion,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01464,G7G-FIXTURE-01464,Gate2D_row_drift,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01465,G7G-FIXTURE-01465,runtime_spoofing,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01466,G7G-FIXTURE-01466,production_spoofing,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01467,G7G-FIXTURE-01467,JRC_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01468,G7G-FIXTURE-01468,yield_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01469,G7G-FIXTURE-01469,winner_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01470,G7G-FIXTURE-01470,detection_probability_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01471,G7G-FIXTURE-01471,manifest_drift,EDGE,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-01472,G7G-FIXTURE-01472,field_alias_drift,QCH,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01473,G7G-FIXTURE-01473,missing_optional_fields,BINDING,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01474,G7G-FIXTURE-01474,forbidden_true_flags,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01475,G7G-FIXTURE-01475,EDGE_fake_approval,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01476,G7G-FIXTURE-01476,QCH_fake_formal_sidecar,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01477,G7G-FIXTURE-01477,BINDING_fake_promotion,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01478,G7G-FIXTURE-01478,Gate2D_row_drift,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01479,G7G-FIXTURE-01479,runtime_spoofing,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01480,G7G-FIXTURE-01480,production_spoofing,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01481,G7G-FIXTURE-01481,JRC_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01482,G7G-FIXTURE-01482,yield_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01483,G7G-FIXTURE-01483,winner_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01484,G7G-FIXTURE-01484,detection_probability_leakage,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01485,G7G-FIXTURE-01485,manifest_drift,BINDING,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-01486,G7G-FIXTURE-01486,field_alias_drift,local-Q,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01487,G7G-FIXTURE-01487,missing_optional_fields,V4,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01488,G7G-FIXTURE-01488,forbidden_true_flags,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01489,G7G-FIXTURE-01489,EDGE_fake_approval,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01490,G7G-FIXTURE-01490,QCH_fake_formal_sidecar,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01491,G7G-FIXTURE-01491,BINDING_fake_promotion,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01492,G7G-FIXTURE-01492,Gate2D_row_drift,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01493,G7G-FIXTURE-01493,runtime_spoofing,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01494,G7G-FIXTURE-01494,production_spoofing,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01495,G7G-FIXTURE-01495,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01496,G7G-FIXTURE-01496,yield_leakage,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01497,G7G-FIXTURE-01497,winner_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01498,G7G-FIXTURE-01498,detection_probability_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01499,G7G-FIXTURE-01499,manifest_drift,V4,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-01500,G7G-FIXTURE-01500,field_alias_drift,strong-claim,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01501,G7G-FIXTURE-01501,missing_optional_fields,EDGE,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01502,G7G-FIXTURE-01502,forbidden_true_flags,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01503,G7G-FIXTURE-01503,EDGE_fake_approval,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01504,G7G-FIXTURE-01504,QCH_fake_formal_sidecar,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01505,G7G-FIXTURE-01505,BINDING_fake_promotion,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01506,G7G-FIXTURE-01506,Gate2D_row_drift,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01507,G7G-FIXTURE-01507,runtime_spoofing,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01508,G7G-FIXTURE-01508,production_spoofing,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01509,G7G-FIXTURE-01509,JRC_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01510,G7G-FIXTURE-01510,yield_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01511,G7G-FIXTURE-01511,winner_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01512,G7G-FIXTURE-01512,detection_probability_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01513,G7G-FIXTURE-01513,manifest_drift,EDGE,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-01514,G7G-FIXTURE-01514,field_alias_drift,QCH,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01515,G7G-FIXTURE-01515,missing_optional_fields,BINDING,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01516,G7G-FIXTURE-01516,forbidden_true_flags,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01517,G7G-FIXTURE-01517,EDGE_fake_approval,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01518,G7G-FIXTURE-01518,QCH_fake_formal_sidecar,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01519,G7G-FIXTURE-01519,BINDING_fake_promotion,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01520,G7G-FIXTURE-01520,Gate2D_row_drift,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01521,G7G-FIXTURE-01521,runtime_spoofing,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01522,G7G-FIXTURE-01522,production_spoofing,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01523,G7G-FIXTURE-01523,JRC_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01524,G7G-FIXTURE-01524,yield_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01525,G7G-FIXTURE-01525,winner_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01526,G7G-FIXTURE-01526,detection_probability_leakage,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01527,G7G-FIXTURE-01527,manifest_drift,BINDING,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-01528,G7G-FIXTURE-01528,field_alias_drift,local-Q,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01529,G7G-FIXTURE-01529,missing_optional_fields,V4,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01530,G7G-FIXTURE-01530,forbidden_true_flags,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01531,G7G-FIXTURE-01531,EDGE_fake_approval,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01532,G7G-FIXTURE-01532,QCH_fake_formal_sidecar,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01533,G7G-FIXTURE-01533,BINDING_fake_promotion,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01534,G7G-FIXTURE-01534,Gate2D_row_drift,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01535,G7G-FIXTURE-01535,runtime_spoofing,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01536,G7G-FIXTURE-01536,production_spoofing,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01537,G7G-FIXTURE-01537,JRC_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01538,G7G-FIXTURE-01538,yield_leakage,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01539,G7G-FIXTURE-01539,winner_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01540,G7G-FIXTURE-01540,detection_probability_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01541,G7G-FIXTURE-01541,manifest_drift,V4,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-01542,G7G-FIXTURE-01542,field_alias_drift,strong-claim,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01543,G7G-FIXTURE-01543,missing_optional_fields,EDGE,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01544,G7G-FIXTURE-01544,forbidden_true_flags,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01545,G7G-FIXTURE-01545,EDGE_fake_approval,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01546,G7G-FIXTURE-01546,QCH_fake_formal_sidecar,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01547,G7G-FIXTURE-01547,BINDING_fake_promotion,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01548,G7G-FIXTURE-01548,Gate2D_row_drift,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01549,G7G-FIXTURE-01549,runtime_spoofing,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01550,G7G-FIXTURE-01550,production_spoofing,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01551,G7G-FIXTURE-01551,JRC_leakage,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01552,G7G-FIXTURE-01552,yield_leakage,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01553,G7G-FIXTURE-01553,winner_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01554,G7G-FIXTURE-01554,detection_probability_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01555,G7G-FIXTURE-01555,manifest_drift,EDGE,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-01556,G7G-FIXTURE-01556,field_alias_drift,QCH,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01557,G7G-FIXTURE-01557,missing_optional_fields,BINDING,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01558,G7G-FIXTURE-01558,forbidden_true_flags,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01559,G7G-FIXTURE-01559,EDGE_fake_approval,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01560,G7G-FIXTURE-01560,QCH_fake_formal_sidecar,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01561,G7G-FIXTURE-01561,BINDING_fake_promotion,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01562,G7G-FIXTURE-01562,Gate2D_row_drift,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01563,G7G-FIXTURE-01563,runtime_spoofing,BINDING,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01564,G7G-FIXTURE-01564,production_spoofing,local-Q,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01565,G7G-FIXTURE-01565,JRC_leakage,V4,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01566,G7G-FIXTURE-01566,yield_leakage,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01567,G7G-FIXTURE-01567,winner_leakage,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01568,G7G-FIXTURE-01568,detection_probability_leakage,QCH,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01569,G7G-FIXTURE-01569,manifest_drift,BINDING,REJECT_OR_REFRESH_MANIFEST,REJECT_BLOCKED,MATCH,,false,false,false,true
G8C-REPLAY-01570,G7G-FIXTURE-01570,field_alias_drift,local-Q,ADAPTER_REQUIRED_NO_AUTH,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01571,G7G-FIXTURE-01571,missing_optional_fields,V4,RECEIVE_REVIEW_ONLY_WITH_WARNING,RECEIVE_REVIEW_ONLY,MATCH,,false,false,false,true
G8C-REPLAY-01572,G7G-FIXTURE-01572,forbidden_true_flags,strong-claim,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
G8C-REPLAY-01573,G7G-FIXTURE-01573,EDGE_fake_approval,EDGE,HARD_FAIL_FORBIDDEN_OR_REJECT_BLOCKED,HARD_FAIL_FORBIDDEN_AUTHORIZATION,MATCH,,false,false,false,true
