fixture_id,fixture_family,source,expected_result,expected_fail_reason,not_evidence,authorization_expected,workstream
G12I-MUT-0147,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0148,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0149,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0150,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0151,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0152,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0153,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0154,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0155,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0156,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0157,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0158,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0159,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0160,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0161,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0162,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0163,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0164,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0165,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0166,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0167,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0168,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0169,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0170,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0171,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0172,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0173,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0174,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0175,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0176,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0177,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0178,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0179,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0180,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0181,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0182,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0183,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0184,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0185,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0186,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0187,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0188,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0189,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0190,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0191,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0192,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0193,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0194,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0195,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0196,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0197,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0198,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0199,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0200,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0201,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0202,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0203,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0204,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0205,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0206,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0207,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0208,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0209,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0210,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0211,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0212,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0213,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0214,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0215,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0216,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0217,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0218,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0219,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0220,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0221,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0222,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0223,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0224,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0225,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0226,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0227,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0228,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0229,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0230,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0231,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0232,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0233,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0234,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0235,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0236,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0237,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0238,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0239,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0240,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0241,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0242,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0243,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0244,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0245,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0246,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0247,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0248,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0249,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0250,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0251,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0252,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0253,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0254,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0255,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0256,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0257,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0258,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0259,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0260,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0261,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0262,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0263,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0264,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0265,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0266,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0267,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0268,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
G12I-MUT-0269,bad_bottom_width,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,bottom width formula mismatch,true,false,descriptor
G12I-MUT-0270,micro_as_nano_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,micro descriptor cannot bind nano route,true,false,addendum
G12I-MUT-0271,unbound_promotion,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,UNBOUND route/view/bin promoted,true,false,PRS_EAS
G12I-MUT-0272,eas_solver_claim_mismatch,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,EAS solver/claim mismatch,true,false,state_machine
G12I-MUT-0273,prs_blocked_bin_numeric_response,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,blocked PRS bin numeric response,true,false,descriptor
G12I-MUT-0274,route_score_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,route_score positive spoof,true,false,addendum
G12I-MUT-0275,jrc_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,JRC positive spoof,true,false,PRS_EAS
G12I-MUT-0276,qch_weighting_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,q_ch weighting spoof,true,false,state_machine
G12I-MUT-0277,yield_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,yield positive spoof,true,false,descriptor
G12I-MUT-0278,winner_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,winner positive spoof,true,false,addendum
G12I-MUT-0279,detection_probability_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,detection probability spoof,true,false,PRS_EAS
G12I-MUT-0280,runtime_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,runtime flag true,true,false,state_machine
G12I-MUT-0281,production_flag_spoof,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,production flag true,true,false,descriptor
G12I-MUT-0282,fixture_template_not_evidence_false,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,fixture not_evidence false,true,false,addendum
G12I-MUT-0283,comsol_template_field_alias,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,COMSOL fixture template alias normalized,true,false,PRS_EAS
G12I-MUT-0284,binding_blocker_retained,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,binding blocker stays blocked,true,false,state_machine
G12I-MUT-0285,descriptor_without_sha,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor sha,true,false,descriptor
G12I-MUT-0286,descriptor_without_id,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,missing descriptor id,true,false,addendum
G12I-MUT-0287,wrong_depth_unit,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,depth unit mismatch,true,false,PRS_EAS
G12I-MUT-0288,measured_geometry_claim,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,measured geometry claim,true,false,state_machine
G12I-MUT-0289,positive_valid_descriptor_receipt,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,valid descriptor receipt remains review-only,true,false,descriptor
G12I-MUT-0290,positive_valid_addendum_release,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,PASS_REVIEW_ONLY,release candidate remains no-auth,true,false,addendum
G12I-MUT-0291,bad_hash,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,descriptor hash mismatch,true,false,PRS_EAS
G12I-MUT-0292,bad_angle_convention,Gate12 descriptor/addendum/PRS_EAS/state_machine/COMSOL_fixture_template,FAIL_AS_EXPECTED,angle convention mismatch,true,false,state_machine
