summary_id,mutation_family,row_equivalent_count,coverage_status
G6E-SUM-0312,forbidden_output_leakage+numeric_bound_invented,23,PASS_UNION_COVERED
G6E-SUM-0313,forbidden_output_leakage+pending_actual_reopens,1,PASS_UNION_COVERED
G6E-SUM-0314,forbidden_output_leakage+production_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0315,forbidden_output_leakage+q_ch_sidecar_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0316,forbidden_output_leakage+runtime_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0317,forbidden_output_leakage+winner_present,1,PASS_UNION_COVERED
G6E-SUM-0318,forbidden_output_leakage+yield_present,1,PASS_UNION_COVERED
G6E-SUM-0319,formal_qch_false_positive,6,PASS_UNION_COVERED
G6E-SUM-0320,formal_qch_sidecar_true,6,PASS_UNION_COVERED
G6E-SUM-0321,formula_true,12,PASS_UNION_COVERED
G6E-SUM-0322,formula_true+220_auto_map,3,PASS_UNION_COVERED
G6E-SUM-0323,formula_true+D1200_borrow_D900,3,PASS_UNION_COVERED
G6E-SUM-0324,formula_true+JRC_true,3,PASS_UNION_COVERED
G6E-SUM-0325,formula_true+accepted_expansion_true,3,PASS_UNION_COVERED
G6E-SUM-0326,formula_true+cross_workstream_contamination,3,PASS_UNION_COVERED
G6E-SUM-0327,formula_true+dependency_derived_run_marker,3,PASS_UNION_COVERED
G6E-SUM-0328,formula_true+direct_prs_bin_true,3,PASS_UNION_COVERED
G6E-SUM-0329,formula_true+dossier_derived_missing_binding,3,PASS_UNION_COVERED
G6E-SUM-0330,formula_true+edge20_hash_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0331,formula_true+formal_qch_false_positive,3,PASS_UNION_COVERED
G6E-SUM-0332,formula_true+grain_ingestion_true,3,PASS_UNION_COVERED
G6E-SUM-0333,formula_true+missing_NODI_view,3,PASS_UNION_COVERED
G6E-SUM-0334,formula_true+missing_normalization,3,PASS_UNION_COVERED
G6E-SUM-0335,formula_true+missing_source_sha,3,PASS_UNION_COVERED
G6E-SUM-0336,formula_true+missing_units,3,PASS_UNION_COVERED
G6E-SUM-0337,formula_true+non_contiguous_bins,3,PASS_UNION_COVERED
G6E-SUM-0338,formula_true+numeric_bound_invented,3,PASS_UNION_COVERED
G6E-SUM-0339,formula_true+policy_use_requested,3,PASS_UNION_COVERED
G6E-SUM-0340,formula_true+probe_package_auth_leak,3,PASS_UNION_COVERED
G6E-SUM-0341,formula_true+production_true,3,PASS_UNION_COVERED
G6E-SUM-0342,formula_true+q_ch_weighting_true,3,PASS_UNION_COVERED
G6E-SUM-0343,formula_true+row_count_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0344,formula_true+runtime_true,3,PASS_UNION_COVERED
G6E-SUM-0345,formula_true+template_marked_evidence,3,PASS_UNION_COVERED
G6E-SUM-0346,grain_ingestion_true,12,PASS_UNION_COVERED
G6E-SUM-0347,grain_ingestion_true+220_auto_map,3,PASS_UNION_COVERED
G6E-SUM-0348,grain_ingestion_true+D1200_borrow_D900,3,PASS_UNION_COVERED
G6E-SUM-0349,grain_ingestion_true+JRC_true,3,PASS_UNION_COVERED
G6E-SUM-0350,grain_ingestion_true+accepted_expansion_true,3,PASS_UNION_COVERED
G6E-SUM-0351,grain_ingestion_true+cross_workstream_contamination,3,PASS_UNION_COVERED
G6E-SUM-0352,grain_ingestion_true+dependency_derived_run_marker,3,PASS_UNION_COVERED
G6E-SUM-0353,grain_ingestion_true+dossier_derived_missing_binding,3,PASS_UNION_COVERED
G6E-SUM-0354,grain_ingestion_true+edge20_hash_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0355,grain_ingestion_true+formal_qch_false_positive,3,PASS_UNION_COVERED
G6E-SUM-0356,grain_ingestion_true+missing_NODI_view,3,PASS_UNION_COVERED
G6E-SUM-0357,grain_ingestion_true+missing_normalization,3,PASS_UNION_COVERED
G6E-SUM-0358,grain_ingestion_true+missing_source_sha,3,PASS_UNION_COVERED
G6E-SUM-0359,grain_ingestion_true+missing_units,3,PASS_UNION_COVERED
G6E-SUM-0360,grain_ingestion_true+non_contiguous_bins,3,PASS_UNION_COVERED
G6E-SUM-0361,grain_ingestion_true+numeric_bound_invented,3,PASS_UNION_COVERED
G6E-SUM-0362,grain_ingestion_true+policy_use_requested,3,PASS_UNION_COVERED
G6E-SUM-0363,grain_ingestion_true+probe_package_auth_leak,3,PASS_UNION_COVERED
G6E-SUM-0364,grain_ingestion_true+production_true,3,PASS_UNION_COVERED
G6E-SUM-0365,grain_ingestion_true+q_ch_weighting_true,3,PASS_UNION_COVERED
G6E-SUM-0366,grain_ingestion_true+row_count_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0367,grain_ingestion_true+runtime_true,3,PASS_UNION_COVERED
G6E-SUM-0368,grain_ingestion_true+template_marked_evidence,3,PASS_UNION_COVERED
G6E-SUM-0369,label_drift,11,PASS_UNION_COVERED
G6E-SUM-0370,localq_promoted_to_weighting,6,PASS_UNION_COVERED
G6E-SUM-0371,missing_NODI_view,6,PASS_UNION_COVERED
G6E-SUM-0372,missing_normalization,12,PASS_UNION_COVERED
G6E-SUM-0373,missing_optional_producer_field,10,PASS_UNION_COVERED
G6E-SUM-0374,missing_source_sha,12,PASS_UNION_COVERED
G6E-SUM-0375,missing_units,12,PASS_UNION_COVERED
G6E-SUM-0376,nodi_emulator_rule_downgrade_attempt,6,PASS_UNION_COVERED
G6E-SUM-0377,nodi_emulator_rule_downgrade_attempt+JRC_present,6,PASS_UNION_COVERED
G6E-SUM-0378,nodi_emulator_rule_downgrade_attempt+accepted_expansion_true,6,PASS_UNION_COVERED
G6E-SUM-0379,nodi_emulator_rule_downgrade_attempt+authorization_true,6,PASS_UNION_COVERED
G6E-SUM-0380,nodi_emulator_rule_downgrade_attempt+binding_220_auto_map,6,PASS_UNION_COVERED
G6E-SUM-0381,nodi_emulator_rule_downgrade_attempt+binding_D1200_borrow_D900,6,PASS_UNION_COVERED
G6E-SUM-0382,nodi_emulator_rule_downgrade_attempt+binding_missing_NODI_view,6,PASS_UNION_COVERED
G6E-SUM-0383,nodi_emulator_rule_downgrade_attempt+chi_selected_true,6,PASS_UNION_COVERED
G6E-SUM-0384,nodi_emulator_rule_downgrade_attempt+dependency_recipe_execution_marker,6,PASS_UNION_COVERED
G6E-SUM-0385,nodi_emulator_rule_downgrade_attempt+direct_prs_bin_true,6,PASS_UNION_COVERED
G6E-SUM-0386,nodi_emulator_rule_downgrade_attempt+edge_policy_approved_true,6,PASS_UNION_COVERED
G6E-SUM-0387,nodi_emulator_rule_downgrade_attempt+formal_qch_sidecar_true,6,PASS_UNION_COVERED
G6E-SUM-0388,nodi_emulator_rule_downgrade_attempt+formula_true,6,PASS_UNION_COVERED
G6E-SUM-0389,nodi_emulator_rule_downgrade_attempt+grain_ingestion_true,6,PASS_UNION_COVERED
G6E-SUM-0390,nodi_emulator_rule_downgrade_attempt+localq_promoted_to_weighting,6,PASS_UNION_COVERED
G6E-SUM-0391,nodi_emulator_rule_downgrade_attempt+missing_normalization,6,PASS_UNION_COVERED
G6E-SUM-0392,nodi_emulator_rule_downgrade_attempt+missing_source_sha,6,PASS_UNION_COVERED
G6E-SUM-0393,nodi_emulator_rule_downgrade_attempt+missing_units,6,PASS_UNION_COVERED
G6E-SUM-0394,nodi_emulator_rule_downgrade_attempt+numeric_bound_invented,6,PASS_UNION_COVERED
G6E-SUM-0395,nodi_emulator_rule_downgrade_attempt+owner_ledger_current_action_true,6,PASS_UNION_COVERED
G6E-SUM-0396,nodi_emulator_rule_downgrade_attempt+q_ch_eta_present,6,PASS_UNION_COVERED
G6E-SUM-0397,nodi_emulator_rule_downgrade_attempt+q_ch_weighting_true,6,PASS_UNION_COVERED
G6E-SUM-0398,nodi_emulator_rule_downgrade_attempt+rc4_rc5_field_mismatch,6,PASS_UNION_COVERED
G6E-SUM-0399,nodi_emulator_rule_downgrade_attempt+strong_claim_positive_output,6,PASS_UNION_COVERED
G6E-SUM-0400,nodi_emulator_rule_downgrade_attempt+v4_runtime_true,6,PASS_UNION_COVERED
G6E-SUM-0401,non_contiguous_bins,6,PASS_UNION_COVERED
G6E-SUM-0402,numeric_bound_invented,83,PASS_UNION_COVERED
G6E-SUM-0403,numeric_bound_invented+220_auto_map,3,PASS_UNION_COVERED
G6E-SUM-0404,numeric_bound_invented+BINDING_promotion_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0405,numeric_bound_invented+D1200_borrow_D900,3,PASS_UNION_COVERED
G6E-SUM-0406,numeric_bound_invented+EDGE_approval_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0407,numeric_bound_invented+Gate2D_row_count_drift,1,PASS_UNION_COVERED
G6E-SUM-0408,numeric_bound_invented+JRC_present,1,PASS_UNION_COVERED
G6E-SUM-0409,numeric_bound_invented+RC5_field_alias_drift,1,PASS_UNION_COVERED
G6E-SUM-0410,numeric_bound_invented+adapter_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0411,numeric_bound_invented+chi_selected_true,22,PASS_UNION_COVERED
G6E-SUM-0412,numeric_bound_invented+detection_probability_present,1,PASS_UNION_COVERED
G6E-SUM-0413,numeric_bound_invented+edge20_hash_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0414,numeric_bound_invented+forbidden_output_leakage,1,PASS_UNION_COVERED
G6E-SUM-0415,numeric_bound_invented+formal_qch_false_positive,3,PASS_UNION_COVERED
G6E-SUM-0416,numeric_bound_invented+missing_NODI_view,3,PASS_UNION_COVERED
G6E-SUM-0417,numeric_bound_invented+missing_normalization,3,PASS_UNION_COVERED
G6E-SUM-0418,numeric_bound_invented+missing_source_sha,3,PASS_UNION_COVERED
G6E-SUM-0419,numeric_bound_invented+missing_units,3,PASS_UNION_COVERED
G6E-SUM-0420,numeric_bound_invented+non_contiguous_bins,3,PASS_UNION_COVERED
G6E-SUM-0421,numeric_bound_invented+numeric_bound_invented,1,PASS_UNION_COVERED
G6E-SUM-0422,numeric_bound_invented+pending_actual_reopens,1,PASS_UNION_COVERED
G6E-SUM-0423,numeric_bound_invented+production_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0424,numeric_bound_invented+q_ch_sidecar_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0425,numeric_bound_invented+row_count_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0426,numeric_bound_invented+runtime_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0427,numeric_bound_invented+template_marked_evidence,1,PASS_UNION_COVERED
G6E-SUM-0428,numeric_bound_invented+winner_present,1,PASS_UNION_COVERED
G6E-SUM-0429,numeric_bound_invented+yield_present,1,PASS_UNION_COVERED
G6E-SUM-0430,owner_ledger_current_action_true,6,PASS_UNION_COVERED
G6E-SUM-0431,owner_ledger_current_action_true+JRC_present,6,PASS_UNION_COVERED
G6E-SUM-0432,owner_ledger_current_action_true+accepted_expansion_true,6,PASS_UNION_COVERED
G6E-SUM-0433,owner_ledger_current_action_true+authorization_true,6,PASS_UNION_COVERED
G6E-SUM-0434,owner_ledger_current_action_true+binding_220_auto_map,6,PASS_UNION_COVERED
G6E-SUM-0435,owner_ledger_current_action_true+binding_D1200_borrow_D900,6,PASS_UNION_COVERED
G6E-SUM-0436,owner_ledger_current_action_true+binding_missing_NODI_view,6,PASS_UNION_COVERED
G6E-SUM-0437,owner_ledger_current_action_true+chi_selected_true,6,PASS_UNION_COVERED
G6E-SUM-0438,owner_ledger_current_action_true+direct_prs_bin_true,6,PASS_UNION_COVERED
G6E-SUM-0439,owner_ledger_current_action_true+edge_policy_approved_true,6,PASS_UNION_COVERED
G6E-SUM-0440,owner_ledger_current_action_true+formal_qch_sidecar_true,6,PASS_UNION_COVERED
G6E-SUM-0441,owner_ledger_current_action_true+formula_true,6,PASS_UNION_COVERED
G6E-SUM-0442,owner_ledger_current_action_true+grain_ingestion_true,6,PASS_UNION_COVERED
G6E-SUM-0443,owner_ledger_current_action_true+localq_promoted_to_weighting,6,PASS_UNION_COVERED
G6E-SUM-0444,owner_ledger_current_action_true+missing_normalization,6,PASS_UNION_COVERED
G6E-SUM-0445,owner_ledger_current_action_true+missing_source_sha,6,PASS_UNION_COVERED
G6E-SUM-0446,owner_ledger_current_action_true+missing_units,6,PASS_UNION_COVERED
G6E-SUM-0447,owner_ledger_current_action_true+numeric_bound_invented,6,PASS_UNION_COVERED
G6E-SUM-0448,owner_ledger_current_action_true+q_ch_eta_present,6,PASS_UNION_COVERED
G6E-SUM-0449,owner_ledger_current_action_true+q_ch_weighting_true,6,PASS_UNION_COVERED
G6E-SUM-0450,owner_ledger_current_action_true+strong_claim_positive_output,6,PASS_UNION_COVERED
G6E-SUM-0451,owner_ledger_current_action_true+v4_runtime_true,6,PASS_UNION_COVERED
G6E-SUM-0452,pending_actual_reopens,71,PASS_UNION_COVERED
G6E-SUM-0453,pending_actual_reopens+BINDING_promotion_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0454,pending_actual_reopens+EDGE_approval_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0455,pending_actual_reopens+Gate2D_row_count_drift,1,PASS_UNION_COVERED
G6E-SUM-0456,pending_actual_reopens+JRC_present,1,PASS_UNION_COVERED
G6E-SUM-0457,pending_actual_reopens+RC5_field_alias_drift,1,PASS_UNION_COVERED
G6E-SUM-0458,pending_actual_reopens+adapter_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0459,pending_actual_reopens+chi_selected_true,1,PASS_UNION_COVERED
G6E-SUM-0460,pending_actual_reopens+detection_probability_present,1,PASS_UNION_COVERED
G6E-SUM-0461,pending_actual_reopens+forbidden_output_leakage,23,PASS_UNION_COVERED
G6E-SUM-0462,pending_actual_reopens+numeric_bound_invented,1,PASS_UNION_COVERED
G6E-SUM-0463,pending_actual_reopens+pending_actual_reopens,1,PASS_UNION_COVERED
G6E-SUM-0464,pending_actual_reopens+production_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0465,pending_actual_reopens+q_ch_sidecar_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0466,pending_actual_reopens+runtime_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0467,pending_actual_reopens+winner_present,1,PASS_UNION_COVERED
G6E-SUM-0468,pending_actual_reopens+yield_present,1,PASS_UNION_COVERED
G6E-SUM-0469,policy_use_requested,6,PASS_UNION_COVERED
G6E-SUM-0470,probe_package_auth_leak,6,PASS_UNION_COVERED
G6E-SUM-0471,production_authorization_true,70,PASS_UNION_COVERED
G6E-SUM-0472,production_authorization_true+BINDING_promotion_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0473,production_authorization_true+EDGE_approval_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0474,production_authorization_true+Gate2D_row_count_drift,1,PASS_UNION_COVERED
G6E-SUM-0475,production_authorization_true+JRC_present,1,PASS_UNION_COVERED
G6E-SUM-0476,production_authorization_true+RC5_field_alias_drift,1,PASS_UNION_COVERED
G6E-SUM-0477,production_authorization_true+adapter_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0478,production_authorization_true+chi_selected_true,1,PASS_UNION_COVERED
G6E-SUM-0479,production_authorization_true+detection_probability_present,1,PASS_UNION_COVERED
G6E-SUM-0480,production_authorization_true+forbidden_output_leakage,1,PASS_UNION_COVERED
G6E-SUM-0481,production_authorization_true+numeric_bound_invented,1,PASS_UNION_COVERED
G6E-SUM-0482,production_authorization_true+pending_actual_reopens,1,PASS_UNION_COVERED
G6E-SUM-0483,production_authorization_true+production_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0484,production_authorization_true+q_ch_sidecar_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0485,production_authorization_true+runtime_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0486,production_authorization_true+winner_present,22,PASS_UNION_COVERED
G6E-SUM-0487,production_authorization_true+yield_present,1,PASS_UNION_COVERED
G6E-SUM-0488,production_true,6,PASS_UNION_COVERED
G6E-SUM-0489,production_true+220_auto_map,3,PASS_UNION_COVERED
G6E-SUM-0490,production_true+D1200_borrow_D900,3,PASS_UNION_COVERED
G6E-SUM-0491,production_true+cross_workstream_contamination,3,PASS_UNION_COVERED
G6E-SUM-0492,production_true+dependency_derived_run_marker,3,PASS_UNION_COVERED
G6E-SUM-0493,production_true+dossier_derived_missing_binding,3,PASS_UNION_COVERED
G6E-SUM-0494,production_true+edge20_hash_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0495,production_true+formal_qch_false_positive,3,PASS_UNION_COVERED
G6E-SUM-0496,production_true+missing_NODI_view,3,PASS_UNION_COVERED
G6E-SUM-0497,production_true+missing_normalization,3,PASS_UNION_COVERED
G6E-SUM-0498,production_true+missing_source_sha,3,PASS_UNION_COVERED
G6E-SUM-0499,production_true+missing_units,3,PASS_UNION_COVERED
G6E-SUM-0500,production_true+non_contiguous_bins,3,PASS_UNION_COVERED
G6E-SUM-0501,production_true+numeric_bound_invented,3,PASS_UNION_COVERED
G6E-SUM-0502,production_true+policy_use_requested,3,PASS_UNION_COVERED
G6E-SUM-0503,production_true+probe_package_auth_leak,3,PASS_UNION_COVERED
G6E-SUM-0504,production_true+row_count_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0505,production_true+runtime_true,3,PASS_UNION_COVERED
G6E-SUM-0506,production_true+template_marked_evidence,3,PASS_UNION_COVERED
G6E-SUM-0507,q_ch_eta_present,6,PASS_UNION_COVERED
G6E-SUM-0508,q_ch_sidecar_spoofing,81,PASS_UNION_COVERED
G6E-SUM-0509,q_ch_sidecar_spoofing+BINDING_promotion_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0510,q_ch_sidecar_spoofing+EDGE_approval_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0511,q_ch_sidecar_spoofing+Gate2D_row_count_drift,23,PASS_UNION_COVERED
G6E-SUM-0512,q_ch_sidecar_spoofing+JRC_present,1,PASS_UNION_COVERED
G6E-SUM-0513,q_ch_sidecar_spoofing+RC5_field_alias_drift,1,PASS_UNION_COVERED
G6E-SUM-0514,q_ch_sidecar_spoofing+adapter_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0515,q_ch_sidecar_spoofing+chi_selected_true,1,PASS_UNION_COVERED
G6E-SUM-0516,q_ch_sidecar_spoofing+detection_probability_present,1,PASS_UNION_COVERED
G6E-SUM-0517,q_ch_sidecar_spoofing+forbidden_output_leakage,1,PASS_UNION_COVERED
G6E-SUM-0518,q_ch_sidecar_spoofing+numeric_bound_invented,1,PASS_UNION_COVERED
G6E-SUM-0519,q_ch_sidecar_spoofing+pending_actual_reopens,1,PASS_UNION_COVERED
G6E-SUM-0520,q_ch_sidecar_spoofing+production_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0521,q_ch_sidecar_spoofing+q_ch_sidecar_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0522,q_ch_sidecar_spoofing+runtime_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0523,q_ch_sidecar_spoofing+winner_present,1,PASS_UNION_COVERED
G6E-SUM-0524,q_ch_sidecar_spoofing+yield_present,1,PASS_UNION_COVERED
G6E-SUM-0525,q_ch_weighting_true,12,PASS_UNION_COVERED
G6E-SUM-0526,q_ch_weighting_true+220_auto_map,3,PASS_UNION_COVERED
G6E-SUM-0527,q_ch_weighting_true+D1200_borrow_D900,3,PASS_UNION_COVERED
G6E-SUM-0528,q_ch_weighting_true+JRC_true,3,PASS_UNION_COVERED
G6E-SUM-0529,q_ch_weighting_true+cross_workstream_contamination,3,PASS_UNION_COVERED
G6E-SUM-0530,q_ch_weighting_true+dependency_derived_run_marker,3,PASS_UNION_COVERED
G6E-SUM-0531,q_ch_weighting_true+dossier_derived_missing_binding,3,PASS_UNION_COVERED
G6E-SUM-0532,q_ch_weighting_true+edge20_hash_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0533,q_ch_weighting_true+formal_qch_false_positive,3,PASS_UNION_COVERED
G6E-SUM-0534,q_ch_weighting_true+missing_NODI_view,3,PASS_UNION_COVERED
G6E-SUM-0535,q_ch_weighting_true+missing_normalization,3,PASS_UNION_COVERED
G6E-SUM-0536,q_ch_weighting_true+missing_source_sha,3,PASS_UNION_COVERED
G6E-SUM-0537,q_ch_weighting_true+missing_units,3,PASS_UNION_COVERED
G6E-SUM-0538,q_ch_weighting_true+non_contiguous_bins,3,PASS_UNION_COVERED
G6E-SUM-0539,q_ch_weighting_true+numeric_bound_invented,3,PASS_UNION_COVERED
G6E-SUM-0540,q_ch_weighting_true+policy_use_requested,3,PASS_UNION_COVERED
G6E-SUM-0541,q_ch_weighting_true+probe_package_auth_leak,3,PASS_UNION_COVERED
G6E-SUM-0542,q_ch_weighting_true+production_true,3,PASS_UNION_COVERED
G6E-SUM-0543,q_ch_weighting_true+row_count_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0544,q_ch_weighting_true+runtime_true,3,PASS_UNION_COVERED
G6E-SUM-0545,q_ch_weighting_true+template_marked_evidence,3,PASS_UNION_COVERED
G6E-SUM-0546,rc4_rc5_field_mismatch,6,PASS_UNION_COVERED
G6E-SUM-0547,rc4_rc5_field_mismatch+JRC_present,6,PASS_UNION_COVERED
G6E-SUM-0548,rc4_rc5_field_mismatch+accepted_expansion_true,6,PASS_UNION_COVERED
G6E-SUM-0549,rc4_rc5_field_mismatch+authorization_true,6,PASS_UNION_COVERED
G6E-SUM-0550,rc4_rc5_field_mismatch+binding_220_auto_map,6,PASS_UNION_COVERED
G6E-SUM-0551,rc4_rc5_field_mismatch+binding_D1200_borrow_D900,6,PASS_UNION_COVERED
G6E-SUM-0552,rc4_rc5_field_mismatch+binding_missing_NODI_view,6,PASS_UNION_COVERED
G6E-SUM-0553,rc4_rc5_field_mismatch+chi_selected_true,6,PASS_UNION_COVERED
G6E-SUM-0554,rc4_rc5_field_mismatch+dependency_recipe_execution_marker,6,PASS_UNION_COVERED
G6E-SUM-0555,rc4_rc5_field_mismatch+direct_prs_bin_true,6,PASS_UNION_COVERED
G6E-SUM-0556,rc4_rc5_field_mismatch+edge_policy_approved_true,6,PASS_UNION_COVERED
G6E-SUM-0557,rc4_rc5_field_mismatch+formal_qch_sidecar_true,6,PASS_UNION_COVERED
G6E-SUM-0558,rc4_rc5_field_mismatch+formula_true,6,PASS_UNION_COVERED
G6E-SUM-0559,rc4_rc5_field_mismatch+grain_ingestion_true,6,PASS_UNION_COVERED
G6E-SUM-0560,rc4_rc5_field_mismatch+localq_promoted_to_weighting,6,PASS_UNION_COVERED
G6E-SUM-0561,rc4_rc5_field_mismatch+missing_normalization,6,PASS_UNION_COVERED
G6E-SUM-0562,rc4_rc5_field_mismatch+missing_source_sha,6,PASS_UNION_COVERED
G6E-SUM-0563,rc4_rc5_field_mismatch+missing_units,6,PASS_UNION_COVERED
G6E-SUM-0564,rc4_rc5_field_mismatch+numeric_bound_invented,6,PASS_UNION_COVERED
G6E-SUM-0565,rc4_rc5_field_mismatch+owner_ledger_current_action_true,6,PASS_UNION_COVERED
G6E-SUM-0566,rc4_rc5_field_mismatch+q_ch_eta_present,6,PASS_UNION_COVERED
G6E-SUM-0567,rc4_rc5_field_mismatch+q_ch_weighting_true,6,PASS_UNION_COVERED
G6E-SUM-0568,rc4_rc5_field_mismatch+strong_claim_positive_output,6,PASS_UNION_COVERED
G6E-SUM-0569,rc4_rc5_field_mismatch+v4_runtime_true,6,PASS_UNION_COVERED
G6E-SUM-0570,row_count_mismatch,6,PASS_UNION_COVERED
G6E-SUM-0571,runtime_authorization_true,71,PASS_UNION_COVERED
G6E-SUM-0572,runtime_authorization_true+BINDING_promotion_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0573,runtime_authorization_true+EDGE_approval_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0574,runtime_authorization_true+Gate2D_row_count_drift,1,PASS_UNION_COVERED
G6E-SUM-0575,runtime_authorization_true+JRC_present,1,PASS_UNION_COVERED
G6E-SUM-0576,runtime_authorization_true+RC5_field_alias_drift,22,PASS_UNION_COVERED
G6E-SUM-0577,runtime_authorization_true+adapter_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0578,runtime_authorization_true+chi_selected_true,1,PASS_UNION_COVERED
G6E-SUM-0579,runtime_authorization_true+detection_probability_present,1,PASS_UNION_COVERED
G6E-SUM-0580,runtime_authorization_true+forbidden_output_leakage,1,PASS_UNION_COVERED
G6E-SUM-0581,runtime_authorization_true+numeric_bound_invented,1,PASS_UNION_COVERED
G6E-SUM-0582,runtime_authorization_true+pending_actual_reopens,1,PASS_UNION_COVERED
G6E-SUM-0583,runtime_authorization_true+production_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0584,runtime_authorization_true+q_ch_sidecar_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0585,runtime_authorization_true+runtime_authorization_true,1,PASS_UNION_COVERED
G6E-SUM-0586,runtime_authorization_true+winner_present,1,PASS_UNION_COVERED
G6E-SUM-0587,runtime_authorization_true+yield_present,1,PASS_UNION_COVERED
G6E-SUM-0588,runtime_true,6,PASS_UNION_COVERED
G6E-SUM-0589,runtime_true+220_auto_map,3,PASS_UNION_COVERED
G6E-SUM-0590,runtime_true+D1200_borrow_D900,3,PASS_UNION_COVERED
G6E-SUM-0591,runtime_true+cross_workstream_contamination,3,PASS_UNION_COVERED
G6E-SUM-0592,runtime_true+dependency_derived_run_marker,3,PASS_UNION_COVERED
G6E-SUM-0593,runtime_true+dossier_derived_missing_binding,3,PASS_UNION_COVERED
G6E-SUM-0594,runtime_true+edge20_hash_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0595,runtime_true+formal_qch_false_positive,3,PASS_UNION_COVERED
G6E-SUM-0596,runtime_true+missing_NODI_view,3,PASS_UNION_COVERED
G6E-SUM-0597,runtime_true+missing_normalization,3,PASS_UNION_COVERED
G6E-SUM-0598,runtime_true+missing_source_sha,3,PASS_UNION_COVERED
G6E-SUM-0599,runtime_true+missing_units,3,PASS_UNION_COVERED
G6E-SUM-0600,runtime_true+non_contiguous_bins,3,PASS_UNION_COVERED
G6E-SUM-0601,runtime_true+numeric_bound_invented,3,PASS_UNION_COVERED
G6E-SUM-0602,runtime_true+policy_use_requested,3,PASS_UNION_COVERED
G6E-SUM-0603,runtime_true+probe_package_auth_leak,3,PASS_UNION_COVERED
G6E-SUM-0604,runtime_true+row_count_mismatch,3,PASS_UNION_COVERED
G6E-SUM-0605,runtime_true+template_marked_evidence,3,PASS_UNION_COVERED
G6E-SUM-0606,strong_claim_positive_output,6,PASS_UNION_COVERED
G6E-SUM-0607,template_marked_evidence,6,PASS_UNION_COVERED
G6E-SUM-0608,v4_runtime_true,6,PASS_UNION_COVERED
G6E-SUM-0609,winner_present,70,PASS_UNION_COVERED
G6E-SUM-0610,winner_present+BINDING_promotion_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0611,winner_present+EDGE_approval_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0612,winner_present+Gate2D_row_count_drift,1,PASS_UNION_COVERED
G6E-SUM-0613,winner_present+JRC_present,1,PASS_UNION_COVERED
G6E-SUM-0614,winner_present+RC5_field_alias_drift,1,PASS_UNION_COVERED
G6E-SUM-0615,winner_present+adapter_spoofing,1,PASS_UNION_COVERED
G6E-SUM-0616,winner_present+chi_selected_true,1,PASS_UNION_COVERED
G6E-SUM-0617,winner_present+detection_probability_present,1,PASS_UNION_COVERED
G6E-SUM-0618,winner_present+forbidden_output_leakage,1,PASS_UNION_COVERED
G6E-SUM-0619,winner_present+numeric_bound_invented,1,PASS_UNION_COVERED
G6E-SUM-0620,winner_present+pending_actual_reopens,1,PASS_UNION_COVERED
G6E-SUM-0621,winner_present+production_authorization_true,1,PASS_UNION_COVERED
