rc4_delta_id,field_name,delta_status,blocking_mismatch
G3E-DELTA-0303,source_sha_available,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0304,source_sha_provenance_status,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0305,source_solve_id,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0306,source_solve_provenance_id,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0307,source_validator_path,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0308,source_validator_sha256,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0309,state_changed_this_gate,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0310,structural_coverage_proof_id,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0311,structural_proof_boundary,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0312,structural_proof_status,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0313,success_criteria,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0314,synthetic_binding_row_id,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0315,synthetic_fixture_not_evidence,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0316,synthetic_fixture_status,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0317,synthetic_row_id,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0318,template_only,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0319,template_row_id,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0320,tpd_alignment_source,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0321,tpd_bin_basis,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0322,tpd_bin_label,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0323,tpd_case_or_artifact_id,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0324,tpd_edge4_bin_label,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0325,tpd_edge_bin_label,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0326,tpd_edge_norm_max,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0327,tpd_edge_norm_min,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0328,tpd_proxy_aggregation_basis,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0329,tpd_scope,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0330,transform_hint,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0331,trial_id,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0332,uncertainty_flag,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0333,uncertainty_or_review_flag,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0334,units,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0335,units_available,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0336,units_status,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0337,validation_link,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0338,validation_plan,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0339,velocity_numerator,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0340,velocity_total,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0341,volume_entity_count,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0342,weighting_basis,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0343,what_it_allows,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0344,what_it_does_not_allow,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0345,why_not_direct_prs_bin,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0346,why_not_stronger,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0347,width_coverage,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0348,width_family,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0349,width_group_um,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0350,width_or_route_family,RC3_TO_RC4_CARRIED_FORWARD,false
G3E-DELTA-0351,workstream,RC3_TO_RC4_CARRIED_FORWARD,false
