pending_id,simulation_row_id,source_probe_row_id,workstream,probe_category,comsol_expected_disposition,comsol_simulated_disposition,pending_field,pending_value,closure_source,required_next_gate
G5A-PENDING-0073,G4C-SIM-0073,G3E-QCH-033,QCH,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0074,G4C-SIM-0074,G3E-QCH-034,QCH,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0075,G4C-SIM-0075,G3E-QCH-035,QCH,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0076,G4C-SIM-0076,G3E-QCH-036,QCH,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0077,G4C-SIM-0077,G3E-QCH-037,QCH,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0078,G4C-SIM-0078,G3E-QCH-038,QCH,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0079,G4C-SIM-0079,G3E-QCH-039,QCH,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0080,G4C-SIM-0080,G3E-QCH-040,QCH,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0081,G4C-SIM-0081,G3E-BINDING-001,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0082,G4C-SIM-0082,G3E-BINDING-002,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0083,G4C-SIM-0083,G3E-BINDING-003,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0084,G4C-SIM-0084,G3E-BINDING-004,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0085,G4C-SIM-0085,G3E-BINDING-005,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0086,G4C-SIM-0086,G3E-BINDING-006,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0087,G4C-SIM-0087,G3E-BINDING-007,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0088,G4C-SIM-0088,G3E-BINDING-008,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0089,G4C-SIM-0089,G3E-BINDING-009,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0090,G4C-SIM-0090,G3E-BINDING-010,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0091,G4C-SIM-0091,G3E-BINDING-011,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0092,G4C-SIM-0092,G3E-BINDING-012,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0093,G4C-SIM-0093,G3E-BINDING-013,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0094,G4C-SIM-0094,G3E-BINDING-014,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0095,G4C-SIM-0095,G3E-BINDING-015,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0096,G4C-SIM-0096,G3E-BINDING-016,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0097,G4C-SIM-0097,G3E-BINDING-017,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0098,G4C-SIM-0098,G3E-BINDING-018,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0099,G4C-SIM-0099,G3E-BINDING-019,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0100,G4C-SIM-0100,G3E-BINDING-020,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0101,G4C-SIM-0101,G3E-BINDING-021,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0102,G4C-SIM-0102,G3E-BINDING-022,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0103,G4C-SIM-0103,G3E-BINDING-023,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0104,G4C-SIM-0104,G3E-BINDING-024,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0105,G4C-SIM-0105,G3E-BINDING-025,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0106,G4C-SIM-0106,G3E-BINDING-026,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0107,G4C-SIM-0107,G3E-BINDING-027,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0108,G4C-SIM-0108,G3E-BINDING-028,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0109,G4C-SIM-0109,G3E-BINDING-029,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0110,G4C-SIM-0110,G3E-BINDING-030,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0111,G4C-SIM-0111,G3E-BINDING-031,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0112,G4C-SIM-0112,G3E-BINDING-032,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0113,G4C-SIM-0113,G3E-BINDING-033,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0114,G4C-SIM-0114,G3E-BINDING-034,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0115,G4C-SIM-0115,G3E-BINDING-035,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0116,G4C-SIM-0116,G3E-BINDING-036,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0117,G4C-SIM-0117,G3E-BINDING-037,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,REVIEW_ONLY_NO_FORMULA,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0118,G4C-SIM-0118,G3E-BINDING-038,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED_NO_RUN,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0119,G4C-SIM-0119,G3E-BINDING-039,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
G5A-PENDING-0120,G4C-SIM-0120,G3E-BINDING-040,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,HARD_FAIL_FORBIDDEN_AUTH,actual_source,PENDING_NODI_GATE4_ACTUAL,NODI_COMSOL_GATE4C_COMSOL_PROBE_ACTUAL_VS_EXPECTED_20260629.csv,Gate5B_PENDING_CLOSURE
