rc5_field_id,field_name,field_category,default_value,gate2d_freeze_inherited,edge_policy_state,qch_state,binding_state
G4G-RC5-FIELD-0223,proposed_edge20_group_id_or_pending,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0224,proposed_gate,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0225,proposed_next_artifact,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0226,proposed_scope,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0227,proposed_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0228,provenance_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0229,q_ch_units,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0230,q_ch_value,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0231,qch_chi_eta_authorized,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0232,qch_eta_authorized,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0233,qch_template_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0234,qch_weighting_authorized,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0235,raw_residence_fraction,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0236,raw_velocity_fraction,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0237,readiness_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0238,reason,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0239,recommended_gate2b_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0240,recommended_nodi_action,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0241,recommended_nodi_reconciled_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0242,reference_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0243,reproducibility_check_required,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0244,reproducibility_group_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0245,reproducibility_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0246,required_comsol_export_change,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0247,required_evidence,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0248,required_evidence_to_upgrade,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0249,required_fields_present,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0250,required_for_positive_fixture,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0251,required_next_gate,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0252,required_nodi_checks_to_upgrade,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0253,required_nodi_next_gate,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0254,required_nodi_policy,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0255,required_nodi_review,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0256,required_output_if_future_authorized,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0257,required_output_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0258,required_seeds,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0259,required_validation_checks,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0260,requirement_area,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0261,requirement_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0262,requires_conservativeness_check,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0263,requires_loss_error_semantics,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0264,requires_monotonicity_check,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0265,requires_new_comsol_export,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0266,requires_new_comsol_solve,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0267,requires_nodi_acceptance,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0268,requires_nodi_edge20_definition_hash,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0269,requires_nodi_prs_recheck,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0270,requires_nodi_prs_verdict,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0271,residence_numerator,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0272,residence_total,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0273,result,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0274,review_method_candidate,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0275,review_only_until_nodi_approval,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0276,route_coverage,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0277,route_family,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0278,route_geometry_id_comsol,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0279,route_id_nodi,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0280,route_key,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0281,route_key_candidate,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0282,route_view_diameter_bin_binding_available,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0283,route_view_diameter_bin_binding_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0284,row_count,mandatory_for_future_evidence,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0285,row_grain,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0286,row_identity,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0287,row_identity_available,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0288,row_identity_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0289,run_label,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0290,runtime_configuration_authorized,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0291,sample_policy,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0292,sample_row_count_read,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0293,schema_field_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0294,schema_version,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0295,semantics_area,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0296,semantics_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0297,sha256,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0298,sidewall_deg,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0299,source_artifact,mandatory_for_future_evidence,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0300,source_candidate_export_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0301,source_crosswalk_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0302,source_edge4_artifact,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0303,source_edge_skeleton_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0304,source_family,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0305,source_gate2f_edge_evidence_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0306,source_geometry_hash,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0307,source_row_count,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0308,source_row_identity,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0309,source_row_type,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0310,source_rows_covered,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0311,source_schema_path,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0312,source_schema_sha256,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0313,source_sha256,mandatory_for_future_evidence,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0314,source_sha_available,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0315,source_sha_provenance_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0316,source_sha_requirement,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0317,source_solve_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0318,source_solve_provenance_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0319,source_validator_path,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0320,source_validator_sha256,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0321,state_changed_this_gate,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0322,structural_coverage_proof_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0323,structural_proof_boundary,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0324,structural_proof_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0325,success_criteria,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0326,synthetic_binding_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0327,synthetic_fixture_not_evidence,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0328,synthetic_fixture_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0329,synthetic_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0330,template_only,mandatory_for_template,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0331,template_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0332,tpd_alignment_source,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0333,tpd_bin_basis,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0334,tpd_bin_label,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0335,tpd_case_or_artifact_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0336,tpd_edge4_bin_label,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0337,tpd_edge_bin_label,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0338,tpd_edge_norm_max,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0339,tpd_edge_norm_min,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0340,tpd_proxy_aggregation_basis,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0341,tpd_scope,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0342,transform_hint,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0343,trial_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0344,uncertainty_flag,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0345,uncertainty_or_review_flag,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0346,units,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0347,units_available,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0348,units_requirement,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0349,units_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0350,validation_link,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0351,validation_plan,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0352,velocity_numerator,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0353,velocity_total,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0354,volume_entity_count,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0355,weighting_basis,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0356,what_it_allows,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0357,what_it_does_not_allow,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0358,why_not_direct_prs_bin,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0359,why_not_stronger,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0360,width_coverage,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0361,width_family,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0362,width_group_um,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0363,width_or_route_family,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0364,workstream,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0365,would_require_comsol_run,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0366,would_require_mph_load,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
