export_id,normalized_field,canonical_candidate,difference_class,lock_candidate_status,authorization_basis
G5G-FIELD-0214,probe_category,probe_category,future-gate-only,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0215,probe_row_id,probe_row_id,future-gate-only,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0216,production_ingestion_authorized,production_ingestion_authorized,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0217,proposed_edge20_bins_covered,proposed_edge20_bins_covered,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0218,proposed_edge20_group_id,proposed_edge20_group_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0219,proposed_edge20_group_id_or_pending,proposed_edge20_group_id_or_pending,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0220,proposed_gate,proposed_gate,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0221,proposed_next_artifact,proposed_next_artifact,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0222,proposed_scope,proposed_scope,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0223,proposed_status,proposed_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0224,provenance_id,provenance_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0225,prs_exact_match_claim,PRS_exact_match_claim,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0226,q_ch_units,q_ch_units,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0227,q_ch_value,q_ch_value,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0228,qch_chi_eta_authorized,qch_chi_eta_authorized,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0229,qch_eta_authorized,qch_eta_authorized,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0230,qch_template_row_id,qch_template_row_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0231,qch_weighting_authorized,qch_weighting_authorized,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0232,raw_residence_fraction,raw_residence_fraction,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0233,raw_velocity_fraction,raw_velocity_fraction,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0234,readiness_status,readiness_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0235,reason,reason,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0236,recommended_gate2b_status,recommended_gate2b_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0237,recommended_nodi_action,recommended_nodi_action,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0238,recommended_nodi_reconciled_status,recommended_nodi_reconciled_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0239,reference_row_id,reference_row_id,future-gate-only,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0240,reproducibility_check_required,reproducibility_check_required,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0241,reproducibility_group_id,reproducibility_group_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0242,reproducibility_status,reproducibility_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0243,required_comsol_export_change,required_comsol_export_change,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0244,required_evidence,required_evidence,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0245,required_evidence_to_upgrade,required_evidence_to_upgrade,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0246,required_fields_present,required_fields_present,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0247,required_for_positive_fixture,required_for_positive_fixture,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0248,required_next_gate,required_next_gate,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0249,required_nodi_checks_to_upgrade,required_nodi_checks_to_upgrade,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0250,required_nodi_next_gate,required_nodi_next_gate,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0251,required_nodi_policy,required_nodi_policy,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0252,required_nodi_review,required_nodi_review,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0253,required_output_if_future_authorized,required_output_if_future_authorized,blocked-by-policy,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0254,required_output_status,required_output_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0255,required_seeds,required_seeds,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0256,required_validation_checks,required_validation_checks,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0257,requirement_area,requirement_area,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0258,requirement_id,requirement_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0259,requires_conservativeness_check,requires_conservativeness_check,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0260,requires_loss_error_semantics,requires_loss_error_semantics,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0261,requires_monotonicity_check,requires_monotonicity_check,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0262,requires_new_comsol_export,requires_new_comsol_export,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0263,requires_new_comsol_solve,requires_new_comsol_solve,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0264,requires_nodi_acceptance,requires_nodi_acceptance,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0265,requires_nodi_edge20_definition_hash,requires_nodi_edge20_definition_hash,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0266,requires_nodi_prs_recheck,requires_nodi_prs_recheck,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0267,requires_nodi_prs_verdict,requires_nodi_prs_verdict,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0268,residence_numerator,residence_numerator,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0269,residence_total,residence_total,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0270,result,result,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0271,review_method_candidate,review_method_candidate,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0272,review_only_until_nodi_approval,review_only_until_nodi_approval,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0273,route_coverage,route_coverage,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0274,route_family,route_family,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0275,route_geometry_id_comsol,route_geometry_id_comsol,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0276,route_id_nodi,route_id_nodi,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0277,route_key,route_key,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0278,route_key_candidate,route_key_candidate,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0279,route_view_diameter_bin_binding_available,route_view_diameter_bin_binding_available,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0280,route_view_diameter_bin_binding_status,route_view_diameter_bin_binding_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0281,row_count,row_count,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0282,row_grain,row_grain,future-gate-only,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0283,row_identity,row_identity,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0284,row_identity_available,row_identity_available,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0285,row_identity_status,row_identity_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0286,run_label,run_label,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0287,runtime_configuration_authorized,runtime_configuration_authorized,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0288,sample_policy,sample_policy,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0289,sample_row_count_read,sample_row_count_read,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0290,schema_field_id,schema_field_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0291,schema_version,schema_version,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0292,semantics_area,semantics_area,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0293,semantics_row_id,semantics_row_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0294,sha256,sha256,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0295,sidewall_deg,sidewall_deg,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0296,source_artifact,source_artifact,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0297,source_candidate_export_row_id,source_candidate_export_row_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0298,source_crosswalk_status,source_crosswalk_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0299,source_edge4_artifact,source_edge4_artifact,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0300,source_edge_skeleton_row_id,source_edge_skeleton_row_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0301,source_family,source_family,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0302,source_gate2f_edge_evidence_id,source_gate2f_edge_evidence_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0303,source_geometry_hash,source_geometry_hash,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0304,source_row_count,source_row_count,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0305,source_row_identity,source_row_identity,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0306,source_row_type,source_row_type,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0307,source_rows_covered,source_rows_covered,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0308,source_schema_path,source_schema_path,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0309,source_schema_sha256,source_schema_sha256,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0310,source_sha256,source_sha256,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0311,source_sha_available,source_sha_available,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0312,source_sha_provenance_status,source_sha_provenance_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0313,source_sha_requirement,source_sha_requirement,future-gate-only,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0314,source_solve_id,source_solve_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0315,source_solve_provenance_id,source_solve_provenance_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0316,source_validator_path,source_validator_path,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0317,source_validator_sha256,source_validator_sha256,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0318,state_changed_this_gate,state_changed_this_gate,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0319,structural_coverage_proof_id,structural_coverage_proof_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0320,structural_proof_boundary,structural_proof_boundary,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0321,structural_proof_status,structural_proof_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0322,success_criteria,success_criteria,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0323,synthetic_binding_row_id,synthetic_binding_row_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0324,synthetic_fixture_not_evidence,synthetic_fixture_not_evidence,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0325,synthetic_fixture_status,synthetic_fixture_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0326,synthetic_row_id,synthetic_row_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0327,template_only,template_only,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0328,template_row_id,template_row_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0329,tpd_alignment_source,tpd_alignment_source,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0330,tpd_bin_basis,tpd_bin_basis,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0331,tpd_bin_label,tpd_bin_label,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0332,tpd_case_or_artifact_id,tpd_case_or_artifact_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0333,tpd_edge4_bin_label,tpd_edge4_bin_label,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0334,tpd_edge_bin_label,tpd_edge_bin_label,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0335,tpd_edge_norm_max,tpd_edge_norm_max,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0336,tpd_edge_norm_min,tpd_edge_norm_min,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0337,tpd_proxy_aggregation_basis,tpd_proxy_aggregation_basis,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0338,tpd_scope,tpd_scope,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0339,transform_hint,transform_hint,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0340,trial_id,trial_id,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0341,unbound_reason_if_any,UNBOUND_reason_if_any,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0342,uncertainty_flag,uncertainty_flag,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0343,uncertainty_or_review_flag,uncertainty_or_review_flag,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0344,units,units,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0345,units_available,units_available,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0346,units_requirement,units_requirement,future-gate-only,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0347,units_status,units_status,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0348,validation_link,validation_link,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0349,validation_plan,validation_plan,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0350,velocity_numerator,velocity_numerator,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0351,velocity_total,velocity_total,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0352,volume_entity_count,volume_entity_count,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0353,w_nominal_nm,W_nominal_nm,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0354,weighting_basis,weighting_basis,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0355,what_it_allows,what_it_allows,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0356,what_it_does_not_allow,what_it_does_not_allow,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0357,why_not_direct_prs_bin,why_not_direct_prs_bin,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0358,why_not_stronger,why_not_stronger,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0359,width_coverage,width_coverage,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0360,width_family,width_family,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0361,width_group_um,width_group_um,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0362,width_or_route_family,width_or_route_family,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0363,workstream,workstream,MATCH,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0364,would_require_comsol_run,would_require_comsol_run,future-gate-only,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
G5G-FIELD-0365,would_require_mph_load,would_require_mph_load,future-gate-only,RC5_LOCK_CANDIDATE_REVIEW_ONLY,none
