inventory_id,path,evidence_class,allowed_use,blocked_use,release_decision
Q-0125,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0126,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0127,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0128,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0129,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0130,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0131,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0132,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0133,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0134,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0135,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0136,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0137,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0138,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0139,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0140,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0141,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0142,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0143,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0144,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0145,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0146,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0147,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0148,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0149,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0150,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0151,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0152,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0153,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0154,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0155,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0156,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0157,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0158,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0159,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0160,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0161,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0162,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0163,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0164,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0165,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0166,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0167,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0168,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0169,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0170,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0171,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0172,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0173,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0174,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0175,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0176,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0177,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0178,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0179,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0180,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0181,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0182,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0183,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0184,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0185,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0186,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0187,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0188,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0189,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0190,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0191,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0192,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0193,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0194,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0195,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0196,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0197,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0198,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0199,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
Q-0200,reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv,quarantine_reference_only,no-auth review,proof/pass/runtime/production promotion,QUARANTINED_REFERENCE_ONLY_UNRESOLVED
