dimension_case_id,paired_baseline_case_id,baseline_pair_required,baseline_pair_status,channel_cross_section_model,W_top_nm,depth_nm,sidewall_angle_convention,sidewall_deg_comsol,sidewall_taper_angle_deg_nodi,k_taper,W_bottom_unclipped_nm,W_bottom_runtime_clipped_nm,closure_status,closure_depth_nm,particle_diameter_nm,particle_radius_nm,center_accessible_support_model,center_accessible_area_nm2,rectangle_baseline_area_nm2,center_accessible_area_fraction_vs_rectangle,center_accessible_area_delta_vs_rectangle,particle_center_support_status,tail_particle_support_delta,dimension_recommendation_drift_class,dimension_band_shift_context,baseline_scope_not_extrapolated,qch_transport_input_only,qch_eta_current,yield_current,not_route_selection_claim,not_production_recommendation,claim_boundary,impact_matrix_version,row_id,matrix_axis,geometry_case_id,source_artifacts_json,allowed_use,blocked_use,not_detection_probability,not_winner,not_yield,not_qch_weighted,not_true_W_eff,not_optical_solver_output
DIM-W500-D900-TH85-P300,DIM-W500-D900-TH90-P300,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,85.0,5.0,0.08748866352592401,342.52040565333687,342.52040565333687,open,2857.5130756903363,300.0,150.0,wall_normal_half_plane_offset_v1,72068.55093819852,120000.0,0.600571257818321,-0.399428742181679,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH85-P300,dimension_recommendation_sensitivity,DIM-W500-D900-TH85-P300,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH83-P40,DIM-W500-D900-TH90-P40,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,278.9877903747718,278.9877903747718,open,2036.0866069936487,40.0,20.0,wall_normal_half_plane_offset_v1,300306.4118653675,395600.0,0.759116309063113,-0.240883690936887,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH83-P40,dimension_recommendation_sensitivity,DIM-W500-D900-TH83-P40,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH83-P60,DIM-W500-D900-TH90-P60,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,278.9877903747718,278.9877903747718,open,2036.0866069936487,60.0,30.0,wall_normal_half_plane_offset_v1,276396.37675427826,369600.0,0.7478256946814889,-0.25217430531851115,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH83-P60,dimension_recommendation_sensitivity,DIM-W500-D900-TH83-P60,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH83-P100,DIM-W500-D900-TH90-P100,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,278.9877903747718,278.9877903747718,open,2036.0866069936487,100.0,50.0,wall_normal_half_plane_offset_v1,230994.33011320088,320000.0,0.7218572816037527,-0.27814271839624727,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH83-P100,dimension_recommendation_sensitivity,DIM-W500-D900-TH83-P100,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH83-P150,DIM-W500-D900-TH90-P150,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,278.9877903747718,278.9877903747718,open,2036.0866069936487,150.0,75.0,wall_normal_half_plane_offset_v1,178775.56602641896,262500.0,0.6810497753387389,-0.3189502246612611,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH83-P150,dimension_recommendation_sensitivity,DIM-W500-D900-TH83-P150,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH83-P220,DIM-W500-D900-TH90-P220,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,278.9877903747718,278.9877903747718,open,2036.0866069936487,220.0,110.0,wall_normal_half_plane_offset_v1,114132.37883877874,190400.0,0.5994347628087119,-0.4005652371912881,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH83-P220,dimension_recommendation_sensitivity,DIM-W500-D900-TH83-P220,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH83-P300,DIM-W500-D900-TH90-P300,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,278.9877903747718,278.9877903747718,open,2036.0866069936487,300.0,150.0,wall_normal_half_plane_offset_v1,52344.56852983881,120000.0,0.43620473774865676,-0.5637952622513432,open,tail_particle_sensitive,width_band_shift_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH83-P300,dimension_recommendation_sensitivity,DIM-W500-D900-TH83-P300,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH80-P40,DIM-W500-D900-TH90-P40,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,182.6114347247631,182.6114347247631,open,1417.8204549044276,40.0,20.0,wall_normal_half_plane_offset_v1,258592.2414827785,395600.0,0.6536709845368517,-0.3463290154631483,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH80-P40,dimension_recommendation_sensitivity,DIM-W500-D900-TH80-P40,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH80-P60,DIM-W500-D900-TH90-P60,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,182.6114347247631,182.6114347247631,open,1417.8204549044276,60.0,30.0,wall_normal_half_plane_offset_v1,235519.301345359,369600.0,0.6372275469300839,-0.3627724530699161,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH80-P60,dimension_recommendation_sensitivity,DIM-W500-D900-TH80-P60,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH80-P100,DIM-W500-D900-TH90-P100,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,182.6114347247631,182.6114347247631,open,1417.8204549044276,100.0,50.0,wall_normal_half_plane_offset_v1,191810.44493904573,320000.0,0.5994076404345179,-0.4005923595654821,open,not_tail_sensitive,narrowed_window_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH80-P100,dimension_recommendation_sensitivity,DIM-W500-D900-TH80-P100,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH80-P150,DIM-W500-D900-TH90-P150,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,182.6114347247631,182.6114347247631,open,1417.8204549044276,150.0,75.0,wall_normal_half_plane_offset_v1,141743.79418463988,262500.0,0.539976358798628,-0.46002364120137196,open,not_tail_sensitive,width_band_shift_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH80-P150,dimension_recommendation_sensitivity,DIM-W500-D900-TH80-P150,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH80-P220,DIM-W500-D900-TH90-P220,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,182.6114347247631,182.6114347247631,open,1417.8204549044276,220.0,110.0,wall_normal_half_plane_offset_v1,80185.68411136125,190400.0,0.4211432989042082,-0.5788567010957918,open,tail_particle_sensitive,width_band_shift_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH80-P220,dimension_recommendation_sensitivity,DIM-W500-D900-TH80-P220,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH80-P300,DIM-W500-D900-TH90-P300,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,182.6114347247631,182.6114347247631,open,1417.8204549044276,300.0,150.0,wall_normal_half_plane_offset_v1,28780.080098472266,120000.0,0.23983400082060222,-0.7601659991793978,open,tail_particle_sensitive,particle_tail_blocked_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH80-P300,dimension_recommendation_sensitivity,DIM-W500-D900-TH80-P300,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH70-P40,DIM-W500-D900-TH90-P40,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-155.1464216791642,0.0,geometry_closed,686.8693548636556,40.0,20.0,wall_normal_half_plane_offset_v1,134720.80408745861,395600.0,0.3405480386437275,-0.6594519613562725,open,not_tail_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH70-P40,dimension_recommendation_sensitivity,DIM-W500-D900-TH70-P40,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH70-P60,DIM-W500-D900-TH90-P60,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-155.1464216791642,0.0,geometry_closed,686.8693548636556,60.0,30.0,wall_normal_half_plane_offset_v1,117903.66880311261,369600.0,0.31900343290885447,-0.6809965670911455,open,not_tail_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH70-P60,dimension_recommendation_sensitivity,DIM-W500-D900-TH70-P60,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH70-P100,DIM-W500-D900-TH90-P100,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-155.1464216791642,0.0,geometry_closed,686.8693548636556,100.0,50.0,wall_normal_half_plane_offset_v1,87631.66229418384,320000.0,0.2738489446693245,-0.7261510553306755,open,not_tail_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH70-P100,dimension_recommendation_sensitivity,DIM-W500-D900-TH70-P100,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH70-P150,DIM-W500-D900-TH90-P150,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-155.1464216791642,0.0,geometry_closed,686.8693548636556,150.0,75.0,wall_normal_half_plane_offset_v1,56095.8992700792,262500.0,0.213698663886016,-0.786301336113984,open,not_tail_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH70-P150,dimension_recommendation_sensitivity,DIM-W500-D900-TH70-P150,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH70-P220,DIM-W500-D900-TH90-P220,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-155.1464216791642,0.0,geometry_closed,686.8693548636556,220.0,110.0,wall_normal_half_plane_offset_v1,23713.755245504206,190400.0,0.12454703385243805,-0.875452966147562,open,tail_particle_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH70-P220,dimension_recommendation_sensitivity,DIM-W500-D900-TH70-P220,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D900-TH70-P300,DIM-W500-D900-TH90-P300,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,900.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-155.1464216791642,0.0,geometry_closed,686.8693548636556,300.0,150.0,wall_normal_half_plane_offset_v1,3516.9109448065087,120000.0,0.029307591206720905,-0.9706924087932791,open,tail_particle_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D900-TH70-P300,dimension_recommendation_sensitivity,DIM-W500-D900-TH70-P300,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH90-P40,DIM-W500-D1200-TH90-P40,True,self_baseline,ideal_rectangle,500.0,1200.0,comsol_from_horizontal,90.0,0.0,0.0,500.00000000000006,500.00000000000006,open,inf,40.0,20.0,wall_normal_half_plane_offset_v1,533600.0000000001,533600.0,1.0000000000000002,2.220446049250313e-16,open,not_tail_sensitive,unchanged_candidate,rectangle_limit_or_negligible_area_delta,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH90-P40,dimension_recommendation_sensitivity,DIM-W500-D1200-TH90-P40,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH90-P60,DIM-W500-D1200-TH90-P60,True,self_baseline,ideal_rectangle,500.0,1200.0,comsol_from_horizontal,90.0,0.0,0.0,500.00000000000006,500.00000000000006,open,inf,60.0,30.0,wall_normal_half_plane_offset_v1,501600.00000000023,501600.0,1.0000000000000004,4.440892098500626e-16,open,not_tail_sensitive,unchanged_candidate,rectangle_limit_or_negligible_area_delta,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH90-P60,dimension_recommendation_sensitivity,DIM-W500-D1200-TH90-P60,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH90-P100,DIM-W500-D1200-TH90-P100,True,self_baseline,ideal_rectangle,500.0,1200.0,comsol_from_horizontal,90.0,0.0,0.0,500.00000000000006,500.00000000000006,open,inf,100.0,50.0,wall_normal_half_plane_offset_v1,440000.0000000002,440000.0,1.0000000000000004,4.440892098500626e-16,open,not_tail_sensitive,unchanged_candidate,rectangle_limit_or_negligible_area_delta,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH90-P100,dimension_recommendation_sensitivity,DIM-W500-D1200-TH90-P100,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH90-P150,DIM-W500-D1200-TH90-P150,True,self_baseline,ideal_rectangle,500.0,1200.0,comsol_from_horizontal,90.0,0.0,0.0,500.00000000000006,500.00000000000006,open,inf,150.0,75.0,wall_normal_half_plane_offset_v1,367500.0000000002,367500.0,1.0000000000000004,4.440892098500626e-16,open,not_tail_sensitive,unchanged_candidate,rectangle_limit_or_negligible_area_delta,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH90-P150,dimension_recommendation_sensitivity,DIM-W500-D1200-TH90-P150,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH90-P220,DIM-W500-D1200-TH90-P220,True,self_baseline,ideal_rectangle,500.0,1200.0,comsol_from_horizontal,90.0,0.0,0.0,500.00000000000006,500.00000000000006,open,inf,220.0,110.0,wall_normal_half_plane_offset_v1,274400.0000000001,274400.0,1.0000000000000004,4.440892098500626e-16,open,not_tail_sensitive,unchanged_candidate,rectangle_limit_or_negligible_area_delta,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH90-P220,dimension_recommendation_sensitivity,DIM-W500-D1200-TH90-P220,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
