expansion_version,row_id,source_artifacts_json,allowed_use,blocked_use,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_prs,claim_boundary,delta_case_id,route_id_nodi,route_id_nodi_role,diameter_nm,baseline_sidewall_deg_comsol,sidewall_deg_comsol,synthetic_counting_context_rate_delta,mean_peak_height_delta,mean_local_snr_delta,selected_annulus_fraction_delta,selected_annulus_mean_edge_norm_delta,delta_status
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-404_W600_D900-P240-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-404_W600_D900-P240-TH85_vs_TH90,404/W600/D900,join_key_only_not_selection,240,90.0,85.0,0.0,3.892233369278358,159909.34284310206,-0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-404_W600_D900-P250-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-404_W600_D900-P250-TH85_vs_TH90,404/W600/D900,join_key_only_not_selection,250,90.0,85.0,0.0,-4.646888373079037,96852.59743193083,0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-404_W600_D900-P260-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-404_W600_D900-P260-TH85_vs_TH90,404/W600/D900,join_key_only_not_selection,260,90.0,85.0,0.0,-4.6879655129764615,48898.74819832365,0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-404_W600_D900-P270-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-404_W600_D900-P270-TH85_vs_TH90,404/W600/D900,join_key_only_not_selection,270,90.0,85.0,0.0,6.113052945388745,-293230.8208548697,0.0,0.01184522596805282,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-404_W600_D900-P280-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-404_W600_D900-P280-TH85_vs_TH90,404/W600/D900,join_key_only_not_selection,280,90.0,85.0,0.0,-1.7149700470947664,-5155.714823164744,0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-404_W600_D900-P290-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-404_W600_D900-P290-TH85_vs_TH90,404/W600/D900,join_key_only_not_selection,290,90.0,85.0,0.0,-6.3892565635241,-216802.2600410881,0.0,0.1910547186954017,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-404_W600_D900-P300-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-404_W600_D900-P300-TH85_vs_TH90,404/W600/D900,join_key_only_not_selection,300,90.0,85.0,0.0,10.195799533222385,-420027.99838215066,0.0,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P40-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P40-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,40,90.0,85.0,0.0,-0.0001152173207369378,-22.177069841539776,0.0,-0.023699451919076964,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P60-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P60-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,60,90.0,85.0,0.0,0.00017465580598230446,-779.6327964451211,0.0,-0.20856528146507947,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P100-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P100-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,100,90.0,85.0,0.0,0.0005049639478045265,-61335.98249560813,0.0,-0.06301107513846627,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P150-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P150-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,150,90.0,85.0,0.0,8.460702514412333e-05,60178.05302904942,0.5,-0.07488058577627432,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P220-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P220-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,220,90.0,85.0,0.0,-0.0007892582798376679,111648.80237223406,0.0,-0.14065832258130695,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P230-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P230-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,230,90.0,85.0,0.0,-0.0009473830419892693,-5911.024120412068,-0.5,0.031347616112467946,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P240-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P240-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,240,90.0,85.0,0.0,0.0005801544065207054,-3037.38539165142,0.0,0.158482580829719,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P250-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P250-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,250,90.0,85.0,0.0,0.00021511756312975194,-773300.2193704126,0.0,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P260-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P260-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,260,90.0,85.0,0.0,-0.00017731779644236667,-524545.5979364407,0.0,-0.06602175054056703,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P270-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P270-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,270,90.0,85.0,0.0,0.0005317876025401347,-1348360.9087696737,0.0,0.03909055043526555,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P280-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P280-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,280,90.0,85.0,0.0,9.63028048772685e-05,282636.83193512354,0.5,-0.00022441421609031842,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P290-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P290-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,290,90.0,85.0,0.0,-0.0011104305781373114,228673.63238718337,0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W500_D1500-P300-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W500_D1500-P300-TH85_vs_TH90,660/W500/D1500,join_key_only_not_selection,300,90.0,85.0,0.0,0.00024937827129178913,1541740.9196905475,1.0,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P40-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P40-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,40,90.0,85.0,0.0,-0.06902446981587382,133.01204680766153,0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P60-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P60-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,60,90.0,85.0,0.0,0.4688807684329406,113.6153279386308,0.0,0.06884432229159887,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P100-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P100-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,100,90.0,85.0,0.0,0.5789722456306237,-87380.17754107986,0.0,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P150-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P150-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,150,90.0,85.0,0.0,-0.6191297287755901,491090.15648061247,-0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P220-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P220-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,220,90.0,85.0,0.0,2.3598556436470517,-258241.34457821515,0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P230-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P230-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,230,90.0,85.0,0.0,6.02058801466319,247676.80272110994,0.5,-0.06642674829758832,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P240-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P240-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,240,90.0,85.0,0.0,-0.6639889696987211,674593.818051574,-1.0,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P250-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P250-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,250,90.0,85.0,0.0,15.856965848289292,-1184801.174238048,-1.0,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P260-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P260-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,260,90.0,85.0,0.0,-1.8016369142242183,713552.4974532584,-0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P270-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P270-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,270,90.0,85.0,0.0,-17.130860357849997,-1040891.8864642587,0.0,-0.2526766406950287,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P280-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P280-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,280,90.0,85.0,0.0,-10.968896097599554,-903185.2125491207,0.5,,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P290-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P290-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,290,90.0,85.0,0.0,3.845710430308827,-1758706.1050347872,0.5,-0.004472474562955742,executed_delta_context
sidewall_primary85_full_bounded_event_expansion_v1,FULL-DELTA-660_W800_D1200-P300-TH85_vs_TH90,"[""594_NODI_SIDEWALL_RECOMMENDED_DIMENSION_UPDATE_PACKET_20260702"", ""591_bounded_event_runner"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM""]",execute sparse full-coverage NODI bounded event context for PRS-approved routes and diameters under rectangle/85deg sidewall pairing,"production PRS, route winner, scalar score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_primary85_bounded_event_context_not_probability_not_selection,FULL-DELTA-660_W800_D1200-P300-TH85_vs_TH90,660/W800/D1200,join_key_only_not_selection,300,90.0,85.0,0.0,0.7946748396934709,401927.7162068002,0.5,0.05301513888385978,executed_delta_context
