route_key,wavelength_nm,width_nm,depth_nm,ev_pass_criterion_id,ev_pass_criterion_claim_level,ev_prior_score_p10_relative_proxy,ev_polydispersity_profile_id,ev_polydispersity_pass_fraction_proxy,contaminant_panel_id,contaminant_pass_fraction,contaminant_overlap_relative_proxy,contaminants_included_in_route_score,anchor_particles_included,biological_specificity_claim_allowed,true_ev_concentration_claim_allowed,count_or_concentration_interpretation_allowed,coincidence_event_overlap_proxy_definition,coincidence_event_overlap_proxy_label,coincidence_claim_level
488/W500/D1000,488,500,1000,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-1.0,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W500/D1100,488,500,1100,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-1.0,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W500/D1200,488,500,1200,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-1.0,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W500/D1300,488,500,1300,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-1.0,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W500/D1400,488,500,1400,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-1.0,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W500/D1500,488,500,1500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-1.0,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D500,488,600,500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.42948289118474287,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D550,488,600,550,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.40796685632589946,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D600,488,600,600,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.34118710726976625,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D650,488,600,650,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.30351664458722355,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D700,488,600,700,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.27836012238806235,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D800,488,600,800,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.2783225019926193,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D900,488,600,900,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3035164605190331,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D1000,488,600,1000,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3261850383693826,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D1100,488,600,1100,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3084638571235986,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D1200,488,600,1200,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3002634448567508,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D1300,488,600,1300,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3091123717996781,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D1400,488,600,1400,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.324746604881161,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W600/D1500,488,600,1500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.33439948295588334,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D500,488,700,500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.5860887468523668,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D550,488,700,550,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.5241411810908821,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D600,488,700,600,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.43359354415543905,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D650,488,700,650,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3493863908624765,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D700,488,700,700,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.30323758835325804,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D800,488,700,800,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.28799155716155656,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D900,488,700,900,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.292057907126124,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D1000,488,700,1000,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3054645765200008,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D1100,488,700,1100,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3213881470260976,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D1200,488,700,1200,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.31314330978600263,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D1300,488,700,1300,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.31764929788582974,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D1400,488,700,1400,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.33521615388413606,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W700/D1500,488,700,1500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3247447420063221,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D500,488,800,500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.6780360969850777,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D550,488,800,550,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.580290965039632,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D600,488,800,600,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.4804567606236125,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D650,488,800,650,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.40151522946349266,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D700,488,800,700,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3313801910184374,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D800,488,800,800,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.28200182459728185,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D900,488,800,900,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.30965062353545225,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D1000,488,800,1000,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3172497768360394,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D1100,488,800,1100,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3197458022187024,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D1200,488,800,1200,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.32826069569103516,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D1300,488,800,1300,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.32911151339872974,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D1400,488,800,1400,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3262466317588246,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W800/D1500,488,800,1500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.32012365594429065,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D500,488,900,500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.6620084982475594,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D550,488,900,550,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.5890364280611461,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D600,488,900,600,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.5256644208448648,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D650,488,900,650,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.4233196628949836,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D700,488,900,700,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.35340388339581097,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D800,488,900,800,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.2965870216871093,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D900,488,900,900,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.31386054447610195,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D1000,488,900,1000,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3232106146565214,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D1100,488,900,1100,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.32494538636069864,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D1200,488,900,1200,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.34723188445375286,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D1300,488,900,1300,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.34006844762159244,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D1400,488,900,1400,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.32599528228439945,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W900/D1500,488,900,1500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.32696567466090265,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D500,488,1000,500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.6370586499955001,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D550,488,1000,550,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.5918973204598468,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D600,488,1000,600,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.526572908841677,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D650,488,1000,650,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.4488766252040244,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D700,488,1000,700,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3771118896601309,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D800,488,1000,800,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3141417272728648,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D900,488,1000,900,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.31070837563335657,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D1000,488,1000,1000,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3166052749012927,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D1100,488,1000,1100,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3282258535536019,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D1200,488,1000,1200,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.35894171014078335,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D1300,488,1000,1300,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3433766909380701,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D1400,488,1000,1400,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.34166399275555104,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1000/D1500,488,1000,1500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.3331099672065342,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1100/D500,488,1100,500,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.6618658158701836,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1100/D550,488,1100,550,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.5727704281730596,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
488/W1100/D600,488,1100,600,relative_ev_prior_stability_and_engineering_gate_floor_v1,relative_score_rank_only,-0.5283114107333162,v1_biomimetic_corona_nominal_size_panel,0.9,gold_anchor_contaminant_diagnostic_only,0.0,1.0,False,False,False,False,False,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,relative_blended_pulse_proxy_only
