route_key,wavelength_nm,width_nm,depth_nm,comparison_stratum,aggregation_scope,aggregation_particle_family,aggregation_particle_filter_id,aggregation_weighting_id,aggregation_metric_id,aggregation_quantile,anchor_particles_included,contaminants_included_in_route_score,bfp_roi_score,bfp_roi_total_deltaI_proxy,bfp_roi_cross_term_proxy,bfp_roi_self_term_proxy,bfp_roi_cross_term_fraction,bfp_roi_self_term_fraction,bfp_roi_interference_dominant_flag,bfp_roi_cross_term_sign,bfp_roi_scalar_sign,bfp_roi_sign_agreement_with_scalar,bfp_roi_negative_cross_term_flag,bfp_roi_cross_term_claim_level,bfp_roi_operator_id,bfp_roi_mask_id,audit_bfp_jacobian_applied,audit_bfp_coordinate_frame,audit_bfp_jacobian_source_id,audit_bfp_jacobian_formula_id,audit_bfp_jacobian_unit_test_status,raw_roi_vs_scalar_score_ratio_diagnostic,raw_roi_vs_scalar_score_ratio_claim_level,bfp_roi_rank_in_stratum,bfp_roi_rank_percentile_in_stratum,v1_scalar_rank_in_stratum_for_bfp_audit,v1_scalar_rank_percentile_in_stratum_for_bfp_audit,roi_vs_scalar_percentile_delta,rank_delta_bfp_minus_scalar,percentile_delta_bfp_minus_scalar,rank_inversion_flag,rank_inversion_severity,rank_inversion_reason_codes
404/W1500/D1400,404,1500,1400,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-3.8068326609319825,-3.8068326609319825,-37.05827203499801,0.06512981505207659,0.9982455860237391,0.001754413976260872,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,10.079387560735254,diagnostic_only_not_gate,419,0.26795096322241685,339,0.4080560420315237,-0.14010507880910683,80,-0.14010507880910683,False,none,
404/W1500/D1500,404,1500,1500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-3.736297981051635,-3.736297981051635,-36.67739120686805,0.06505154831777961,0.9982295257625842,0.0017704742374157533,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,9.82968720740958,diagnostic_only_not_gate,412,0.28021015761821366,343,0.4010507880910683,-0.12084063047285465,69,-0.12084063047285465,False,none,
488/W500/D500,488,500,500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.03459862432398114,0.03459862432398114,0.0,0.03459862432398114,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.03459862432398114,diagnostic_only_not_gate,13,0.978984238178634,540,0.05604203152364273,0.9229422066549913,-527,0.9229422066549913,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D550,488,500,550,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.03474795017572123,0.03474795017572123,0.0,0.03474795017572123,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.03474795017572123,diagnostic_only_not_gate,12,0.9807355516637478,540,0.05604203152364273,0.9246935201401051,-528,0.9246935201401051,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D600,488,500,600,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.03488274104079606,0.03488274104079606,0.0,0.03488274104079606,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.03488274104079606,diagnostic_only_not_gate,11,0.9824868651488616,540,0.05604203152364273,0.9264448336252189,-529,0.9264448336252189,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D650,488,500,650,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.03500514983506139,0.03500514983506139,0.0,0.03500514983506139,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.03500514983506139,diagnostic_only_not_gate,10,0.9842381786339754,540,0.05604203152364273,0.9281961471103327,-530,0.9281961471103327,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D700,488,500,700,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.0351169052486006,0.0351169052486006,0.0,0.0351169052486006,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.0351169052486006,diagnostic_only_not_gate,9,0.9859894921190893,540,0.05604203152364273,0.9299474605954465,-531,0.9299474605954465,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D800,488,500,800,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.035313842750684006,0.035313842750684006,0.0,0.035313842750684006,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.035313842750684006,diagnostic_only_not_gate,8,0.9877408056042032,540,0.05604203152364273,0.9316987740805605,-532,0.9316987740805605,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D900,488,500,900,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.03548216720260198,0.03548216720260198,0.0,0.03548216720260198,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.03548216720260198,diagnostic_only_not_gate,7,0.989492119089317,540,0.05604203152364273,0.9334500875656743,-533,0.9334500875656743,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D1000,488,500,1000,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.03558548256603704,0.03558548256603704,0.0,0.03558548256603704,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.03558548256603704,diagnostic_only_not_gate,6,0.9912434325744308,540,0.05604203152364273,0.9352014010507881,-534,0.9352014010507881,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D1100,488,500,1100,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.035669745024309814,0.035669745024309814,0.0,0.035669745024309814,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.035669745024309814,diagnostic_only_not_gate,5,0.9929947460595446,540,0.05604203152364273,0.9369527145359019,-535,0.9369527145359019,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D1200,488,500,1200,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.03574325682625676,0.03574325682625676,0.0,0.03574325682625676,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.03574325682625676,diagnostic_only_not_gate,4,0.9947460595446584,540,0.05604203152364273,0.9387040280210157,-536,0.9387040280210157,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D1300,488,500,1300,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.035807927560186886,0.035807927560186886,0.0,0.035807927560186886,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.035807927560186886,diagnostic_only_not_gate,3,0.9964973730297724,540,0.05604203152364273,0.9404553415061296,-537,0.9404553415061296,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D1400,488,500,1400,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.03586524370642213,0.03586524370642213,0.0,0.03586524370642213,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.03586524370642213,diagnostic_only_not_gate,2,0.9982486865148862,540,0.05604203152364273,0.9422066549912435,-538,0.9422066549912435,True,major,BFP.RANK_SHIFT_MAJOR
488/W500/D1500,488,500,1500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,0.035916378927437334,0.035916378927437334,0.0,0.035916378927437334,0.0,1.0,False,zero,negative,False,False,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.035916378927437334,diagnostic_only_not_gate,1,1.0,540,0.05604203152364273,0.9439579684763573,-539,0.9439579684763573,True,major,BFP.RANK_SHIFT_MAJOR
488/W600/D500,488,600,500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-1.1612800979190845,-1.1612800979190845,-16.314532882269226,0.03686280214742096,0.9977455868074581,0.002254413192541862,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,2.70390304655828,diagnostic_only_not_gate,212,0.6304728546409808,395,0.30998248686514884,0.32049036777583195,-183,0.32049036777583195,True,major,BFP.RANK_SHIFT_MAJOR
488/W600/D550,488,600,550,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-1.5192662111649884,-1.5192662111649884,-18.47965407504916,0.036982075175632005,0.998002764925789,0.001997235074210984,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,3.723994210822216,diagnostic_only_not_gate,252,0.5604203152364273,378,0.339754816112084,0.2206654991243433,-126,0.2206654991243433,False,none,
488/W600/D600,488,600,600,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-1.8931765320073861,-1.8931765320073861,-20.67120260217331,0.03708992146021815,0.9982089338646395,0.0017910661353604572,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,5.548792705436284,diagnostic_only_not_gate,287,0.49912434325744304,268,0.532399299474606,-0.03327495621716292,19,-0.03327495621716292,False,none,
488/W600/D650,488,600,650,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-2.3112190537782906,-2.3112190537782906,-22.870150459117532,0.03718808539425636,0.9983765863798627,0.00162341362013729,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,7.614801675609921,diagnostic_only_not_gate,315,0.4500875656742557,194,0.6619964973730298,-0.21190893169877412,121,-0.21190893169877412,False,none,
488/W600/D700,488,600,700,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-2.7828447444785622,-2.7828447444785622,-25.057457666031574,0.03727794837222478,0.9985145112128287,0.0014854887871712861,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,9.997282371499296,diagnostic_only_not_gate,351,0.3870402802101576,138,0.7600700525394045,-0.37302977232924694,213,-0.37302977232924694,True,major,BFP.RANK_SHIFT_MAJOR
488/W600/D800,488,600,800,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-3.789726722886498,-3.789726722886498,-29.32191981405354,0.03743702223143562,0.9987248691297907,0.0012751308702092386,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,13.616314511957771,diagnostic_only_not_gate,417,0.2714535901926445,137,0.7618213660245183,-0.49036777583187385,280,-0.49036777583187385,True,major,BFP.RANK_SHIFT_MAJOR
488/W600/D900,488,600,900,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-4.84322075267866,-4.84322075267866,-33.31823764544389,0.03757388292774594,0.9988735431336819,0.0011264568663180783,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,15.957028308765972,diagnostic_only_not_gate,479,0.16287215411558664,193,0.6637478108581436,-0.500875656742557,286,-0.500875656742557,True,major,BFP.RANK_SHIFT_MAJOR
488/W600/D1000,488,600,1000,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-5.947774762207407,-5.947774762207407,-36.89169819694325,0.03763938520037264,0.9989807728038271,0.0010192271961729513,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,18.234357994899668,diagnostic_only_not_gate,521,0.08931698774080565,239,0.5831873905429072,-0.4938704028021016,282,-0.4938704028021016,True,major,BFP.RANK_SHIFT_MAJOR
488/W600/D1100,488,600,1100,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-6.973130473826435,-6.973130473826435,-39.92795159847826,0.03768945271481007,0.9990569536300812,0.0009430463699189169,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,22.6059887172855,diagnostic_only_not_gate,545,0.04728546409807355,199,0.6532399299474606,-0.6059544658493871,346,-0.6059544658493871,True,major,BFP.RANK_SHIFT_MAJOR
488/W600/D1200,488,600,1200,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-7.793021758157477,-7.793021758157477,-42.324891885632084,0.03773296064873211,0.9991092865282628,0.0008907134717372179,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,25.953947747037134,diagnostic_only_not_gate,557,0.02626970227670755,187,0.6742556917688266,-0.647985989492119,370,-0.647985989492119,True,major,BFP.RANK_SHIFT_MAJOR
488/W600/D1300,488,600,1300,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-8.347358978057969,-8.347358978057969,-44.00110452928118,0.037771077223678014,0.9991423242146059,0.0008576757853940066,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,27.00428627123187,diagnostic_only_not_gate,562,0.017513134851138368,200,0.6514886164623468,-0.6339754816112084,362,-0.6339754816112084,True,major,BFP.RANK_SHIFT_MAJOR
488/W600/D1400,488,600,1400,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-8.696150832451385,-8.696150832451385,-44.90025389114152,0.037804714575354434,0.9991587372541603,0.0008412627458397824,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,26.77826558227972,diagnostic_only_not_gate,565,0.012259194395796813,232,0.5954465849387041,-0.5831873905429072,333,-0.5831873905429072,True,major,BFP.RANK_SHIFT_MAJOR
488/W600/D1500,488,600,1500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-8.69280237546688,-8.69280237546688,-44.99261419589024,0.03783459427569454,0.9991597997512306,0.0008402002487693866,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,25.995262608147343,diagnostic_only_not_gate,564,0.014010507880910628,255,0.5551663747810858,-0.5411558669001751,309,-0.5411558669001751,True,major,BFP.RANK_SHIFT_MAJOR
488/W700/D500,488,700,500,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-0.8450764282152388,-0.8450764282152388,-14.369888484805141,0.03804659036761411,0.9973593308014571,0.0026406691985428675,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,1.4418915782870505,diagnostic_only_not_gate,174,0.6970227670753064,484,0.15411558669001746,0.542907180385289,-310,0.542907180385289,True,major,BFP.RANK_SHIFT_MAJOR
488/W700/D550,488,700,550,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-1.1052167983015024,-1.1052167983015024,-16.324915538349252,0.03814880715160462,0.9976686025095236,0.002331397490476404,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,2.1086242374644972,diagnostic_only_not_gate,205,0.6427320490367776,461,0.19439579684763575,0.44833625218914186,-256,0.44833625218914186,True,major,BFP.RANK_SHIFT_MAJOR
488/W700/D600,488,700,600,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-1.3954386412595112,-1.3954386412595112,-18.315610317570453,0.038241155310530926,0.9979164506497705,0.0020835493502295546,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,3.218310466262985,diagnostic_only_not_gate,240,0.5814360770577933,398,0.3047285464098074,0.2767075306479859,-158,0.2767075306479859,True,major,BFP.RANK_SHIFT_MAJOR
488/W700/D650,488,700,650,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-1.7037569411357745,-1.7037569411357745,-20.325900227298543,0.03832521182187489,0.9981180127898088,0.0018819872101911996,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,4.876426173698327,diagnostic_only_not_gate,268,0.532399299474606,285,0.5026269702276708,0.02977232924693518,-17,0.02977232924693518,False,none,
488/W700/D700,488,700,700,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-2.0803658370846088,-2.0803658370846088,-22.339573661377983,0.0384022073663727,0.99828392846647,0.0017160715335299657,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,6.860514385377175,diagnostic_only_not_gate,299,0.47810858143607704,192,0.6654991243432574,-0.18739054290718038,107,-0.18739054290718038,False,none,
488/W700/D800,488,700,800,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-2.874825695508649,-2.874825695508649,-26.31233161378061,0.03853874708504289,0.9985374772613858,0.0014625227386142721,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,9.98232630096145,diagnostic_only_not_gate,354,0.38178633975481613,166,0.7110332749562172,-0.329246935201401,188,-0.329246935201401,True,major,BFP.RANK_SHIFT_MAJOR
488/W700/D900,488,700,900,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-3.729807884340336,-3.729807884340336,-30.106466568766358,0.03865662519922987,0.9987176491218663,0.0012823508781336843,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,12.770782072096525,diagnostic_only_not_gate,411,0.2819614711033275,179,0.6882661996497372,-0.40630472854640975,232,-0.40630472854640975,True,major,BFP.RANK_SHIFT_MAJOR
488/W700/D1000,488,700,1000,all_ranked_routes,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,signed_bfp_total_deltaI_proxy,p10,False,False,-4.6466370592765305,-4.6466370592765305,-33.563547407339705,0.03869617852972622,0.9988484049158551,0.0011515950841448847,True,negative,negative,True,True,signed_relative_interference_audit_only,v1_signed_detector_integral_route_aggregate,calibration/bfp_roi_mask_template.json,True,uv_direction_cosine,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,15.211705109028523,diagnostic_only_not_gate,468,0.18213660245183882,198,0.6549912434325744,-0.4728546409807356,270,-0.4728546409807356,True,major,BFP.RANK_SHIFT_MAJOR
