diagnostic_schema_version,candidate_id,route_key,comparison_stratum,v1_scalar_rank_percentile_in_stratum,bfp_roi_rank_percentile_in_stratum,green_tensor_rank_percentile_in_stratum,green_tensor_vs_v1_rank_percentile_delta,green_tensor_pairwise_inversion_flag,surrogate_risk_label,surrogate_risk_reason_codes,raw_complex_field_proxy_diagnostic_only,raw_magnitude_final_gate_allowed,calibrated_claim_allowed,p0_release_conclusion_changed,physical_ceiling_role
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D550,488/W500/D550,all_ranked_routes,0.05604203152364273,0.9807355516637478,0.9404553415061296,0.8844133099824869,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.892031523642732,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D600,488/W500/D600,all_ranked_routes,0.05604203152364273,0.9824868651488616,0.8879159369527145,0.8318739054290718,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.8494746059544659,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D650,488/W500/D650,all_ranked_routes,0.05604203152364273,0.9842381786339754,0.8476357267950964,0.7915936952714536,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.8155866900175132,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D700,488/W500/D700,all_ranked_routes,0.05604203152364273,0.9859894921190893,0.8161120840630472,0.7600700525394045,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7816987740805603,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D800,488/W500/D800,all_ranked_routes,0.05604203152364273,0.9877408056042032,0.7390542907180385,0.6830122591943958,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7131348511383538,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D900,488/W500/D900,all_ranked_routes,0.05604203152364273,0.989492119089317,0.6427320490367776,0.5866900175131349,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.6359019264448337,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D1000,488/W500/D1000,all_ranked_routes,0.05604203152364273,0.9912434325744308,0.5359019264448337,0.47985989492119097,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.567338003502627,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D1100,488/W500/D1100,all_ranked_routes,0.05604203152364273,0.9929947460595446,0.5665499124343257,0.510507880910683,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.5854640980735552,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D1200,488/W500/D1200,all_ranked_routes,0.05604203152364273,0.9947460595446584,0.6760070052539404,0.6199649737302977,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.6642732049036778,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D1300,488/W500/D1300,all_ranked_routes,0.05604203152364273,0.9964973730297724,0.7495621716287215,0.6935201401050788,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7257443082311734,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D1400,488/W500/D1400,all_ranked_routes,0.05604203152364273,0.9982486865148862,0.8283712784588442,0.7723292469352014,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7958844133099825,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W500_D1500,488/W500/D1500,all_ranked_routes,0.05604203152364273,1.0,0.9316987740805605,0.8756567425569177,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.8833625218914186,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D500,488/W600/D500,all_ranked_routes,0.30998248686514884,0.6304728546409808,0.8038528896672504,0.4938704028021016,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7690893169877407,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D550,488/W600/D550,all_ranked_routes,0.339754816112084,0.5604203152364273,0.7215411558669002,0.38178633975481613,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7028896672504378,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D600,488/W600/D600,all_ranked_routes,0.532399299474606,0.49912434325744304,0.6304728546409808,0.09807355516637484,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.6319614711033275,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D650,488/W600/D650,all_ranked_routes,0.6619964973730298,0.4500875656742557,0.542907180385289,-0.11908931698774083,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.5750437828371279,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D700,488/W600/D700,all_ranked_routes,0.7600700525394045,0.3870402802101576,0.4597197898423818,-0.3003502626970227,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.5121716287215411,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D800,488/W600/D800,all_ranked_routes,0.7618213660245183,0.2714535901926445,0.2924693520140105,-0.46935201401050786,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.38975481611208407,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D900,488/W600/D900,all_ranked_routes,0.6637478108581436,0.16287215411558664,0.07705779334500873,-0.5866900175131349,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.26357267950963226,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D1000,488/W600/D1000,all_ranked_routes,0.5831873905429072,0.08931698774080565,0.008756567425569184,-0.5744308231173381,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.16147110332749565,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D1100,488/W600/D1100,all_ranked_routes,0.6532399299474606,0.04728546409807355,0.007005253940455369,-0.6462346760070052,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.15989492119089316,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D1200,488/W600/D1200,all_ranked_routes,0.6742556917688266,0.02626970227670755,0.04028021015761818,-0.6339754816112084,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.22828371278458848,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D1300,488/W600/D1300,all_ranked_routes,0.6514886164623468,0.017513134851138368,0.10683012259194391,-0.5446584938704029,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.28502626970227674,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W600_D1400,488/W600/D1400,all_ranked_routes,0.5954465849387041,0.012259194395796813,0.22591943957968474,-0.3695271453590193,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.3521891418563923,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,historical_v1_488_W600_D1500,488/W600/D1500,all_ranked_routes,0.5551663747810858,0.014010507880910628,0.3660245183887916,-0.1891418563922942,True,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE;GREEN_TENSOR.PAIRWISE_ORDER_SHIFT,0.4396672504378284,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D500,488/W700/D500,all_ranked_routes,0.15411558669001746,0.6970227670753064,0.8353765323992994,0.681260945709282,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7990367775831874,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D550,488/W700/D550,all_ranked_routes,0.19439579684763575,0.6427320490367776,0.7670753064798599,0.5726795096322241,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7399299474605955,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D600,488/W700/D600,all_ranked_routes,0.3047285464098074,0.5814360770577933,0.681260945709282,0.3765323992994746,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.6689141856392293,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D650,488/W700/D650,all_ranked_routes,0.5026269702276708,0.532399299474606,0.6059544658493871,0.10332749562171628,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.6122591943957969,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D700,488/W700/D700,all_ranked_routes,0.6654991243432574,0.47810858143607704,0.5131348511383538,-0.15236427320490364,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.5531523642732049,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D800,488/W700/D800,all_ranked_routes,0.7110332749562172,0.38178633975481613,0.36252189141856395,-0.3485113835376532,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.4392294220665499,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D900,488/W700/D900,all_ranked_routes,0.6882661996497372,0.2819614711033275,0.17338003502626975,-0.5148861646234675,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.3175131348511384,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D1000,488/W700/D1000,all_ranked_routes,0.6549912434325744,0.18213660245183882,0.024518388791593737,-0.6304728546409807,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.2032399299474606,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D1100,488/W700/D1100,all_ranked_routes,0.6129597197898424,0.11033274956217165,0.019264448336252182,-0.5936952714535902,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.18739054290718038,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D1200,488/W700/D1200,all_ranked_routes,0.637478108581436,0.07180385288966729,0.06129597197898429,-0.5761821366024518,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.24781085814360776,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D1300,488/W700/D1300,all_ranked_routes,0.6217162872154116,0.05078809106830118,0.13134851138353765,-0.49036777583187396,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.3,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D1400,488/W700/D1400,all_ranked_routes,0.5516637478108581,0.038528896672504365,0.24518388791593693,-0.3064798598949212,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.3638353765323993,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W700_D1500,488/W700/D1500,all_ranked_routes,0.5971978984238179,0.035026269702276736,0.3800350262697023,-0.21716287215411556,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.4489492119089318,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D500,488/W800/D500,all_ranked_routes,0.1155866900175131,0.7478108581436077,0.8581436077057794,0.7425569176882663,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.8218914185639229,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,tsuyama_like_488_W800_D550,488/W800/D550,all_ranked_routes,0.15586690017513138,0.6882661996497372,0.7933450087565674,0.637478108581436,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7604203152364272,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D600,488/W800/D600,all_ranked_routes,0.22942206654991248,0.6339754816112084,0.7092819614711033,0.47985989492119085,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.6924693520140106,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D650,488/W800/D650,all_ranked_routes,0.350262697022767,0.5831873905429072,0.6401050788091068,0.2898423817863398,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.6351138353765324,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D700,488/W800/D700,all_ranked_routes,0.5656742556917689,0.5341506129597198,0.5499124343257443,-0.015761821366024553,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5782837127845883,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D800,488/W800/D800,all_ranked_routes,0.74430823117338,0.4430823117338003,0.3975481611208407,-0.3467600700525393,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.4666374781085814,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D900,488/W800/D900,all_ranked_routes,0.6479859894921192,0.35201401050788095,0.22241681260945712,-0.42556917688266205,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.34894921190893174,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D1000,488/W800/D1000,all_ranked_routes,0.6252189141856392,0.2556917688266199,0.05078809106830118,-0.5744308231173381,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.23633975481611205,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D1100,488/W800/D1100,all_ranked_routes,0.6164623467600701,0.17688266199649738,0.035026269702276736,-0.5814360770577933,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.2169877408056042,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D1200,488/W800/D1200,all_ranked_routes,0.5744308231173381,0.11908931698774083,0.0840630472854641,-0.49036777583187396,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.2683012259194396,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D1300,488/W800/D1300,all_ranked_routes,0.5726795096322241,0.08231173380035028,0.16287215411558664,-0.4098073555166375,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.3141856392294221,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D1400,488/W800/D1400,all_ranked_routes,0.5814360770577933,0.06830122591943955,0.2714535901926445,-0.30998248686514884,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.3772329246935201,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W800_D1500,488/W800/D1500,all_ranked_routes,0.6147110332749562,0.05779334500875655,0.3905429071803853,-0.22416812609457093,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.4591943957968476,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D500,488/W900/D500,all_ranked_routes,0.11908931698774083,0.7845884413309983,0.8756567425569177,0.7565674255691769,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.838353765323993,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D550,488/W900/D550,all_ranked_routes,0.15061295971978983,0.7302977232924693,0.8126094570928196,0.6619964973730298,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7793345008756567,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D600,488/W900/D600,all_ranked_routes,0.19264448336252193,0.6742556917688266,0.7346760070052539,0.542031523642732,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.71077057793345,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D650,488/W900/D650,all_ranked_routes,0.3134851138353766,0.6217162872154116,0.658493870402802,0.34500875656742547,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.6524518388791595,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D700,488/W900/D700,all_ranked_routes,0.4851138353765324,0.5709281961471103,0.5831873905429072,0.09807355516637484,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5949211908931699,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D800,488/W900/D800,all_ranked_routes,0.681260945709282,0.4833625218914186,0.4203152364273205,-0.2609457092819615,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.48493870402802103,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D900,488/W900/D900,all_ranked_routes,0.6339754816112084,0.4028021015761821,0.25919439579684767,-0.37478108581436076,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.37189141856392294,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D1000,488/W900/D1000,all_ranked_routes,0.6024518388791593,0.32049036777583184,0.07880910683012254,-0.5236427320490368,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.26532399299474607,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D1100,488/W900/D1100,all_ranked_routes,0.5936952714535901,0.2329246935201401,0.05604203152364273,-0.5376532399299474,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.2422942206654991,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D1200,488/W900/D1200,all_ranked_routes,0.5113835376532399,0.16637478108581438,0.11733800350262702,-0.39404553415061283,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.2895796847635727,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D1300,488/W900/D1300,all_ranked_routes,0.5376532399299474,0.12084063047285465,0.19614711033274956,-0.34150612959719784,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.33152364273204904,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D1400,488/W900/D1400,all_ranked_routes,0.5866900175131349,0.0945709281961471,0.28896672504378285,-0.29772329246935203,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.38905429071803854,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W900_D1500,488/W900/D1500,all_ranked_routes,0.5796847635726795,0.07880910683012254,0.3992994746059545,-0.180385288966725,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.4670753064798599,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W1000_D500,488/W1000/D500,all_ranked_routes,0.13309982486865146,0.8073555166374782,0.8861646234676007,0.7530647985989493,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.8486865148861646,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W1000_D550,488/W1000/D550,all_ranked_routes,0.1471103327495622,0.7530647985989491,0.8231173380035026,0.6760070052539404,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7895796847635727,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_488_W1000_D600,488/W1000/D600,all_ranked_routes,0.1891418563922942,0.7057793345008756,0.7478108581436077,0.5586690017513135,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7249562171628722,False,False,False,surrogate_risk_reduction_only
