quarantine_row_id,source_artifact,source_sha256,source_row_count,source_row_identity,quarantine_class,gate2a_status,recommended_gate2b_status,readable_by_nodi,gate2b_allowed_context_ingestion,formula_use_allowed,is_chi_selected,qch_weighting_authorized,jrc_authorized,production_ingestion_authorized,runtime_configuration_authorized,allowed_use,blocked_use,blocker_reason,required_future_gate
G2B_QUARANTINE_033,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p00_0p25,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_034,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p25_0p50,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_035,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p50_0p75,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_036,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p75_1p00,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_037,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p00_0p25,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_038,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p25_0p50,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_039,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p50_0p75,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_040,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p75_1p00,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_041,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p00_0p25,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_042,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p25_0p50,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_043,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p50_0p75,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_044,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p75_1p00,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_045,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p00_0p25,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_046,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p25_0p50,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_047,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p50_0p75,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_048,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_002_W800_D900_A85_300NM_residence_time_weighted_edge_norm_0p75_1p00,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_049,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p00_0p25,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_050,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p25_0p50,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_051,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p50_0p75,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_052,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_velocity_weighted_edge_norm_0p75_1p00,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_053,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p00_0p25,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_054,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p25_0p50,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_055,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p50_0p75,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_056,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_003_W800_D1200_A87_220NM_residence_time_weighted_edge_norm_0p75_1p00,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_057,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p00_0p25,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_058,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p25_0p50,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_059,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p50_0p75,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_060,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_velocity_weighted_edge_norm_0p75_1p00,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_061,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p00_0p25,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_062,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p25_0p50,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_063,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p50_0p75,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_064,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,32,ALIGN_TPD_SRC_004_W800_D1200_A87_300NM_residence_time_weighted_edge_norm_0p75_1p00,TPD_SOURCE_OR_ALIGNMENT_BINDING_BLOCKED,SCHEMA_COMPATIBLE_BUT_NODI_BINDING_BLOCKED,QUARANTINE_SOURCE_READY_NOT_NODI_BOUND,true,false,false,false,false,false,false,false,coarse-to-fine schema alignment review only; read-only review/quarantine only,silent direct binding; weighting; chi_selected; q_ch products; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Alignment is schema-compatible but still lacks NODI_view binding and direct PRS edge20 exactness,Gate2C transported-position binding repair
G2B_QUARANTINE_065,roadmap/P1B_W800_QCH_FIRST_LAUNCH_RESULTS_20260617.csv,ba92a77f92e0d972d7059dd8a60b5696aa3c649e5686ad3b474d6112f265ecec,92,QCH_PROVENANCE_ONLY_SOURCE_P1B_W800_20260617,QCH_PROVENANCE_ONLY_NOT_FORMAL_SIDECAR,PROVENANCE_ONLY_NOT_GATE2_QCH_SIDECAR,QUARANTINE_PROVENANCE_ONLY_NOT_FORMAL_QCH_SIDECAR,true,false,false,false,false,false,false,false,descriptive provenance and flow-context review only; read-only review/quarantine only,formal q_ch sidecar; flow split sidecar; q_ch weighting; q_ch*eta; q_ch*chi*eta; JRC; yield; winner; Gate2B formal context-only ingestion; any formula input,Descriptive q_ch provenance only; formal Gate2 q_ch/flow split sidecar absent,formal q_ch / flow-split sidecar gate
G2B_QUARANTINE_066,roadmap/EV_PBS_ENTRANCE_LOCAL_Q_EFFECTIVE_APERTURE_LOCAL_Q_EVENT_TREE_BRIDGE_INPUT_20260623.csv,d9abebc223680e97eda9113af0a97b38394a742495c121de854831b241c64c3b,300,LOCAL_Q_EFFECTIVE_APERTURE_REVIEW_CONTEXT,LOCAL_Q_REVIEW_ONLY,REVIEW_ONLY_LOCAL_Q_CONTEXT,QUARANTINE_LOCAL_Q_HYDRAULIC_EVENT_TREE_REVIEW_ONLY,true,false,false,false,false,false,false,false,hydraulic/event-tree review context; read-only review/quarantine only,Gate2 transport weighting; calibrated clogging; time-to-clog; recovery; yield; winner; Gate2B formal context-only ingestion; any formula input,Hydraulic/event-tree review context only; not transport weighting input,local-Q hydraulic/event-tree review gate only
